	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
BPIFB3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BPIFB4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
LOC105372714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA1	0	0	0	3	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB1	0	0	4	6	2	0	0	2	0	0	0	3	1	3	0	0	5	0	0	0	0
LOC124904888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372594	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP1	1106	1021	720	856	1010	470	492	701	619	533	386	705	716	685	761	443	606	780	934	997	1340
LOC124904889	18	8	18	22	23	16	13	25	74	56	117	82	57	61	57	25	54	5	14	9	22
SNTA1	84	84	149	107	144	108	105	163	3401	2923	2476	2774	2482	1940	2560	889	2870	102	100	82	92
CBFA2T2	591	508	834	883	1319	803	798	1278	1126	757	865	1348	1273	1283	1346	1044	1387	673	760	589	680
NECAB3	179	139	317	309	538	293	326	481	552	537	380	795	625	626	498	355	643	113	168	149	182
C20orf144	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1
ACTL10	5	0	3	1	14	5	5	7	8	3	6	20	18	6	9	11	14	3	4	7	2
E2F1	363	305	584	573	625	335	390	495	240	186	113	529	265	331	329	194	333	399	425	461	543
PXMP4	141	89	105	111	169	138	142	157	176	180	190	321	211	152	134	89	198	155	165	119	192
LOC124904890	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF341	136	230	115	175	193	56	73	101	100	52	66	148	102	139	167	80	171	128	143	161	47
ZNF341-AS1	1	3	1	3	4	0	0	0	10	3	3	8	1	12	4	2	2	3	2	1	3
CHMP4B	1528	1658	2253	2752	3309	1651	1822	2263	3515	2867	2570	4220	4132	4560	4293	2566	3898	1685	1826	1999	1739
RALY-AS1	31	7	14	30	29	12	11	15	13	21	16	29	21	18	20	23	20	11	11	19	21
RALY	2481	2820	2764	3190	3724	2405	2601	3148	3652	2840	2597	5316	4957	5135	4480	2716	4166	2372	2773	2896	2723
MIR4755	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
EIF2S2	7195	6143	5986	6323	5881	4908	4688	7000	5832	3905	3486	5396	4766	4537	4547	3597	3206	5769	6642	7045	8100
ASIP	7	3	5	7	11	13	11	19	3	10	4	14	9	4	11	8	12	3	3	1	10
AHCY	10811	11142	7520	8733	9148	6704	6232	8095	5476	4936	3190	8173	8015	6796	9302	4043	7394	11092	12893	12482	11790
ITCH	1482	1580	2140	2193	2585	2118	2279	3355	4148	3118	2510	3419	3249	3672	4143	3260	3017	1472	1633	1790	1608
MIR644A	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	2
DYNLRB1	1102	1238	1552	1909	2105	1398	1538	1916	2383	1880	1411	2909	2224	2466	2592	1591	2287	1122	1317	1302	1279
MAP1LC3A	60	42	122	114	158	78	72	123	204	168	140	751	335	390	331	428	364	38	63	39	52
PIGU	503	562	612	614	744	514	473	618	604	477	382	820	761	673	780	490	702	542	671	614	632
LOC105372599	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0
TP53INP2	230	203	253	372	379	345	406	498	4527	3145	2589	3121	3895	3689	4703	2032	2574	276	333	292	278
NCOA6	1478	1131	1344	1640	1959	1474	1432	2004	2656	1937	1872	2103	2782	2512	2607	1689	2778	389	483	593	1183
HMGB3P1	0	0	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1
GGT7	414	401	666	625	1032	588	542	985	828	733	687	1092	1265	1195	1227	528	790	494	513	530	538
ACSS2	238	205	351	532	721	567	802	869	1556	1252	1220	1636	1685	1417	1601	814	1670	548	543	553	363
GSS	794	776	763	892	1031	496	466	640	937	742	583	1229	1335	1186	1337	754	1004	643	819	801	1013
MYH7B	49	20	9	12	9	20	10	16	1043	882	1309	514	599	567	753	167	803	17	16	11	103
MIR499A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR499B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4AP	1883	1938	2561	3063	3621	2830	3170	4317	3938	3273	2540	5625	5348	5362	6109	3891	4395	2351	2587	2830	2401
MMP24-AS1-EDEM2	5	1	4	10	18	19	17	14	17	14	11	27	30	15	18	19	18	2	6	6	2
EDEM2	4	5	5	10	7	5	4	13	7	8	4	12	10	8	7	2	5	5	13	7	7
LOC124900460	0	0	1	0	0	0	0	3	0	1	1	0	1	1	0	0	0	1	1	1	1
PROCR	271	379	233	282	314	155	209	241	384	203	371	1863	1017	584	4251	561	323	506	640	645	241
MMP24	239	125	495	486	288	297	360	415	404	177	329	695	1064	608	1510	401	278	683	722	766	335
MMP24OS	239	183	248	336	379	282	334	373	737	738	481	1158	1426	1518	1451	893	1240	273	318	268	240
EIF6	1871	1910	1563	1577	1770	1415	1333	1693	2166	1538	1115	2697	2806	2881	2505	1670	2087	1619	1982	2036	2331
FAM83C-AS1	0	2	0	0	0	0	0	0	2	0	2	0	4	0	0	1	1	2	0	0	3
FAM83C	0	0	0	1	1	0	0	0	12	2	2	1	3	6	0	1	1	0	2	4	2
UQCC1	915	1073	839	965	1197	876	794	1432	1574	1235	921	1192	1246	1128	1441	712	1170	883	978	1004	919
GDF5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF5	4	1	3	0	6	7	2	1	2	4	1	11	5	2	12	5	2	1	1	0	2
MIR1289-1	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
CEP250	772	816	642	685	813	502	513	712	663	556	428	896	994	843	607	536	965	819	807	826	818
CEP250-AS1	4	1	2	3	5	3	1	4	3	3	7	0	1	0	0	0	0	3	4	1	6
C20orf173	0	0	0	0	1	2	0	1	0	0	1	3	1	0	0	0	0	1	0	3	0
ERGIC3	2148	2158	2824	2969	3604	2904	2731	3547	2975	2715	1939	5083	4533	4507	4442	3193	4346	1559	1913	1705	2646
FER1L4	26	29	83	80	160	108	84	146	16	41	26	133	32	71	66	62	111	49	61	40	38
LOC124904891	1	0	1	1	1	0	3	0	0	3	0	1	0	0	2	0	0	2	0	2	2
SPAG4	27	17	21	16	43	31	27	44	7	18	11	74	20	27	17	29	48	29	21	17	20
CPNE1	1998	2550	2033	2488	3305	2366	2289	3442	2111	1751	1401	4824	3324	3794	3716	3032	3768	1778	2576	2313	2429
RBM12	2421	2503	4849	4466	4725	2743	3028	3759	2942	2744	1982	3026	3303	2978	3408	1975	2641	3597	2873	3841	2721
NFS1	432	497	260	385	450	263	295	422	390	347	269	552	549	439	585	441	503	395	528	442	454
ROMO1	398	477	549	540	664	417	417	491	804	659	501	1120	1059	1084	1177	558	942	450	435	454	421
RBM39	5016	2835	4809	4300	5739	3498	3697	5984	4194	3427	2813	4647	4016	4360	3748	2657	3809	3648	4702	4452	7079
LOC124904980	0	1	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	1	0	0
PHF20	1951	2020	2985	3120	3626	2227	2424	3238	1792	1269	1286	1781	1619	1552	2112	1412	1658	2123	2714	2827	2302
SCAND1	259	292	319	344	396	261	257	330	457	369	354	938	979	837	1016	487	722	254	274	371	316
CNBD2	6	15	6	6	8	0	0	0	6	4	2	4	6	2	5	2	4	3	1	1	6
NORAD	7108	6523	9882	10465	11930	10173	10897	14426	13900	11549	9745	16901	14744	14020	16984	14590	14542	7431	9043	7689	7660
EPB41L1	667	842	1140	1303	1634	976	1041	1327	1404	1399	1418	1944	2074	1982	1696	1593	2306	1081	1207	1312	902
EPB41L1-AS1	0	0	1	1	0	0	0	0	2	0	2	0	0	1	0	0	1	0	2	0	0
LOC124904893	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
LOC124904892	0	0	0	1	0	0	0	2	1	1	1	2	2	1	0	0	2	0	3	0	0
LOC105372602	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AAR2	656	726	891	1067	1183	530	630	785	1338	1031	852	1507	1514	1502	1771	904	1287	837	654	911	759
DLGAP4	946	946	1769	1958	2435	2111	2106	2971	3227	2273	1908	5068	5383	5345	6219	4060	3839	986	1234	1322	1095
DLGAP4-AS1	33	31	8	14	16	10	19	19	11	12	13	24	8	6	15	2	23	21	42	16	52
MYL9	2034	2660	4680	6970	6150	4701	5009	7544	47246	49494	31557	40785	50684	36284	57775	23486	36591	3874	3804	4647	1558
TGIF2	968	833	1547	1815	1918	1927	1805	2449	1517	1274	1026	2265	1835	2167	2404	1155	2281	1533	1901	1726	1532
TGIF2-RAB5IF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5IF	73	79	75	75	91	52	56	83	104	81	65	203	204	200	212	109	148	63	71	75	87
SLA2	18	21	20	10	39	17	86	45	68	51	14	14	8	9	0	9	0	20	45	8	42
NDRG3	1063	1174	944	1092	1408	607	659	825	1954	1735	1206	1648	1739	1631	1544	984	1702	906	1048	1077	1216
DSN1	570	524	689	739	887	472	422	699	369	212	182	631	332	371	430	246	452	624	698	634	714
LOC124904894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOGA1	748	569	2587	2147	2869	1895	1797	2529	2573	1797	1605	3297	3399	3252	4130	2769	3594	420	476	451	1084
TLDC2	3	1	4	3	1	0	1	0	2	0	2	1	2	2	0	0	4	1	1	1	0
SAMHD1	595	320	707	599	709	392	393	608	490	401	327	491	517	443	524	337	498	1126	1483	1440	960
RBL1	608	375	680	706	568	316	266	432	342	208	142	202	237	305	159	131	246	455	491	520	808
MROH8	48	57	82	83	133	63	76	93	180	133	135	158	127	151	161	82	148	40	51	45	82
RPN2	6799	7547	7701	9046	10288	5284	5631	7475	7197	5780	4249	9297	9514	9915	9693	7497	7346	5974	6864	6983	8641
GHRH	0	0	0	0	0	0	0	2	7	1	3	5	0	2	2	0	1	0	0	1	1
MANBAL	683	636	789	908	1011	680	641	809	1121	776	652	1282	1300	1311	1260	791	1102	583	662	666	868
LOC105372606	2	0	0	1	3	3	4	1	2	2	2	2	0	0	3	2	2	1	1	0	2
SRC	724	761	2587	3070	3927	4357	5317	7401	2083	1417	1366	4249	3823	3978	3886	3357	3386	762	814	811	955
BLCAP	497	559	1166	1352	1656	1213	1369	1893	2307	1915	1701	2725	2121	1809	3091	1568	1792	883	1381	1252	570
NNAT	480	694	865	1455	1655	1341	1581	2422	265	108	94	362	392	243	474	335	334	802	815	937	558
LINC01746	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287792	0	0	0	0	1	0	1	0	0	2	0	0	4	0	0	0	0	0	1	1	3
LOC105372609	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CTNNBL1	1061	1086	1225	1349	1574	827	874	1060	865	750	621	1101	1092	1088	1073	636	1013	1056	1230	1273	1265
LOC124904895	0	5	5	2	3	3	0	2	2	4	6	4	4	2	3	0	2	8	7	4	0
LOC124904896	0	2	5	9	7	2	3	9	5	0	6	5	3	2	5	0	6	6	3	5	0
VSTM2L	3	11	108	104	178	49	60	48	383	555	539	950	643	712	286	401	1230	16	29	20	5
TTI1	1574	1527	1466	1633	1862	863	824	1194	844	586	492	1060	865	998	1081	561	945	1269	1455	1727	1731
RPRD1B	679	622	894	816	941	744	836	1109	1573	1150	1184	1911	1412	1511	1704	1218	1535	471	604	648	873
LOC124904898	17	0	0	2	1	1	5	3	1	1	6	3	0	0	1	2	6	6	10	1	13
LOC124904897	10	5	6	7	8	12	27	16	163	92	148	177	67	152	142	82	81	6	5	8	16
LOC124904899	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0	0	2	0	2	0	0
TGM2	15	19	31	25	42	1047	482	1155	22449	10263	22250	22794	10374	20728	6173	12848	24670	50	47	50	14
KIAA1755	7	2	1	3	4	3	4	1	7	19	10	59	34	41	11	22	17	2	1	1	8
LOC124904900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
LOC149684	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BPI	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	3	1	0	1	0	0
LBP	2	5	6	3	3	0	3	3	1	140	0	131	376	64	1	2	307	5	11	11	2
LOC124904901	1	3	5	4	3	4	0	1	3	3	0	3	6	3	3	1	1	0	6	3	12
SNHG17	507	193	203	177	218	137	129	151	157	110	72	206	167	150	160	93	98	154	278	161	648
LOC124904974	10	3	9	7	17	3	6	8	1	0	2	10	7	4	2	0	1	6	3	4	9
SNORA71B	8	7	10	5	12	3	7	11	3	1	10	4	3	4	8	5	1	11	10	3	12
SNORA71A	5	1	4	2	3	3	1	1	0	2	2	1	0	2	1	0	0	2	4	2	3
SNORA71C	13	8	9	9	1	2	2	2	6	0	3	3	1	2	2	0	0	15	7	5	11
LOC124904958	4	6	4	4	13	0	1	2	1	4	1	1	3	2	1	0	1	3	6	4	1
SNORA71D	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	2	1	2	0	2
LOC124904975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG11	128	99	113	110	220	84	122	146	143	129	100	281	200	230	212	126	184	54	87	54	225
SNORA71E	1	0	2	3	2	0	0	3	5	0	0	1	5	1	1	0	1	1	1	0	4
SNORA60	5	0	2	5	11	2	1	4	7	5	1	3	1	3	2	2	3	8	1	2	6
RALGAPB	2772	2399	3149	3402	3498	2256	2219	3183	3833	3001	2602	2748	3637	3471	3435	2876	3323	2196	3043	3009	3158
MIR548O2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIG	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP40	2	2	226	298	406	12	12	44	4	10	0	37	6	11	1	2	16	10	5	4	5
SLC32A1	4	2	7	16	8	3	0	2	1	1	0	0	0	0	0	0	0	8	9	5	10
ACTR5	190	215	262	280	328	158	155	182	160	125	90	243	206	216	167	110	172	283	250	328	265
LOC124904902	1	1	3	4	5	0	0	2	2	3	3	2	5	1	3	2	0	3	2	0	2
PPP1R16B	384	320	224	301	322	99	85	109	33	58	21	257	22	20	35	1	26	639	854	797	326
FAM83D	1055	1256	1051	1281	1438	419	388	574	219	114	39	701	222	314	260	135	465	1289	1606	1529	1082
DHX35	488	435	452	486	530	274	258	362	287	278	261	415	376	342	395	203	327	429	505	506	529
LOC107985448	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372614	3	3	0	3	3	6	0	3	0	0	0	0	4	0	0	0	0	4	0	0	6
LOC105372613	26	15	27	25	26	0	1	4	1	1	0	0	0	0	0	0	0	26	32	37	37
LINC01370	6	0	0	0	0	0	0	0	0	4	0	1	9	0	0	0	4	0	1	0	0
LOC105372616	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LOC105372617	5	5	2	2	2	0	0	3	0	0	0	1	1	1	0	0	1	3	4	1	7
LOC105372618	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	3
LOC102724968	7	2	1	2	0	2	1	2	0	0	0	1	0	1	0	1	1	2	8	1	5
LOC107985435	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC105372620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFB	31	25	60	89	165	33	106	78	91	50	45	216	263	161	257	89	176	26	45	37	42
LOC101927098	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNORD154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128988	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
LOC105372621	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	2	0	0
TOP1	2538	3884	4588	4378	4788	2588	2781	4167	3226	2345	1856	3278	3498	3278	4045	2155	2902	3794	3636	4950	2552
PLCG1-AS1	1	7	2	4	9	5	6	7	2	2	4	5	4	2	1	5	3	4	7	3	4
LOC124904903	3	2	6	5	11	4	6	3	1	3	2	9	2	4	0	3	5	3	8	1	0
PLCG1	2661	3136	4389	4827	6070	3683	3673	5223	1966	1559	1410	4088	3576	3785	5365	2971	2671	3152	3262	3396	2793
MIR6871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZHX3	195	197	338	414	483	283	369	468	945	969	900	796	1402	1069	1195	824	916	252	396	318	212
LPIN3	71	83	186	166	237	135	105	151	278	352	214	471	488	528	294	251	411	89	89	117	83
EMILIN3	88	71	228	224	320	19	18	30	11	4	6	60	13	20	60	11	13	95	76	85	76
CHD6	1334	1232	3229	3449	3789	2270	2324	3021	2556	2115	2275	2506	2745	2833	3388	2214	2980	2260	2632	2480	1973
LOC124904904	26	19	20	14	15	22	22	30	14	14	33	20	13	8	4	19	21	22	43	28	37
LOC124904905	0	3	1	2	3	0	2	1	0	0	0	2	1	0	0	0	0	1	1	2	4
LOC124900463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927182	0	0	2	4	1	0	2	7	0	3	0	17	10	3	0	1	2	2	2	5	3
LOC105372622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRT	73	52	84	38	22	259	136	180	17	19	14	589	115	57	597	157	57	114	117	129	130
LOC105372624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRT-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PTPRT-DT	7	0	1	1	0	4	3	3	0	1	0	3	1	0	6	0	4	10	4	3	23
LOC124900461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF6	2521	2189	4940	4045	4859	2891	2743	3994	5134	4996	3287	5218	5614	4776	4991	2416	3972	3748	3427	3526	3438
L3MBTL1	209	187	326	331	597	330	279	429	203	195	273	296	209	234	187	209	310	194	295	212	294
SGK2	2	8	12	26	39	55	27	74	81	38	12	76	90	232	14	45	106	16	10	16	10
IFT52	946	914	1348	1444	1392	832	867	1192	632	486	245	1060	797	1013	958	678	736	727	825	902	1222
LOC124904906	4	0	0	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0
MYBL2	3597	3719	5077	5751	6069	3450	3663	4412	625	446	119	1941	907	1366	880	476	1210	3875	4034	4862	4763
GTSF1L	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC101927200	0	0	9	13	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372625	0	0	7	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904907	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904908	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01728	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOX2	33	23	58	59	72	16	13	35	3	7	4	30	23	8	4	14	13	62	88	42	21
JPH2	11	21	201	311	358	929	854	1613	9224	8247	6652	6807	6574	5621	7183	3241	6825	39	45	48	18
LOC124904909	0	0	0	1	0	0	3	2	4	2	21	1	3	3	3	0	7	0	1	0	0
OSER1	677	625	868	941	999	810	832	1042	916	717	621	924	1002	697	953	591	745	586	783	635	648
OSER1-DT	57	70	74	111	145	140	83	132	102	95	116	174	84	99	119	60	131	70	88	70	112
GDAP1L1	146	108	84	125	196	115	112	195	3	10	15	25	21	7	49	10	7	121	177	106	182
LOC124904910	2	4	4	2	5	2	11	16	3	1	5	1	4	6	5	8	0	1	6	3	2
FITM2	172	137	195	235	267	328	353	589	1431	942	1046	762	941	953	1008	530	840	83	117	86	158
R3HDML	0	0	3	2	2	0	0	0	4	0	6	12	7	13	3	7	1	1	0	0	0
R3HDML-AS1	0	0	0	0	0	3	0	0	0	0	1	2	3	4	0	0	2	0	0	0	0
HNF4A	1	7	372	304	243	2029	1463	1819	636	443	91	837	1807	2225	101	1040	1423	1	2	0	1
HNF4A-AS1	0	0	1	0	3	22	12	18	6	8	2	47	50	12	0	3	32	0	0	0	0
MIR3646	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01620	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTPAL	590	535	839	823	946	601	625	919	1008	898	524	922	1446	1363	1197	874	942	584	698	600	591
SERINC3	1302	1769	2715	3390	3648	2346	2814	4287	5137	3052	3498	3909	4164	4476	4922	4058	3430	1534	2177	1881	1443
PKIG	552	629	792	1024	1076	601	591	928	2225	948	2490	2237	1506	1742	2556	1617	1281	467	456	465	547
ADA	256	287	468	690	964	275	252	381	144	113	128	420	292	314	388	448	212	259	360	286	250
LINC01260	2	3	3	0	5	1	4	4	6	5	6	4	9	0	0	6	1	2	5	1	5
LOC124904911	3	0	0	1	2	0	1	1	0	1	1	1	0	3	0	1	1	0	0	0	3
KCNK15-AS1	1	2	3	1	4	1	3	4	3	1	0	5	6	6	6	6	7	5	3	0	0
CCN5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
KCNK15	1	2	3	0	0	0	1	1	4	2	1	3	5	0	3	9	4	3	3	0	5
RIMS4	1618	1306	469	476	490	128	120	204	797	406	652	514	624	476	513	269	579	1263	1350	1421	1742
YWHAB	6863	8201	9043	9038	9579	4709	5070	6673	9470	7327	5295	9198	9567	8763	9526	6152	7939	8576	9113	10545	7590
PABPC1L	582	490	813	538	1061	632	377	887	207	165	211	470	469	527	222	259	315	387	443	445	833
TOMM34	1115	1337	1122	1365	1637	726	774	1034	1364	1134	910	1532	1583	1187	1890	741	1506	707	825	919	1040
LOC124904912	7	6	11	15	31	30	14	49	12	8	18	25	20	15	6	10	10	7	11	1	6
STK4-DT	3	2	1	7	1	2	1	2	1	1	2	0	11	7	5	9	4	0	4	5	9
STK4	2013	2245	1825	1817	2273	1187	1501	1870	1425	1048	621	1211	1297	1356	1539	1018	1214	1507	2029	1953	1877
KCNS1	59	65	19	18	33	9	26	12	4	0	2	4	8	13	6	10	6	79	78	62	44
WFDC5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0
WFDC12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC101929863	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PI3	0	0	0	0	0	0	0	0	4	0	0	7	7	0	6	0	2	0	0	0	0
LINC02597	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SEMG1	30	32	3	14	7	0	0	0	0	0	1	0	0	0	0	0	0	149	94	133	26
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904913	0	1	2	0	1	0	0	5	0	0	0	1	0	0	12	2	2	0	0	0	0
SLPI	0	0	1	2	7	12	26	19	5	8	2	59	7	9	304	19	13	0	0	0	0
MATN4	16	15	11	8	26	1	2	2	0	0	0	3	4	0	2	3	2	46	60	53	19
RBPJL	4	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	1	25	24	23	13
SDC4	736	912	3557	4774	6406	5140	7157	8015	5532	5119	1424	5383	7705	11035	2021	6330	6785	1564	1762	1541	1116
SYS1	420	442	481	486	577	422	413	525	674	509	356	643	763	788	698	396	589	314	323	351	446
LOC124904914	0	0	0	0	0	0	2	1	2	1	0	2	2	1	0	2	0	1	0	0	0
SYS1-DBNDD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG5	7	16	4	14	16	4	16	12	27	20	19	27	42	46	38	32	22	8	18	12	8
LOC107985404	10	8	14	10	10	19	13	14	11	16	14	10	15	8	13	10	22	9	14	17	17
DBNDD2	5	6	10	0	10	1	1	9	5	5	3	14	13	12	5	11	11	4	4	7	10
LOC107985405	5	0	3	4	5	5	0	3	3	11	3	5	2	2	4	0	4	3	4	3	0
PIGT	1032	1044	1197	1585	1891	919	1178	1354	2531	1840	1655	3414	3265	3390	3524	2296	2728	904	1125	1072	1380
MIR6812	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372631	4	3	8	5	7	5	4	10	2	4	2	2	2	3	0	1	3	5	11	1	6
WFDC2	218	296	403	521	625	152	137	215	58	28	5	238	115	264	15	307	516	394	403	354	285
LOC107987282	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	6	1	3
SPINT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WFDC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
EPPIN-WFDC6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
EPPIN	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	3	2	1
WFDC8	1	0	0	0	6	0	0	1	0	1	0	0	1	0	0	0	1	5	7	3	2
WFDC9	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC10A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WFDC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC10B	1	5	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	4	7	5	0
WFDC13	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	2	3	0	0
MIR3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904915	24	162	30	315	264	0	1	0	0	0	0	0	0	0	0	0	0	142	151	193	1
WFDC3	1	2	0	2	0	1	1	1	4	3	2	6	7	4	4	3	2	0	5	1	0
