	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
CCDC137	202	171	167	73	188	211	214	246	230	237	321	373	291	0	389	331	387	339	78	80	130	145	96	103	121	92
ARL16	90	58	54	37	93	55	116	131	211	185	196	166	180	0	154	104	155	110	78	84	68	105	71	94	90	100
HGS	186	140	145	77	167	150	205	238	456	430	592	588	520	0	471	515	429	395	169	193	240	213	154	147	135	100
MIR6786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL12	144	165	169	66	199	151	119	128	133	144	185	195	169	0	194	200	193	153	145	131	145	156	144	153	136	148
SLC25A10	52	65	36	26	59	49	28	51	17	20	34	39	32	0	46	60	66	46	13	21	22	10	25	22	20	42
LOC105371929	2	0	1	0	2	1	1	1	1	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1
LOC105376789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCGR	0	0	0	0	0	0	0	5	1	5	2	1	2	0	0	0	8	1	3	1	1	0	0	0	0	0
MCRIP1	104	113	71	25	127	78	73	65	121	141	126	135	119	0	139	147	170	156	69	96	85	114	93	91	110	95
PPP1R27	0	1	0	0	0	0	1	1	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HB	663	615	699	283	770	599	1332	1428	4708	4262	3987	4524	3474	0	1838	1757	1881	1800	601	619	803	695	533	553	611	622
LOC124904086	12	9	4	4	4	7	19	41	34	22	55	32	47	0	39	32	61	57	24	15	11	7	4	3	3	5
ARHGDIA	185	186	199	59	245	170	249	267	765	762	912	891	771	0	495	663	513	506	139	167	219	256	126	146	170	158
ALYREF	211	175	225	102	224	198	275	309	280	318	437	421	359	0	358	294	342	378	60	65	70	66	71	96	95	87
ANAPC11	675	607	502	237	662	469	370	372	757	718	871	1061	753	0	1272	842	1074	990	377	372	375	447	369	463	424	420
PCYT2	35	62	57	30	70	46	36	50	227	204	167	227	155	0	172	168	190	158	115	100	126	103	45	72	61	69
NPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT7	38	34	25	16	29	41	47	67	146	109	139	145	129	0	104	72	72	101	21	23	21	24	30	25	31	20
MAFG	207	197	203	79	218	175	221	239	807	677	783	858	727	0	559	570	781	600	128	143	217	219	101	109	93	103
MILIP	2	0	1	0	0	0	1	3	1	1	2	6	0	0	3	2	5	3	1	1	2	1	1	1	2	2
PYCR1	294	236	221	124	298	264	137	175	257	273	338	367	305	0	326	359	553	521	86	97	153	133	52	59	62	71
MYADML2	0	2	0	0	3	2	0	0	2	0	1	1	1	0	5	2	7	1	17	15	7	2	18	12	6	24
NOTUM	0	0	0	0	0	1	15	7	1	0	2	1	2	0	1	6	2	4	7	9	1	1	2	1	0	1
LOC124904087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371939	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPSCR1	70	39	48	22	60	30	44	66	59	71	78	85	72	0	96	101	111	121	40	51	23	35	32	39	34	28
CENPX	128	144	123	64	135	125	120	120	246	231	220	200	201	0	132	88	106	88	58	67	57	81	59	54	52	62
LRRC45	27	17	28	20	32	23	32	33	15	29	9	27	11	0	52	40	21	19	9	7	5	6	11	6	13	6
RAC3	7	10	12	4	18	10	3	0	3	7	4	4	4	0	5	7	4	4	2	1	2	0	2	0	0	0
DCXR	150	199	135	66	159	151	126	139	282	185	275	272	237	0	296	276	310	283	188	172	157	136	100	129	114	163
DCXR-DT	4	3	1	0	1	4	1	0	3	1	0	1	0	0	0	2	0	1	2	1	0	1	0	0	0	0
RFNG	49	50	28	18	54	51	40	29	82	72	84	69	73	0	65	64	64	58	51	60	57	62	39	31	44	40
GPS1	507	516	504	177	535	423	471	468	906	761	793	837	701	0	799	832	773	702	359	398	499	418	315	361	350	414
DUS1L	171	122	142	49	134	122	123	182	232	197	265	261	236	0	375	331	347	345	185	136	116	185	67	96	85	92
FASN	1608	1750	1733	798	1878	1469	1231	1403	2742	3021	2591	2910	2262	0	1883	2452	1953	1823	403	453	849	604	209	193	223	180
SNORD134	0	0	1	0	2	1	1	0	2	0	1	1	1	0	2	7	2	4	1	2	2	1	0	0	0	0
CCDC57	87	33	43	21	30	32	308	318	318	272	393	382	359	0	508	615	523	468	120	129	71	98	111	136	116	100
SLC16A3	0	2	1	0	2	3	14	18	28	24	44	32	40	0	40	43	35	20	35	45	24	11	5	15	5	7
MIR6787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1D	254	211	250	87	245	162	499	522	864	916	875	818	773	0	712	603	779	702	396	426	325	321	314	354	290	312
LOC124904089	2	1	0	1	2	1	5	8	9	7	11	8	12	0	8	3	6	4	1	2	0	1	1	0	2	2
LINC01970	3	6	2	1	1	3	7	10	7	1	9	7	8	0	7	3	6	6	2	1	1	1	1	2	2	0
CD7	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	6	5	2	0	0	0	0	0	0	0	0
SECTM1	1	4	0	0	0	0	1	1	0	0	1	2	2	0	0	2	0	0	0	0	1	0	2	1	0	0
TEX19	3	7	3	1	5	4	7	3	0	0	0	3	0	0	4	3	5	0	1	0	0	0	0	0	0	0
UTS2R	0	0	1	0	0	0	2	4	17	12	31	42	21	0	44	67	36	29	19	18	9	22	12	9	7	4
LOC124904092	0	0	1	0	0	0	2	2	1	1	2	0	1	0	3	1	2	1	0	1	0	1	0	0	1	1
OGFOD3	56	44	40	27	49	43	61	66	122	125	144	131	135	0	170	111	140	123	54	49	43	49	45	62	58	80
LOC124904090	2	1	2	0	1	1	9	7	8	1	3	7	2	0	11	10	13	10	1	0	0	1	2	1	3	1
HEXD	35	18	17	7	23	21	32	33	32	39	45	53	44	0	53	48	56	51	32	27	14	19	29	23	24	15
HEXD-IT1	5	0	0	0	0	2	4	8	3	2	4	8	4	0	6	6	5	7	3	1	1	0	3	2	2	1
LOC124904091	3	3	1	1	6	3	9	9	9	8	12	9	9	0	15	14	19	30	12	9	4	4	5	4	4	3
CYBC1	118	109	99	38	138	107	117	140	220	271	289	300	263	0	208	221	186	168	66	68	87	76	69	49	46	61
NARF-AS2	7	5	4	0	9	3	6	18	25	14	29	34	29	0	18	23	14	10	7	11	3	1	11	6	12	9
NARF	236	241	197	94	302	244	326	401	372	381	328	318	306	0	434	378	361	335	460	481	169	194	251	297	234	229
TRX-CAT1-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXK2	494	400	372	171	514	354	583	626	979	863	1063	1106	972	0	865	831	832	737	567	584	481	475	434	449	385	384
LOC105371942	18	12	13	5	10	14	64	78	77	69	92	71	79	0	47	47	45	37	18	30	17	19	21	22	25	26
WDR45B	513	361	412	216	536	403	560	640	947	880	1067	1004	971	0	905	683	995	872	590	577	435	490	456	535	454	427
RAB40B	11	7	13	2	8	6	16	27	61	64	72	64	69	0	26	19	21	22	57	60	56	71	59	81	70	70
MIR4525	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LOC101929552	1	1	0	0	0	1	1	1	3	0	0	1	0	0	0	1	1	0	2	1	2	2	0	0	0	0
FN3KRP	154	95	99	30	127	94	211	279	396	265	412	456	377	0	347	248	298	296	84	103	76	103	122	134	104	139
FN3K	57	27	18	8	32	21	20	30	51	36	55	36	49	0	44	49	58	36	70	82	47	45	56	54	78	72
TBCD	500	329	276	144	437	362	664	769	585	456	616	668	563	0	726	679	488	532	281	239	221	213	261	263	230	264
ZNF750	7	1	1	1	3	1	12	9	2	6	9	12	8	0	4	5	7	2	0	5	0	1	1	0	2	4
LOC124904096	3	0	0	0	1	0	7	7	1	1	3	2	3	0	5	3	4	5	0	2	1	3	0	2	0	1
LOC124904095	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1
B3GNTL1	31	11	15	6	9	14	33	38	48	44	42	31	38	0	26	33	25	26	34	29	6	15	49	37	53	69
LOC124904094	4	0	1	0	1	1	0	0	1	3	1	0	1	0	2	1	2	1	0	0	0	0	0	0	1	0
METRNL	45	32	24	13	28	35	29	26	150	156	237	243	216	0	80	64	83	82	103	109	100	109	73	71	76	86
LOC101930496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LOC124904105	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505909	2	0	0	0	0	0	1	0	0	0	2	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0
RPL23AP87	1	0	0	5	0	3	4	2	8	7	15	20	14	0	7	3	8	6	14	8	10	16	9	12	13	14
MGC70870	16	5	25	10	1	8	4	1	0	3	0	3	0	0	5	2	9	3	5	5	1	1	10	12	5	5
LOC105379281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124904234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371950	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8B	4	0	0	1	0	1	1	0	0	0	0	0	0	0	1	6	11	17	13	20	1	1	27	19	3	3
ROCK1P1	4	3	2	2	3	0	13	15	9	8	4	10	3	0	8	16	44	58	38	31	14	16	24	28	9	15
MIR8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371951	0	0	0	0	0	0	0	3	0	2	2	1	2	0	2	0	2	4	2	1	0	1	0	0	2	0
USP14	1789	1408	1491	662	1765	1420	3325	3546	5392	5086	5082	5225	4517	0	2100	2093	1861	2251	1439	1340	1598	1630	1580	1482	1359	1296
THOC1	430	183	412	174	358	272	1018	1070	860	731	883	915	794	0	354	513	326	489	544	432	193	298	427	378	270	295
COLEC12	14	8	20	9	18	12	1948	2307	6077	5314	6028	6808	5359	0	1832	1958	1901	1987	301	344	228	227	120	125	26	39
LOC107985155	1	1	2	2	2	2	481	540	439	356	504	430	461	1	112	141	97	213	51	75	39	65	32	19	13	10
LINC01925	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUL1	14	2	5	3	3	1	6	15	15	11	17	11	16	0	1	4	2	7	9	8	2	1	6	7	0	4
LOC105371952	44	6	1	5	10	8	24	18	21	41	43	30	40	0	3	10	11	7	13	13	2	1	12	14	8	6
TYMSOS	42	26	10	5	19	19	7	5	15	9	19	20	17	0	1	7	6	1	3	7	0	0	2	5	8	2
TYMS	90	52	58	24	50	33	170	211	181	143	178	200	152	0	192	216	181	178	69	59	17	30	89	78	46	64
ENOSF1	400	109	199	100	174	148	879	993	485	407	444	464	359	0	582	601	657	673	484	469	122	181	468	472	236	259
YES1	2282	697	1466	790	1690	1305	3416	3803	2639	2219	2018	1909	1860	0	451	569	691	1128	861	978	553	862	591	610	660	615
LOC124904340	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADCYAP1	0	0	0	0	1	0	3	0	7	2	8	3	7	0	0	1	2	0	1	2	0	1	0	0	1	0
LINC01904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC107985165	2	0	1	2	2	3	7	9	7	8	9	4	9	0	0	1	1	1	2	0	0	4	1	0	0	0
LOC105371953	88	14	34	8	26	31	345	397	268	171	256	269	230	0	10	22	34	43	53	58	29	53	44	47	50	52
LINC00470	7	0	2	0	0	3	33	30	19	20	21	12	19	0	3	0	2	0	11	6	2	12	3	3	8	6
LOC105371954	2	0	0	0	0	0	6	3	0	0	1	2	1	0	0	0	0	0	3	1	0	2	0	1	0	1
LOC105371960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371959	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105371958	0	0	2	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0
LOC105371957	0	0	1	0	0	0	8	9	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0
LOC105371956	1	1	6	1	3	2	9	13	2	4	2	6	2	0	0	2	3	1	2	0	0	0	0	1	0	0
LOC105371961	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	0	1	0
LOC124904235	6	3	1	0	2	0	12	12	10	4	8	13	8	0	0	2	0	2	8	4	3	15	2	3	4	7
METTL4	179	49	101	52	96	55	337	351	313	254	384	412	353	0	83	99	120	137	74	82	41	99	100	97	77	76
LOC124904380	1	0	1	0	0	0	4	6	0	5	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
NDC80	477	190	305	155	359	262	846	941	477	377	552	550	494	0	323	390	314	343	106	131	60	82	300	360	250	283
CBX3P2	8	3	4	0	3	2	8	12	21	7	9	16	9	0	5	7	12	12	16	18	10	9	8	6	7	13
SMCHD1	1667	550	989	413	1016	897	3355	3732	4229	3499	3822	3825	3438	0	902	1446	1137	1378	2344	2195	1252	1707	1959	1871	1529	1448
EMILIN2	25	22	15	8	20	20	200	226	2848	2365	1530	1511	1373	0	1197	1061	1008	968	931	829	1212	1238	814	893	1072	1139
LPIN2	303	170	193	77	188	176	723	843	1355	1215	1070	1191	978	0	1023	983	925	909	545	578	475	552	494	495	570	581
CHORDC1P4	11	4	5	3	5	8	54	38	47	65	61	61	54	0	13	20	15	21	32	18	8	16	17	19	22	24
LOC105371963	1	0	0	0	0	1	3	13	11	9	3	7	3	0	2	3	0	5	3	1	2	0	1	1	0	1
LOC124904236	5	2	8	6	2	4	53	54	39	21	33	42	33	0	13	9	20	22	15	21	9	13	10	7	15	4
LOC124900407	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM1	38	13	10	4	12	17	34	52	1422	791	348	188	320	0	127	109	43	59	4433	4102	11151	12611	8622	9367	7985	8184
MYL12A	755	580	551	268	709	611	1042	1176	4465	4539	4420	5152	3592	0	723	592	916	805	668	697	1689	2096	1227	1471	1209	1280
MYL12-AS1	5	1	5	0	3	1	9	10	20	24	20	20	19	0	8	10	6	4	5	0	8	7	8	5	2	14
MYL12B	832	432	508	252	684	545	885	990	3519	3386	4620	5756	3975	0	707	483	795	779	551	629	1191	1736	978	1181	1089	1106
LINC01895	1	0	0	0	0	0	0	0	8	5	2	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0
TGIF1	1024	713	774	404	990	736	1610	1746	1604	1570	1526	1575	1390	0	679	623	1111	1087	204	251	236	281	110	129	144	144
LOC124904237	3	0	0	3	1	1	2	2	2	3	3	10	3	0	6	2	1	3	0	0	2	6	2	0	2	1
LOC105371965	4	5	6	2	2	3	16	15	19	41	26	25	24	0	4	4	14	12	2	3	1	1	2	5	1	3
GAPLINC	2	0	2	3	3	4	5	4	0	5	3	2	3	0	3	2	1	1	0	0	1	0	0	0	1	0
DLGAP1	316	180	175	103	252	169	169	160	26	22	25	25	23	0	44	58	39	51	55	45	107	97	22	20	44	43
LOC124904373	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP1-AS1	16	8	4	1	9	12	33	27	45	64	85	70	78	0	14	16	32	35	9	20	27	19	20	15	25	23
DLGAP1-AS2	52	51	48	14	55	44	235	254	102	75	95	109	83	0	38	41	115	118	22	21	22	22	9	5	16	9
LOC105371967	5	3	0	2	6	8	18	15	11	2	11	16	11	0	1	3	5	2	2	1	5	3	0	0	3	1
LOC124904368	1	1	4	2	0	0	2	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	2	1
LOC124904238	9	4	6	1	3	3	6	5	2	0	0	2	0	0	0	2	0	0	1	1	4	3	0	1	1	2
DLGAP1-AS3	2	0	2	2	1	2	8	7	0	0	0	0	0	0	1	0	4	0	1	0	2	3	1	0	2	1
MIR6718	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLGAP1-AS4	2	4	8	4	3	9	14	13	1	0	0	0	0	0	3	1	0	2	1	0	4	1	2	0	2	1
LOC124904239	38	20	35	21	28	18	144	140	12	7	2	6	2	0	1	4	8	6	11	8	5	33	2	5	9	12
DLGAP1-AS5	33	13	19	11	16	19	58	75	5	5	5	9	4	0	1	3	7	10	11	3	13	19	7	4	5	10
LOC105371968	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAIN1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1
LOC124904341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LINC00526	29	8	7	1	11	8	29	25	17	24	21	28	19	0	22	17	20	11	24	13	4	6	21	21	12	15
LINC00667	125	113	113	47	190	116	381	458	590	463	549	572	505	0	306	312	283	307	310	294	216	289	320	369	367	353
ZBTB14	333	214	307	129	262	237	544	568	435	370	394	355	361	0	397	339	351	396	276	285	189	200	188	182	173	164
LOC107985144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	6	7	6	2	4	3	3	1
LOC105371970	0	0	0	0	0	0	0	2	5	3	8	8	8	0	0	1	1	1	40	40	22	34	12	16	36	24
EPB41L3	231	128	84	72	151	152	1473	1608	2072	1712	2129	2244	1877	0	1268	1502	821	976	3118	3048	3183	3850	2861	3054	3948	4307
LOC107985145	3	0	0	0	1	2	67	68	29	24	33	24	31	0	11	23	6	17	122	110	69	143	70	78	122	111
MIR3976HG	15	2	10	8	6	11	37	56	25	18	40	29	36	0	6	7	14	20	151	158	37	40	84	81	87	74
MIR3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200C	43	39	32	14	40	39	49	55	96	110	116	98	102	0	121	96	151	123	186	210	125	152	191	198	186	211
LOC121725015	1	1	1	1	0	1	5	1	5	0	0	1	0	0	7	7	2	2	136	126	10	7	47	68	45	45
L3MBTL4	24	23	25	11	29	28	27	34	15	13	14	22	14	0	4	12	9	7	462	406	69	181	615	627	589	513
L3MBTL4-AS1	2	1	1	2	1	2	1	4	0	1	5	0	4	0	0	0	0	1	35	13	4	6	38	42	48	36
LOC124904240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	2	0
LINC01387	0	0	0	1	0	0	5	4	0	6	14	15	13	0	3	4	3	4	5	1	1	1	1	0	1	4
LOC105371972	0	0	0	2	1	0	59	67	29	36	241	329	207	0	69	72	52	38	12	17	21	34	10	9	21	26
LOC107985176	0	0	0	0	0	0	12	7	3	0	10	8	8	0	1	0	0	0	0	1	0	2	0	0	1	0
ARHGAP28-AS1	1	0	0	2	1	1	2	1	1	0	5	0	4	0	3	2	3	0	2	3	0	0	3	0	0	1
ARHGAP28	187	78	181	80	175	195	1627	1715	907	914	1347	1768	1211	0	370	471	481	585	511	577	275	365	262	257	366	331
LINC00668	1	1	0	0	2	0	1	1	5	0	4	6	4	0	2	3	3	2	0	0	1	0	0	0	0	0
LAMA1	1369	746	510	285	894	729	2570	2704	12958	10970	11635	12103	10381	0	16957	15283	14952	14705	1265	1468	1239	1196	123	130	371	379
LOC101927188	2	1	1	2	1	1	19	29	69	46	59	60	49	0	70	105	87	116	5	8	9	8	0	0	4	4
LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371974	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124900409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112577592	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC105371976	0	0	0	0	0	0	1	0	8	12	0	3	0	0	0	0	0	2	1	5	1	0	7	2	2	1
PTPRM	100	30	61	28	55	36	720	779	4231	3239	3347	3310	3035	0	1147	1146	1285	1439	1199	1309	962	1015	1083	1039	606	565
LOC124904242	4	2	0	0	0	0	20	15	36	31	42	34	39	0	3	7	10	13	16	7	1	14	13	9	8	12
LOC124904381	2	0	0	1	0	0	7	10	18	7	16	7	16	0	2	2	1	8	9	6	2	11	4	5	8	4
LOC107985119	1	0	1	0	0	0	18	19	25	15	34	35	30	0	2	10	15	8	15	16	9	16	15	10	13	10
LOC100192426	1	0	1	0	1	0	13	5	17	17	21	15	16	0	2	3	2	12	9	8	4	8	9	9	7	4
LOC124904241	5	1	1	0	1	1	33	34	81	102	80	98	70	0	33	32	33	73	31	47	18	37	42	36	29	15
RAB12	853	668	490	281	822	728	1210	1345	1982	1573	2144	2399	1938	0	1078	1126	772	936	1276	1316	1113	1206	1204	1353	1194	1215
GACAT2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCL1	305	214	263	109	276	236	670	675	452	524	478	531	436	0	91	80	104	141	105	95	151	185	140	135	70	73
LOC124904243	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NDUFV2	571	382	461	230	555	392	901	946	1049	894	905	898	813	0	564	498	531	508	611	615	418	613	706	788	756	767
NDUFV2-AS1	4	3	6	8	11	4	28	25	25	21	15	27	17	0	5	6	7	8	19	20	6	7	9	18	12	8
ANKRD12	769	185	536	268	517	376	1326	1313	1163	860	1273	1346	1119	0	467	633	550	568	1162	1130	829	1105	973	976	765	723
LOC124904369	0	0	0	0	0	0	1	3	0	0	3	1	2	0	0	0	0	0	0	3	0	4	1	1	1	0
TWSG1-DT	20	8	16	12	21	25	47	45	83	46	59	62	53	0	9	12	23	17	21	12	17	26	19	16	24	10
TWSG1	401	170	332	117	277	249	2180	2413	3592	3017	2922	3214	2620	0	474	565	481	657	547	571	410	537	414	448	435	440
LOC105371980	0	0	0	0	0	0	1	2	1	5	1	2	1	0	0	0	0	1	2	0	1	3	2	0	2	4
RALBP1	656	445	480	195	581	452	827	914	1239	1048	1441	1505	1287	0	441	448	489	489	355	397	402	337	342	349	381	384
PPP4R1	554	393	515	208	530	417	1706	1877	3101	2413	2672	2906	2416	0	1284	1166	1378	1374	618	623	610	766	856	909	760	785
PPP4R1-AS1	0	0	0	0	0	2	1	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	2	0	1
LINC02856	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	1
LOC124904244	1	0	1	0	2	0	7	12	20	24	35	31	28	0	7	7	5	7	4	2	4	11	8	5	5	6
RAB31	225	263	338	106	382	258	1431	1664	3620	3251	4380	5048	3982	0	1179	931	1156	1049	642	682	1144	1335	494	618	575	504
LOC105371981	2	2	5	0	4	1	10	13	34	33	37	35	33	0	13	21	11	23	14	17	14	14	5	8	4	3
TXNDC2	2	2	2	1	4	0	9	5	17	12	14	6	13	0	6	3	4	7	3	0	1	4	0	1	4	3
LOC105371982	0	0	0	0	0	0	0	0	2	2	1	1	1	0	3	0	0	1	0	0	0	1	0	0	0	0
LOC124904245	0	0	2	1	2	0	3	3	2	8	8	3	7	0	11	7	7	1	2	1	1	0	0	1	2	1
VAPA	1017	654	748	342	859	741	1770	1942	2839	2726	2832	3052	2507	0	1600	2277	1670	1898	1315	1393	1577	1338	1158	1204	1115	986
LOC124904246	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0
LOC105371983	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371984	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904247	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	1
LOC105371985	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
LOC105371986	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LOC105371989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124904370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105371988	1	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
APCDD1	25	23	25	12	18	15	457	577	85	70	131	112	109	0	79	81	49	36	101	145	35	31	261	288	599	704
NAPG	532	191	308	146	295	273	832	934	1272	1088	1548	1661	1402	0	386	348	395	455	550	575	375	547	454	448	458	440
LOC124904248	0	0	2	0	1	0	0	2	1	1	3	0	2	0	0	1	0	0	0	0	0	0	4	0	1	2
LINC01887	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
LOC107987262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927410	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
PIEZO2	319	176	135	119	214	234	442	436	48	41	64	61	62	0	57	51	47	54	43	50	36	34	43	49	13	17
MIR6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904249	160	44	36	35	52	64	98	111	10	11	8	16	8	0	6	6	13	8	5	15	5	9	4	4	5	0
LOC105371993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC107985173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124904250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
