	day30_rep1_gfp_oe	day30_rep1_control	day30_rep1_epi	day30_rep2_gfp_oe	day30_rep1_hey2	day30_rep2_hey2_ge	day30_rep2_hey2	day30_rep1_hey2_ge	day30_rep2_hey2_oe	day30_rep1_hey2_oe	day30_rep1_tbx5	day30_rep3_tbx5_ge	day30_rep2_tbx5	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe	day30_rep1_nr2f_ge	day30_rep2_nr2f_ge	day30_rep1_nr2f	day30_rep2_nr2f	day30_rep3_nr2f_ge	day30_rep4_nr2f_ge	day30_rep1_nr2f_oe
CSPG4	842	1580	4883	1392	1459	873	2528	750	1357	593	2143	619	3976	1444	1719	661	1968	700	1692	1347	2004	1409	1703	795
ODF3L1	1	26	56	56	15	3	22	6	20	0	106	20	51	55	35	3	59	116	70	8	40	15	23	2
DNM1P35	8	0	44	22	9	8	25	10	5	6	17	14	7	19	12	10	13	30	15	1	13	12	13	10
LOC101929408	0	0	0	0	1	0	0	2	0	1	1	0	1	0	0	0	1	5	2	0	0	0	0	0
MIR4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6EP	1	0	0	0	0	0	0	1	3	1	0	2	0	0	3	2	0	0	0	0	0	0	0	1
UBE2Q2	2130	998	1887	2036	2035	959	1590	1045	2021	2290	2030	1031	1952	1264	1418	2342	2424	523	1305	1576	1725	1353	925	1822
FBXO22	3593	454	1551	3103	1460	1160	1068	1069	3684	2950	1524	2682	1502	924	1585	3058	3063	345	977	1155	1596	1086	512	3297
NRG4	7	20	39	19	13	3	42	11	40	9	101	8	23	35	11	8	45	9	63	6	10	8	3	10
TMEM266	9	2	29	7	22	8	45	19	10	13	30	5	18	17	5	8	12	17	20	5	14	8	12	10
LOC124903531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101929439	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	1	2	0	0	2	0	0
ETFA	5423	2087	4324	5362	6162	3823	4605	4257	6189	5266	3632	3734	4789	2322	2763	5641	5684	1949	2751	5006	5499	4108	2369	4047
TYRO3P	2	0	2	0	2	1	1	0	0	1	2	2	0	0	2	0	1	0	1	0	0	0	0	0
ISL2	4	3	8	2	14	1	7	4	4	6	50	47	33	10	7	6	3	0	24	7	31	2	0	6
LOC124903532	2	0	1	0	0	2	1	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2
SCAPER	910	414	874	866	694	542	746	534	1036	950	521	391	558	418	302	1122	921	142	414	772	656	454	514	980
MIR3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCN2	2505	694	2673	2186	2630	1448	2140	1532	2194	1936	2861	2640	2371	1854	2360	2404	2613	1246	2653	1988	2215	1961	969	3001
LOC105370904	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	2	0	2	0	5	2	0	1
PSTPIP1	5	8	15	3	4	0	3	2	8	5	19	2	16	4	6	2	10	9	10	7	4	3	1	2
TSPAN3	7401	4118	10965	8086	8117	4444	8970	5351	8802	7138	11264	3777	9020	8645	4578	8152	9132	3113	10676	6296	8844	6224	3210	7334
PEAK1	3256	1645	5260	6151	3645	1673	4227	1654	6468	4287	5155	3859	4936	3566	2113	4805	7559	290	3310	5169	3416	1562	1248	5440
LINC00597	1	2	4	7	1	1	0	3	2	2	0	5	1	0	2	5	0	4	1	0	6	2	1	5
HMG20A	1675	721	2204	2027	1914	1062	1688	1058	2193	1822	1655	1558	1933	1192	1084	1916	2303	391	1310	1193	1458	1175	688	2015
LOC101929457	5	8	21	8	1	0	9	7	15	11	46	6	22	14	7	5	10	5	19	9	33	5	10	6
LOC105370906	0	22	41	9	11	0	19	1	11	4	27	0	37	64	5	2	18	63	41	2	29	8	1	2
LINGO1	357	898	2089	312	669	426	1751	436	413	296	429	311	573	376	163	370	445	953	969	766	641	780	1066	448
LINGO1-AS1	0	4	37	2	4	1	8	1	1	0	0	0	1	3	2	0	5	7	0	0	2	1	6	1
LINGO1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
GOLGA6FP	1	1	8	0	0	3	2	0	0	2	3	5	4	0	2	2	0	0	0	2	4	0	0	2
LOC124903533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMMD4P1	0	0	2	1	1	1	0	0	0	0	0	4	5	0	0	1	0	2	0	1	2	1	1	1
LOC91450	1	1	13	7	2	3	4	3	0	0	5	5	9	6	5	0	3	7	1	1	4	3	5	2
TBC1D2B	339	777	2356	1535	1450	629	1328	784	1246	343	1452	638	2117	1796	946	409	1984	469	1696	631	1147	1255	596	533
SH2D7	15	7	16	7	11	22	19	10	7	23	6	8	11	4	3	20	17	2	6	15	14	7	10	12
CIB2	1200	1624	1576	1098	1221	971	1703	1408	1361	1248	528	403	1570	491	361	1141	1056	1174	421	1326	1799	1468	1414	795
LOC124903534	33	29	48	31	22	21	37	21	29	28	15	17	35	9	12	33	33	3	17	26	27	23	20	31
IDH3A	2166	807	1160	2376	1603	2098	1168	1590	3296	1781	961	1351	1352	533	629	2231	2181	152	407	2344	2223	1238	783	1833
ACSBG1	10	3	15	9	4	9	17	6	5	14	1	8	8	1	9	20	5	6	3	9	7	2	8	26
DNAJA4-DT	2	0	0	0	0	1	0	1	2	4	0	1	0	1	0	0	0	0	0	0	0	1	0	2
DNAJA4	469	57	52	157	68	110	39	90	268	164	21	93	41	4	29	216	155	38	14	78	73	111	179	419
LOC105370910	53	25	33	31	49	38	61	35	50	53	10	69	35	23	31	59	38	21	18	27	28	28	43	54
SKIC8	1278	541	1134	1204	1088	899	1094	844	1358	1047	1174	811	1105	849	724	1202	1225	552	814	686	944	906	422	1101
CRABP1	5669	71	937	171	11	11	30	4	137	2658	38	9	116	133	20	3251	159	820	1059	197	544	20	11	6173
LOC105370912	4	3	28	3	0	6	0	0	3	3	11	6	2	7	1	3	1	0	8	0	17	0	0	3
IREB2	2818	1236	3989	3707	3074	1995	2684	1941	4029	3505	3519	3643	2646	1859	2935	3749	4308	614	2364	3023	2343	2015	1500	4363
HYKK	25	26	77	61	119	57	150	69	66	40	115	16	113	70	13	36	67	42	48	46	55	51	30	57
PSMA4	4963	1098	3601	4051	3640	2838	3120	2492	4441	4308	2545	3182	3373	1808	3243	4548	4217	1825	2115	2468	2556	2958	815	4417
CHRNA5	135	30	163	121	210	181	332	111	161	101	69	94	135	31	82	127	154	21	70	93	103	124	81	187
CHRNA3	224	296	536	745	183	153	301	119	710	276	273	56	271	80	132	314	842	254	269	556	906	78	178	208
CHRNB4	17	49	44	23	4	3	17	9	36	15	11	23	14	8	10	20	33	54	42	23	41	11	32	30
LOC105370913	0	0	0	0	0	4	0	0	1	0	0	6	0	0	0	2	1	1	0	0	0	0	0	1
LOC646938	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	2	0	1	1	0	1	0	0
LOC112268143	3	1	2	0	0	0	1	0	0	1	10	7	8	11	5	1	3	1	1	0	0	0	2	2
ADAMTS7	670	676	4272	982	2302	906	4926	1383	1058	441	4545	418	6466	3009	1724	633	1702	2294	3679	903	2172	1831	1338	782
TRK-CTT1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
LOC124903535	2	0	4	2	3	1	4	3	3	6	0	4	0	4	1	4	1	4	2	2	0	1	0	5
MORF4L1	15309	5299	15540	16020	15816	10158	12916	11112	16491	16260	13648	18267	15374	9926	13101	16988	17120	6277	10028	12779	13671	11450	5371	16209
CTSH	185	340	1213	651	429	176	620	275	666	183	1497	809	859	926	1258	270	788	362	2249	271	904	212	244	225
RASGRF1	7	2	11	1	4	17	0	7	10	25	14	21	6	6	14	19	7	2	13	6	14	7	8	39
LOC100129540	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
LOC105370917	1	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34C-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34C	12	23	20	10	1	2	0	7	25	27	4	8	4	0	3	14	24	1	4	29	42	5	1	15
TMED3	1217	1339	2917	2115	2677	2008	2733	2592	2236	1016	4776	3948	4836	3508	3151	943	2511	2752	4489	1874	4232	2957	1272	1139
MINAR1	53	28	158	64	281	73	158	125	52	69	284	187	192	63	193	74	97	34	138	79	94	79	38	105
LOC105370918	2	1	11	5	18	5	6	9	3	6	19	6	7	5	20	4	8	0	10	6	6	8	7	14
LOC105370919	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
TRC-GCA5-1	2	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903536	15	26	50	14	48	49	37	22	27	22	22	21	28	13	17	22	26	2	10	34	20	17	20	19
ST20-MTHFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFS	66	13	22	49	20	20	15	21	55	47	12	37	15	9	15	30	37	16	26	30	19	34	16	19
ST20	33	5	8	10	16	26	23	12	11	16	3	23	17	8	19	19	10	19	8	8	4	20	9	11
ST20-AS1	220	126	219	217	469	346	675	363	232	157	360	326	595	162	259	159	221	231	258	221	253	363	278	194
BCL2A1	8	0	31	8	376	36	828	30	11	3	71	2	738	22	19	2	19	193	71	2	9	171	33	2
ZFAND6	2831	1139	2739	2945	3306	1425	2825	1993	3038	3105	2388	2505	2889	1591	1660	3326	3013	881	1488	2349	2324	2102	1078	2655
FAH	314	294	1118	555	508	348	649	412	594	296	655	335	616	541	342	251	629	706	791	336	553	482	263	248
CTXND1	8	4	17	9	130	26	56	54	13	10	14	11	101	7	2	21	19	45	32	11	13	17	47	16
LINC00927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT2-DT	30	26	54	29	50	27	96	32	24	28	29	10	52	21	9	44	23	23	41	24	19	33	25	31
ARNT2	1323	372	1250	1238	1852	645	1968	867	1518	1175	1227	498	1448	755	902	1342	1546	190	840	835	1017	979	541	1801
LOC124903537	1	0	5	7	6	6	8	7	13	3	7	4	6	2	5	6	9	2	6	4	1	1	0	11
LOC101929586	1	0	0	0	1	1	2	0	1	0	0	0	2	0	0	2	1	0	0	1	0	1	0	1
LOC124903538	4	0	7	6	10	7	8	2	3	9	0	6	13	2	5	6	8	0	2	6	4	2	3	11
MIR5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17C	338	117	363	250	567	228	524	306	319	302	451	217	535	196	372	311	279	151	314	232	328	370	237	388
CEMIP	1992	251	1469	2341	5998	1916	3622	1876	3803	1019	8740	398	13293	9643	2303	1434	3039	178	1956	2000	2562	1829	1298	3525
LOC124903539	1	2	1	1	1	1	1	0	2	1	0	1	3	0	1	2	5	1	0	0	5	1	10	5
MIR549A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MESD	1623	805	2506	1554	1989	1942	1999	1683	1734	1327	1911	3926	2493	1441	2943	1391	1743	1044	1716	1681	2133	1913	915	1503
MIR4514	1	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
TLNRD1	1470	1327	3077	1257	4371	2466	3126	3598	1828	1050	2537	3777	4668	1176	3627	988	1423	1672	1678	4156	4571	3696	1496	1253
LOC128071545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903540	0	0	2	0	0	3	0	1	1	1	2	0	2	0	0	0	1	0	0	0	0	1	0	2
CFAP161	0	0	4	0	0	0	0	0	1	2	1	1	1	0	0	3	0	0	1	0	3	0	0	3
IL16	9	31	8	24	5	8	12	0	15	10	22	27	24	18	3	7	22	4	5	0	4	3	1	19
STARD5	10	23	37	53	59	12	75	12	63	4	81	67	191	170	14	5	67	52	59	8	40	46	13	17
TMC3-AS1	2	7	17	4	10	4	16	2	7	1	14	18	14	18	3	1	10	13	13	2	0	3	0	2
TMC3	1	9	24	12	69	4	53	17	6	5	74	34	197	23	14	2	6	17	19	10	29	14	16	6
LOC102723985	23	18	90	38	119	79	162	34	24	20	64	17	73	41	24	25	50	49	30	45	21	45	81	26
LOC105370921	0	0	3	1	4	1	9	1	1	2	0	4	23	8	0	0	0	6	3	1	0	1	0	4
LOC124903541	3	0	13	3	27	13	19	3	1	6	7	4	18	8	7	0	3	1	4	11	2	7	9	13
LINC01418	7	7	29	10	48	16	58	14	5	5	32	12	52	18	22	8	13	6	13	14	3	12	12	9
LOC105370922	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	2	0	3	4	0
LOC105370923	1	0	2	1	1	6	2	0	1	3	1	1	0	0	1	4	0	0	0	0	1	0	4	1
MEX3B	1192	475	1292	1155	2906	844	2290	959	1360	701	2490	768	6268	3766	1000	758	1325	525	1615	745	1483	1954	877	1360
LINC01583	0	0	0	0	3	2	2	0	0	0	1	1	0	0	1	0	0	2	1	0	2	2	3	1
LOC105370924	1	0	0	0	4	0	0	1	0	1	2	2	2	0	0	0	0	0	2	0	3	0	0	1
EFL1	1061	493	967	906	862	545	747	518	1178	1011	618	1175	832	574	588	1178	1002	301	402	751	787	563	482	978
SAXO2	62	94	124	66	44	43	97	40	65	66	46	17	68	30	19	78	83	28	44	51	104	50	63	56
ADAMTS7P1	1	3	12	2	4	4	17	3	2	1	5	2	11	4	3	4	2	5	0	3	4	7	16	1
GOLGA6L10	61	32	97	51	58	33	76	53	44	48	94	48	78	50	44	64	75	11	36	55	58	36	34	72
UBE2Q2P2	109	61	176	76	149	56	182	71	82	106	133	41	150	82	55	129	94	21	74	102	119	75	68	159
GOLGA6L9	334	177	712	293	537	264	573	227	287	344	396	154	492	264	184	434	381	24	253	409	347	240	219	499
LOC102724034	1	2	3	1	1	0	2	0	3	1	3	0	1	3	0	2	3	1	0	1	0	0	0	2
GOLGA2P10	346	674	1419	349	1197	511	1997	781	420	358	1420	581	2470	1066	645	360	438	390	743	645	975	648	658	463
LOC105370926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA6L17P	1	3	11	1	2	4	6	6	4	5	3	6	2	3	3	1	4	0	2	4	6	4	1	1
RPS17	22721	9058	17253	16775	14070	11848	18293	11015	18292	17942	13789	16159	19813	15437	12633	18785	16367	14176	12632	8111	14181	12242	5306	14937
CPEB1	57	64	164	114	38	30	104	38	122	59	219	162	151	155	22	45	125	60	112	75	86	32	43	79
CPEB1-AS1	1	1	0	2	0	0	0	0	1	0	1	2	2	0	1	0	2	0	2	1	0	1	1	1
AP3B2	266	52	48	36	33	33	53	21	51	192	39	105	42	14	11	305	43	6	126	20	54	17	33	482
LOC338963	2	1	3	0	0	1	1	0	0	0	0	1	0	0	0	2	1	1	1	0	1	0	0	0
ACTG1P17	2	0	15	7	4	8	22	7	10	3	12	1	11	5	7	8	15	17	6	6	5	5	10	4
SNHG21	64	46	67	35	61	50	67	45	50	48	56	113	49	49	68	83	61	23	62	25	62	59	30	60
FSD2	2010	1883	1500	2806	2213	1089	1967	1509	3065	2683	1172	129	1374	808	79	3133	2678	138	204	2172	1459	726	618	1617
SCARNA15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHAMM	1503	392	675	1330	649	435	591	527	1779	967	592	3429	600	601	569	1006	1342	209	600	614	641	567	269	1327
HOMER2	799	376	692	543	702	983	722	546	617	757	327	225	509	353	261	876	652	164	276	628	538	781	447	814
LOC105370928	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
RAMAC	242	52	136	141	88	128	103	140	166	191	86	339	120	78	141	196	138	74	116	97	91	170	44	183
C15orf40	799	336	849	670	655	590	881	428	705	631	472	560	597	364	506	698	716	328	378	447	539	404	386	618
LOC124903542	17	9	40	14	45	20	30	15	18	22	29	2	27	21	12	23	24	4	25	37	26	11	8	37
BTBD1	6548	2451	4184	5705	4869	3080	3658	3403	6628	5826	3930	3203	3950	2244	2255	6853	6064	752	2421	4441	4242	3395	2103	5086
MIR4515	0	4	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LOC124903543	61	27	30	36	30	17	39	16	27	39	14	31	21	6	1	61	38	2	6	12	13	9	14	84
TM6SF1	33	36	77	37	69	30	85	28	40	32	9	26	39	10	9	27	43	6	28	24	25	45	10	27
HDGFL3	3487	1212	3478	3129	3440	2386	3225	2569	3235	3246	1642	2514	3201	1287	2452	3585	3336	888	1912	2490	1976	4355	1924	3682
BNC1	16	242	2391	861	175	274	1218	461	1015	6	1632	1530	157	1545	2713	19	1029	117	2684	169	205	223	160	21
LOC105370932	0	0	1	0	0	1	0	0	0	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0
LOC105370933	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370934	1	0	4	1	0	4	1	0	0	1	0	1	0	0	2	2	1	0	2	0	0	2	0	0
SH3GL3	1530	308	1354	1185	1126	817	675	870	1389	1998	1399	305	815	1004	889	2057	1259	298	671	2330	1825	1314	475	1636
ADAMTSL3	22	37	248	71	331	296	415	218	64	29	255	18	356	61	165	37	106	74	176	50	114	336	170	61
LOC105370935	3	0	2	2	3	9	4	1	1	1	3	8	4	3	5	1	2	3	0	2	0	0	4	3
EFL1P1	1	2	24	9	3	2	1	2	10	6	2	2	12	0	1	7	9	0	2	18	6	6	0	12
DNM1P41	6	24	25	8	9	8	10	10	5	6	2	3	7	5	3	9	3	0	13	7	7	3	29	2
LOC124903544	2	3	6	3	4	1	3	1	0	0	2	2	1	0	1	1	0	5	0	0	1	3	2	1
UBE2Q2P16	7	16	24	8	5	1	14	1	7	7	2	0	7	4	4	6	9	3	7	1	5	5	2	2
LOC440300	2	27	41	5	16	2	24	3	3	3	11	5	22	10	10	4	5	3	13	7	17	10	10	5
GOLGA2P7	44	103	284	50	184	67	362	118	55	37	66	22	112	34	25	44	65	78	89	97	143	111	86	49
LOC105376724	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0
GOLGA6L4	18	24	43	18	31	19	25	17	28	21	32	22	28	20	18	13	28	1	18	29	15	17	12	16
LOC105370936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376722	16	72	117	38	24	10	52	6	49	19	41	23	86	39	15	21	39	11	25	27	30	21	24	14
LOC103171574	2	10	6	3	1	0	9	2	2	0	1	6	11	2	2	1	1	0	5	3	2	0	1	3
LOC102724117	0	3	0	1	0	1	0	2	2	0	0	1	2	1	1	0	1	0	1	0	1	2	1	0
LOC102724135	78	152	377	63	253	78	452	207	99	99	117	72	236	97	60	100	100	55	99	145	200	133	198	93
LOC105370946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L5P	12	20	63	28	52	26	48	26	41	19	50	33	34	14	22	20	50	0	16	48	35	27	29	24
UBE2Q2P1	97	37	134	89	46	19	69	34	83	90	70	46	74	56	46	82	115	25	41	99	54	53	29	79
LINC00933	4	8	13	8	5	5	8	5	11	12	2	10	5	4	5	8	9	1	2	3	7	0	1	3
ZSCAN2	507	276	598	445	686	382	677	439	542	564	551	302	600	302	366	524	512	324	401	326	513	528	352	489
LOC105370947	3	0	3	2	4	1	8	3	1	1	10	2	9	3	9	4	2	0	2	2	1	3	5	3
SCAND2P	122	133	174	115	148	126	278	105	141	104	124	151	141	96	62	126	99	27	89	75	109	93	107	133
WDR73	1139	554	1273	909	1244	1119	1313	889	1222	1050	903	1020	1100	585	709	1015	1045	541	763	921	993	891	518	1193
NMB	89	63	113	77	67	325	232	121	112	87	130	151	259	109	172	67	86	197	126	60	140	195	351	48
SEC11A	3183	831	4050	3245	3633	2474	3974	2877	3439	2668	3321	4234	4410	2966	3563	2851	3706	1703	2702	1899	3007	2977	915	2612
ZNF592	1977	1591	2998	2284	2775	1780	2661	1994	2639	1868	2104	2204	2774	1416	2043	1903	2387	647	1538	2265	2695	1826	1362	2248
ALPK3	11256	11084	10835	15284	479	336	485	730	19971	13061	6068	3950	10314	2675	3733	15389	16433	435	1694	23951	19349	4397	4215	10755
SLC28A1	35	50	33	50	2	4	11	6	51	35	27	15	40	15	8	46	58	2	10	34	45	3	2	17
PDE8A	679	354	911	725	935	385	1059	369	817	520	818	572	879	644	615	605	907	150	535	419	499	587	390	701
LOC124903545	0	0	2	2	0	1	1	1	0	0	3	0	0	0	1	1	0	1	1	0	0	2	2	0
LOC727751	65	101	283	62	188	89	421	133	62	67	193	82	356	124	100	51	88	133	80	101	152	100	108	65
LOC101929479	27	42	69	34	79	43	87	36	37	29	28	9	35	19	9	41	45	13	26	41	60	31	52	49
LOC105370948	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L3P	5	1	7	3	3	7	5	8	2	13	2	3	7	2	0	11	6	1	2	4	7	3	1	5
MIR7706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP13	6654	4194	6644	7978	5486	3230	4632	3371	9813	10087	4348	1775	4479	2209	3691	11211	9552	727	2120	9213	5246	3582	1989	8249
LOC124903546	2	0	1	2	0	0	1	0	0	0	2	0	0	0	0	4	2	0	0	3	0	1	0	0
LINC02883	7	0	10	4	10	9	3	1	7	7	7	4	1	2	4	15	2	1	8	11	4	4	0	14
KLHL25	1096	1063	1044	828	1063	735	1088	709	1019	1074	707	565	966	442	560	1084	752	398	530	872	921	901	647	1015
MIR1276	0	0	4	1	1	0	2	1	0	1	1	0	2	2	0	1	1	0	4	3	8	1	3	0
MIR548AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370952	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105370953	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4
AGBL1	1	1	4	1	0	5	2	2	5	8	4	6	5	2	6	0	1	21	0	3	4	1	0	5
LINC01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0
LOC105370954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370955	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC107984735	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105370956	2	3	3	1	0	1	0	1	6	4	1	2	1	2	0	5	3	2	0	3	2	2	0	3
LOC102724465	0	0	0	0	0	0	0	0	3	2	1	0	1	0	0	2	1	1	0	2	0	1	0	3
LINC00052	5	0	1	4	0	0	1	1	3	10	0	1	0	0	0	2	0	0	1	1	1	0	0	11
LOC124903579	0	0	1	0	1	1	0	0	3	3	0	0	0	0	1	0	1	2	0	0	1	0	0	1
LOC124903580	0	0	4	0	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0
NTRK3	197	41	451	161	94	26	96	15	106	129	161	23	326	11	24	197	149	24	170	110	118	50	19	398
MIR11181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3-AS1	0	0	0	2	0	2	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LOC105370957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370958	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL46	1413	339	494	1001	803	710	664	792	1413	1112	448	1312	657	357	457	1117	937	360	379	916	935	685	247	1033
MRPS11	2296	813	1442	1617	1856	1917	1719	1815	2031	1892	1255	1946	1710	958	1030	2038	1611	1269	1036	1810	1900	1721	683	1600
DET1	388	188	445	289	344	254	331	243	324	390	220	136	278	188	143	414	338	189	229	213	347	241	175	391
LOC124903547	1	0	1	1	1	0	0	1	3	0	1	2	2	0	1	0	2	4	2	0	0	1	4	0
LINC01586	5	0	4	1	0	2	0	1	3	5	2	0	1	3	2	5	2	1	1	1	1	3	0	6
AEN	6794	694	1611	6095	1864	1957	996	2005	8756	4329	2722	11311	2040	1622	3916	4016	5989	446	2024	1355	2946	2179	765	5606
MIR1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7-2	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
MIR3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISG20	72	22	33	48	21	25	29	25	99	27	37	82	59	46	107	34	47	14	42	14	24	23	8	54
LOC105370960	0	0	0	0	1	1	0	0	1	5	3	3	2	0	4	0	0	0	0	0	1	0	0	2
ACAN	16	2	7	6	7	24	6	8	9	7	31	16	52	22	92	10	9	13	18	14	16	8	8	37
HAPLN3	520	462	335	510	379	543	643	537	691	706	611	371	1035	179	680	660	521	221	333	398	903	588	517	421
MFGE8	6880	9338	9867	7181	11192	12790	18140	12532	9141	8047	16263	6275	23611	7415	9684	7837	8209	7008	7148	9325	16715	12447	12222	6015
ABHD2	965	589	2630	1454	1561	1298	1909	959	1624	1069	1521	1947	1862	846	1950	1224	1905	277	1051	1564	1302	1365	1075	1579
CARMAL	2	0	1	0	0	4	1	4	0	1	0	6	0	0	0	3	0	1	0	0	0	0	0	2
LOC124903573	2	0	1	2	3	1	2	1	5	0	1	5	3	0	2	1	2	0	1	0	1	0	5	1
RLBP1	2	1	0	0	1	0	0	0	0	0	0	2	0	1	1	0	2	1	0	2	1	0	0	0
FANCI	1001	257	1343	607	992	578	794	499	786	1159	466	373	564	262	893	1266	814	328	339	672	610	879	447	1539
LOC124903548	1	0	5	1	3	0	0	0	0	3	0	3	0	1	0	6	1	0	0	1	1	2	0	3
POLG	0	1	2	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	4	1	0	0
POLGARF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6766	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
TRR-TCG1-1	0	1	2	0	2	2	0	1	3	1	2	1	3	0	2	0	0	0	1	2	2	0	0	2
LOC124903549	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0
MIR9-3HG	608	16	58	9	2	1	0	1	15	440	1	0	1	3	2	480	7	1	301	7	65	1	0	910
MIR9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
