	BOR_1	BOR_2	BOR_3	BOR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LOC124904758	2	1	0	12	1	7	3	7	2	4	2	4	6	4	4	7	3	5	4	1
ERVV-1	0	0	2	0	1	4	0	8	0	2	3	0	3	1	3	2	0	2	1	0
ERVV-2	2	2	0	0	4	0	0	0	0	0	0	0	3	1	1	0	0	0	4	0
LOC124904762	2	2	1	4	4	6	5	9	6	5	2	7	4	2	16	13	3	5	14	0
ZNF160	915	1445	1561	3973	2267	1642	762	1698	788	1004	831	1359	1102	708	1750	1441	1039	1047	1260	497
ZNF415	99	150	133	422	782	431	273	320	237	261	207	283	343	222	517	519	287	237	365	214
ZNF347	177	201	160	644	729	484	272	398	205	259	201	256	341	194	494	418	207	259	291	163
ZNF665	11	4	21	74	39	47	26	35	17	32	30	36	30	14	35	38	25	18	29	18
LOC124904792	3	10	6	10	21	23	18	31	19	18	22	23	6	13	59	36	5	22	22	3
ZNF818P	39	26	25	157	149	101	66	86	31	59	70	88	63	91	195	110	55	78	132	29
ZNF677	217	201	205	520	891	643	329	634	388	533	400	463	552	391	872	555	465	444	618	234
VN1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
VN1R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF845	186	167	127	692	496	312	177	242	119	177	141	160	232	145	282	289	117	135	206	111
ZNF525	14	16	20	61	139	137	63	108	49	69	53	89	60	46	118	83	47	68	76	42
ZNF765-ZNF761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF765	145	202	91	625	462	328	168	153	96	157	116	117	256	145	333	309	129	129	185	112
TPM3P9	137	134	83	299	111	113	57	112	49	55	58	50	79	62	135	128	37	64	123	32
ZNF761	7	13	13	19	20	12	6	19	10	4	6	4	8	9	23	8	4	10	15	2
ZNF813	62	91	42	269	208	204	94	119	56	68	46	64	98	90	175	88	53	49	124	43
ZNF331	182	278	161	555	740	497	267	582	220	282	251	264	364	171	472	446	271	302	280	175
LOC284379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPRX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MYADM-AS1	3	4	4	7	52	61	21	43	20	26	18	27	22	18	65	38	21	26	51	12
MYADM	1579	1514	1089	2894	20867	16390	8426	13581	7656	9097	9963	3427	13569	4874	13975	16430	5831	7570	8223	5150
PRKCG	2	2	2	0	14	15	7	15	7	4	7	3	6	6	26	6	6	7	13	2
CACNG7	0	0	0	0	6	13	7	2	2	4	4	1	4	0	1	0	2	7	0	0
CACNG8	5	0	7	7	28	12	9	36	5	17	11	20	15	7	20	15	7	21	24	3
MIR935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG6	2	0	3	0	61	34	23	57	21	21	18	36	37	13	101	49	22	21	52	11
VSTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
TARM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSCAR	0	0	0	1	0	3	3	5	1	1	1	2	1	0	1	0	1	2	1	0
NDUFA3	392	306	188	462	3019	1622	924	2327	1139	1028	1105	431	1198	356	1539	1936	739	1078	829	407
TFPT	208	152	118	252	588	371	179	611	186	193	154	128	250	90	366	349	149	187	247	88
PRPF31	666	509	311	774	1668	1108	553	1409	548	596	515	367	805	351	1431	1187	438	620	652	301
PRPF31-AS1	9	7	7	19	35	17	13	40	11	16	24	15	15	13	35	17	17	45	14	10
CNOT3	350	385	314	774	1472	1070	583	1196	600	707	678	478	942	332	1262	1206	568	772	761	314
LOC102724273	11	18	12	23	29	12	7	28	13	15	15	14	13	7	30	19	18	28	18	6
LENG1	162	100	81	181	343	195	103	350	99	114	98	44	170	59	249	223	75	104	141	54
TMC4	7	3	7	5	25	24	10	12	15	9	32	13	13	7	40	26	5	27	24	8
MBOAT7	351	382	413	711	1173	950	506	753	435	482	507	353	618	275	857	810	324	514	409	169
TSEN34	483	418	359	678	1450	1163	566	1469	592	702	674	433	766	351	1414	1039	483	668	621	277
RPS9	4237	3122	3115	4945	15723	9017	4754	15382	4559	5658	5262	2971	5531	3433	12900	10140	3525	5659	6614	2173
LILRB3	13	18	3	29	28	31	10	37	22	15	14	10	13	1	5	31	13	19	6	3
LOC124904768	3	12	6	9	27	13	15	25	7	12	7	6	9	1	8	21	12	7	2	14
LOC107985279	0	3	3	5	3	10	2	0	1	1	4	1	4	0	3	3	4	7	0	4
LILRA6	1	4	2	13	41	16	19	5	7	6	13	7	10	2	8	18	5	15	2	12
LOC107987463	0	0	0	0	1	0	1	0	0	0	1	2	4	0	3	2	3	0	0	1
LILRB5	0	0	2	0	3	2	2	0	0	0	1	1	0	3	1	2	0	1	1	0
LILRB2	0	0	0	0	0	5	3	1	0	2	0	1	0	0	0	0	0	1	0	0
MIR4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA5	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LILRA4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LAIR1	0	0	0	0	0	21	8	1	1	0	0	0	0	0	0	0	1	1	0	0
TTYH1	2	1	4	9	12	38	19	12	8	13	24	6	11	8	8	8	3	22	9	7
LOC124904770	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LENG8-AS1	21	34	40	89	78	106	48	66	37	37	71	50	77	26	110	119	43	75	79	20
LENG8	1939	2004	2430	2703	7953	5891	3238	9769	4396	4983	5251	3100	4695	1898	8350	6815	4687	6389	4810	1728
LENG9	11	11	4	2	41	65	32	37	15	28	27	26	33	7	42	35	14	34	29	6
CDC42EP5	4	1	10	0	129	129	64	104	41	91	68	41	54	21	86	66	40	67	50	10
LAIR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372460	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA2	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRB1	0	0	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRB4	0	0	0	0	0	5	2	0	1	0	1	0	0	0	0	0	0	2	0	0
LILRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NLRP7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP2	1	0	3	0	1	0	2	5	0	0	0	2	0	37	75	0	0	1	45	0
GP6-AS1	39	50	107	128	281	162	83	177	89	92	72	84	146	74	181	168	105	120	114	54
GP6	2	6	16	19	12	16	7	0	5	4	10	11	18	4	8	10	7	16	8	8
RDH13	233	303	607	619	1025	717	352	701	343	388	385	323	565	287	679	696	323	401	524	216
EPS8L1	15	14	23	16	86	98	51	101	24	43	40	20	45	63	128	47	22	35	118	7
PPP1R12C	845	695	566	1172	4751	2963	1620	5293	1746	1728	1598	678	2097	755	3145	2849	1454	1680	1992	670
MIR7975	2	3	1	3	1	0	0	0	0	1	0	1	3	0	4	1	2	1	2	0
TNNT1	104	183	80	294	1753	980	463	2020	625	359	335	163	722	389	1235	810	486	375	861	237
TNNI3	2267	2986	1754	2635	46834	20584	10564	37255	13844	11990	9315	5346	19694	8523	34807	29897	11945	12397	20724	7812
DNAAF3	11	17	14	3	282	148	94	340	180	76	88	87	167	80	314	217	156	136	175	55
DNAAF3-AS1	2	11	9	6	381	215	115	394	179	89	72	91	202	82	261	200	203	115	233	59
LOC124904795	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SYT5	4	3	3	6	2	11	5	0	0	5	0	0	1	1	5	8	0	1	0	2
PTPRH	332	358	371	807	697	596	210	405	219	309	235	218	276	165	424	678	265	420	386	254
LOC124904771	10	13	4	40	39	15	9	22	11	9	14	12	14	7	31	19	15	21	11	7
TMEM86B	35	22	19	35	59	54	32	38	49	37	42	26	41	11	86	69	38	66	42	11
PPP6R1	2086	2099	1071	3533	4988	3653	1914	4741	1776	2116	1651	1281	2945	1199	4002	3779	1542	2105	2245	1021
MIR6804	1	0	1	0	2	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0
MIR6802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6803	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HSPBP1	552	444	280	598	1314	735	418	1180	426	504	427	290	680	214	1006	901	307	496	513	223
BRSK1	214	194	301	291	634	439	270	735	296	300	304	214	353	140	549	405	218	247	252	101
TMEM150B	11	4	4	0	10	11	4	16	10	10	5	2	9	0	14	6	8	11	8	3
KMT5C	94	61	150	83	512	306	214	699	226	210	180	199	276	110	505	461	195	261	242	98
COX6B2	0	2	4	3	6	14	12	3	2	4	8	4	2	3	8	4	2	6	2	0
GARIN5B	1	0	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	1	0	0
IL11	41	6	79	199	27	54	28	2	5	22	14	17	6	2	1	13	1	13	0	0
TMEM190	0	0	0	0	2	10	5	0	0	2	4	4	0	0	1	1	2	5	0	0
TMEM238	0	0	0	0	5	7	1	4	0	5	3	2	1	0	2	7	3	5	2	1
RPL28	3606	2651	2612	4547	13523	10211	5107	5677	4205	6184	6062	2900	5970	2513	9995	8197	2769	5568	5980	1853
MIR6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2S	264	232	163	359	869	707	500	1022	425	362	245	188	755	169	929	959	165	183	450	143
SNORD157	6	0	2	1	9	6	5	8	4	2	5	0	4	1	6	3	0	2	7	0
LOC105372462	2	2	1	4	2	2	2	5	3	4	1	0	5	2	6	7	2	2	8	5
SHISA7	3	0	0	0	3	15	5	29	5	1	6	4	5	0	4	8	5	8	9	2
ISOC2	492	401	194	547	1662	1014	511	1202	570	469	557	314	812	286	1146	1215	316	485	571	270
C19orf85	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZNF628	27	38	42	31	148	137	49	74	40	58	55	50	92	27	121	147	42	46	71	36
NAT14	40	17	36	34	873	607	319	881	315	302	258	226	354	149	741	531	241	268	301	119
SSC5D	2	1	8	2	81	344	260	25	25	134	133	92	110	4	13	62	8	80	12	11
SBK2	2	0	1	3	29	16	9	80	33	6	10	15	70	5	14	57	25	7	8	14
SBK3	0	0	0	0	1	0	0	1	0	0	1	1	5	0	0	0	0	0	0	0
ZNF579	155	132	171	165	411	333	198	314	146	187	137	126	243	44	290	368	100	151	189	72
FIZ1	276	270	136	604	688	528	267	442	242	274	276	139	370	119	426	520	199	273	308	116
ZNF524	6	11	9	13	169	98	39	142	54	74	53	36	90	22	103	120	49	60	69	27
ZNF865	191	195	210	197	765	506	248	611	297	329	264	234	534	130	535	664	198	276	337	171
ZNF784	60	45	37	93	617	394	207	465	207	231	277	139	332	121	473	470	164	205	266	124
ZNF581	117	100	114	172	519	393	214	378	144	189	154	172	220	96	424	298	119	209	222	72
LOC107983998	79	81	41	146	170	122	63	203	98	88	73	42	80	62	149	120	75	124	101	23
ZNF580	82	61	34	95	746	548	284	527	233	287	291	228	352	142	516	498	229	279	296	102
CCDC106	83	66	52	77	695	361	231	609	223	221	197	149	369	104	553	472	196	264	262	107
U2AF2	1020	863	624	1628	3513	2851	1525	3052	1443	1730	1745	813	1912	688	2920	2781	1142	1696	1692	654
EPN1	757	805	623	1195	3650	2844	1463	3668	1289	1498	1340	1035	2601	991	3416	3260	965	1286	1961	882
NLRP9	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	3	1	4	0	0
LOC105372465	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4A	0	1	2	0	16	26	6	30	16	25	16	5	33	3	14	35	12	12	8	18
RFPL4AL1	0	0	0	0	11	24	7	43	5	19	16	3	11	5	5	37	16	12	2	9
NLRP11	0	0	0	5	0	1	1	7	1	0	1	2	3	0	0	1	4	2	1	1
NLRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01864	0	0	0	0	4	0	0	0	1	0	0	0	1	1	2	0	0	1	0	1
ZNF787	235	225	226	342	668	463	235	571	245	292	221	167	386	124	620	654	174	225	353	121
LOC124904773	3	3	2	4	9	12	7	8	6	3	3	4	7	2	10	7	2	6	4	2
LOC124904772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ZNF444	267	293	370	342	1286	827	476	1188	467	526	491	470	700	196	833	876	388	527	499	228
GALP	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5B	1	3	2	1	6	2	0	3	0	1	0	1	2	1	0	4	0	0	3	0
ZSCAN5C	0	0	1	0	0	1	0	0	0	1	1	0	2	1	0	0	1	3	1	0
ZSCAN5A	100	100	33	249	194	114	67	149	48	75	57	50	83	46	109	133	59	45	68	37
LOC124904774	15	10	3	53	27	17	11	8	9	14	6	3	16	7	10	20	9	3	11	5
LOC124904775	0	14	5	37	29	3	2	2	3	5	8	2	18	7	13	14	4	6	8	5
EDDM13	1	2	1	0	1	1	1	2	2	2	1	0	3	0	4	0	1	0	0	0
LOC124900420	62	82	52	261	203	168	66	254	126	208	178	91	195	90	175	221	120	233	153	73
LOC105372468	1	2	0	9	2	2	0	3	3	1	1	2	2	0	0	2	4	0	1	1
ZNF542P	617	565	351	1505	2300	1299	622	954	610	769	596	454	1031	709	1436	1286	643	594	979	518
ZNF582	53	57	20	164	282	155	64	251	76	89	71	61	78	69	155	147	103	111	115	50
ZNF582-DT	42	44	36	53	210	103	63	172	80	98	59	52	92	23	98	91	79	82	56	37
ZNF583	92	104	62	299	395	203	105	159	74	118	94	100	136	101	198	208	106	120	170	68
ZNF667	160	240	164	597	1164	640	367	812	353	371	325	533	503	300	769	690	443	411	489	212
ZNF667-AS1	170	167	101	380	1167	711	339	593	372	378	369	269	510	296	739	562	397	396	561	186
LOC105372471	7	13	5	13	24	13	7	25	4	16	12	9	13	22	35	22	11	11	16	7
LOC124904776	1	4	0	4	5	0	2	1	1	3	1	5	4	2	2	7	1	0	2	3
ZNF471	210	273	225	846	684	459	276	599	264	369	268	448	339	211	558	480	387	382	450	151
ZFP28-DT	2	5	0	0	6	2	1	4	2	0	2	2	0	0	0	4	1	3	1	1
ZFP28	240	253	312	762	726	554	273	614	270	310	259	235	447	260	568	525	308	278	368	168
ZNF470-DT	10	14	6	25	22	22	16	24	10	16	13	11	16	3	11	22	11	22	14	4
ZNF470	144	184	147	562	634	351	185	419	162	195	143	246	273	144	345	324	178	204	209	124
LOC124904777	3	3	9	24	52	9	8	24	5	6	13	16	18	12	12	21	5	13	11	10
ZNF71-SMIM17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF71	263	320	193	453	489	321	198	364	198	187	174	127	279	125	418	364	159	205	184	100
SMIM17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF835	8	5	9	16	80	51	28	40	24	34	31	33	40	22	76	80	17	34	27	23
LOC105372473	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	3	0	2	0	0
LOC105372472	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZIM2-AS1	0	0	0	0	1	0	0	3	1	0	0	1	0	0	1	0	1	2	0	0
ZIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PEG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC124904804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUXA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904780	0	0	0	3	0	4	0	0	0	1	1	1	0	0	1	0	0	1	0	1
ZNF264	386	416	553	1275	1505	1194	506	730	388	631	512	521	936	501	971	1061	468	653	731	427
AURKC	15	21	29	39	71	59	40	92	24	34	45	24	43	7	29	100	21	32	35	22
ZNF805	151	162	213	628	858	703	317	406	210	329	240	317	573	314	645	619	234	307	519	256
ZNF460-AS1	1	1	3	0	30	14	8	13	7	2	10	8	11	11	29	23	5	18	14	2
ZNF460	107	162	193	467	413	320	167	343	181	214	194	201	314	159	317	440	164	233	276	156
ZNF543	59	61	78	254	356	250	105	148	95	126	93	141	234	142	385	322	76	124	218	90
ZNF304	352	403	235	1106	1050	794	365	787	372	409	340	281	572	272	707	761	407	407	525	231
ZNF547	64	50	34	146	295	157	90	156	48	50	58	25	75	65	140	119	68	91	92	45
TRAPPC2B	108	86	90	167	284	164	79	127	66	91	94	34	91	37	163	116	86	70	78	43
ZNF548	249	250	299	641	1165	837	406	571	318	416	323	395	562	312	728	754	388	384	514	271
ZNF17	123	112	108	251	486	329	146	357	132	188	143	153	267	136	337	363	133	186	249	145
ZNF749	69	64	66	219	379	222	107	226	92	120	119	91	158	98	244	247	85	135	161	83
VN1R1	43	28	38	64	172	73	64	84	54	56	71	63	92	54	146	103	36	87	107	48
ZNF772	409	564	174	1227	1336	982	467	999	442	599	557	413	865	423	1006	980	455	494	625	316
ZNF419	133	119	127	311	530	290	170	272	148	186	136	173	240	180	567	285	187	175	373	102
ZNF773	98	120	75	285	457	294	138	274	150	150	134	114	221	135	304	282	118	171	218	117
ZNF549	111	138	91	340	536	363	214	398	178	239	210	172	291	164	376	380	212	260	220	144
ZNF550	215	248	220	636	1138	551	269	838	386	435	396	317	588	374	861	706	478	507	614	255
LOC124904781	0	2	2	8	7	0	0	1	2	4	1	0	3	0	2	2	2	0	1	0
ZNF416	109	151	74	285	443	297	138	286	115	121	120	108	190	112	271	240	143	138	213	102
ZIK1	137	102	123	323	945	599	308	582	249	330	310	298	441	265	628	639	263	296	423	216
ZNF530	34	28	37	54	421	291	149	293	110	176	124	100	161	95	289	282	117	105	141	89
ZNF134	437	473	436	1360	1883	1519	639	1335	544	741	639	608	1063	538	1196	1292	637	712	932	466
ZNF211	398	393	420	1025	2329	1142	664	1396	578	745	613	603	1018	540	1401	1247	682	752	926	510
ZSCAN4	0	1	0	0	3	3	2	0	1	0	0	0	0	0	0	0	1	0	2	1
ZNF551	65	40	46	145	650	419	234	393	209	272	229	212	340	220	561	551	241	302	354	156
ZNF154	366	252	240	351	2695	1587	777	1907	1093	1242	1018	689	1489	819	1938	1710	1192	1395	1421	633
LOC124904783	0	1	2	5	10	4	3	6	3	4	3	1	4	1	5	2	1	8	3	1
ZNF671	229	249	153	518	1007	598	282	743	270	369	297	272	439	219	566	718	298	355	431	251
ZNF776	261	377	256	960	1698	1268	563	1078	446	607	517	454	879	584	1238	1165	629	580	932	463
ZNF586	52	101	119	338	270	267	113	232	104	143	82	106	164	101	234	206	117	84	182	78
ZNF552	67	75	85	335	287	253	119	226	102	119	116	103	174	119	242	225	114	97	188	77
FKBP1AP1	3	16	32	41	31	20	11	53	14	25	12	13	21	14	39	17	24	18	26	11
ZNF587B	164	219	200	645	974	782	369	586	236	324	253	277	484	342	834	581	258	255	605	264
ZNF587	491	564	753	1552	2348	1727	862	1479	819	1060	938	917	1417	824	1802	1825	874	1049	1417	620
LOC124904782	15	17	21	46	164	116	77	125	61	51	56	41	97	57	189	107	69	68	154	45
UBE2CP5	50	61	88	188	202	154	100	103	71	99	74	87	139	49	145	154	61	112	120	49
ZNF814	428	378	489	1328	1964	1112	616	725	410	624	530	542	809	447	942	1029	505	633	776	438
ZNF417	205	250	205	476	784	494	254	517	257	397	305	277	478	258	617	570	264	380	447	196
ZNF418	71	72	72	170	818	469	273	867	261	365	342	254	447	226	712	637	344	429	437	221
ZNF256	72	68	93	224	419	306	108	297	111	153	130	155	229	127	313	273	123	158	225	97
C19orf18	3	5	5	6	135	57	26	46	39	22	24	36	37	24	56	28	34	25	71	21
