	SRX3375391	SRX3375392	SRX3375393	SRX3375394	SRX3375395	SRX3375396	SRX3375397	SRX3375398	SRX3375399	SRX3375400
SUMO3	1685	2202	1109	1396	1739	1418	1316	1694	1658	1192
PTTG1IP	4350	5272	4441	6156	7066	4995	7322	7927	8772	5613
LOC124905039	63	34	37	35	70	90	22	20	163	185
ITGB2	26	14	41	81	48	21	2	4	121	199
LOC107987303	0	0	0	0	0	0	0	0	0	0
ITGB2-AS1	9	3	3	16	6	6	0	3	5	15
LINC01547	20	37	21	31	63	43	46	50	48	58
SLX9	610	715	450	609	421	324	278	373	309	251
LINC00163	0	0	1	0	5	2	1	0	2	6
LINC00165	1	1	0	0	0	0	0	0	0	1
PICSAR	1	0	0	0	0	1	0	0	0	0
LOC105372836	7	0	6	4	14	7	6	6	22	18
SSR4P1	11	17	17	15	48	22	18	22	151	55
ADARB1	361	323	185	200	298	285	314	349	1298	1725
LINC00334	2	2	1	1	3	3	12	4	3	2
LOC124905062	0	0	0	0	0	0	0	0	0	1
POFUT2	727	789	905	1350	1914	1415	909	973	785	968
LINC00205	484	550	643	821	2151	1339	1107	1175	1013	1094
LOC124905040	1	0	0	0	3	5	1	0	1	9
LINC00316	0	0	0	1	0	2	0	0	0	0
LOC105372839	0	0	0	1	3	1	0	0	1	1
LOC124905041	1	0	0	0	2	0	0	0	0	5
BNAT1	21	24	23	41	47	26	22	36	28	40
COL18A1	9880	12620	8812	12103	32269	19876	13238	14459	14258	9613
COL18A1-AS2	22	45	19	27	42	42	18	16	62	77
COL18A1-AS1	44	33	10	34	55	44	21	14	109	157
LOC124905042	11	13	7	9	17	29	7	3	66	88
MIR6815	1	0	1	0	1	0	1	0	1	2
SLC19A1	502	664	284	376	518	489	214	215	283	321
LOC107985485	3	19	3	7	9	4	0	0	3	5
LINC01694	75	77	46	38	49	43	3	10	3	21
PCBP3	96	103	100	99	48	58	18	35	58	83
PCBP3-AS1	1	1	2	2	1	0	1	0	5	7
LOC124905044	4	2	2	3	0	0	0	1	1	9
LOC101928796	14	31	51	47	43	19	5	7	4	18
LOC105372841	12	27	58	66	10	9	3	1	4	7
COL6A1	4506	4189	15987	24189	12600	7195	4406	4691	10501	9842
LOC105372842	1	4	3	2	2	5	0	0	5	5
COL6A2	3304	2928	8357	15065	11780	7928	1401	1101	12281	13286
LOC124905043	9	10	21	25	20	13	5	6	30	63
FTCD	36	55	27	28	79	70	62	51	36	17
FTCD-AS1	2	1	2	1	2	2	0	0	3	2
SPATC1L	643	672	326	426	486	296	289	318	141	70
LOC124905045	3	4	2	8	7	4	1	1	3	3
LSS	3271	3678	1565	1627	1930	1081	1652	3832	1678	1429
SNORD159	10	21	7	5	10	11	7	10	25	20
MCM3AP-AS1	176	193	79	80	195	208	53	103	279	339
MCM3AP	2735	2984	2171	2624	3746	3374	2063	2478	3406	3189
YBEY	253	235	177	260	331	300	209	233	231	181
C21orf58	426	481	208	295	1157	799	89	138	549	528
PCNT	1693	1584	883	950	1626	1420	1143	1182	2210	2114
LOC128092249	1	1	0	1	1	0	0	0	0	0
LOC124905046	129	166	75	130	276	247	88	101	368	390
DIP2A	1023	806	923	1389	1811	1767	910	975	2565	2416
DIP2A-IT1	1	4	7	3	5	12	0	0	23	22
S100B	0	3	0	0	1	0	0	0	34	206
PRMT2	955	1206	970	1481	2144	1546	2375	2908	3611	2696
LOC124905058	20	13	6	4	15	27	21	32	28	35
LOC124905154	0	0	0	0	0	0	0	0	0	0
LOC105379418	0	0	0	0	0	0	0	0	0	0
FRG1FP	7	5	4	11	19	12	9	9	6	2
LOC107984037	0	0	0	0	0	1	0	0	0	1
LOC102723769	0	0	0	0	0	0	0	0	0	0
LOC107987323	0	0	0	0	0	0	0	0	0	1
LOC105379516	0	0	0	0	0	0	0	0	1	1
LOC105379428	0	0	0	0	0	0	0	0	0	0
LOC124905168	0	0	0	0	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0	0	0	0	0
LOC112268291	0	0	0	0	0	0	0	0	0	0
POTEH	0	0	0	0	0	0	0	0	0	0
POTEH-AS1	0	0	0	0	0	0	0	0	0	0
PSLNR	0	0	0	0	0	0	0	0	0	0
DUXAP8	0	0	0	0	0	0	0	0	0	0
BMS1P22	0	0	0	0	0	0	0	0	0	0
LOC124905169	0	0	0	0	0	0	0	0	0	0
CCT8L2	0	0	0	0	0	0	0	0	0	0
TPTEP1	0	0	0	0	0	0	0	1	8	49
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0	3	14
LINC01665	0	0	0	0	0	0	0	0	0	0
XKR3	1	7	0	0	0	0	0	0	0	0
HSFY1P1	0	0	0	0	0	0	0	0	0	0
GAB4	2	3	0	0	0	0	0	0	0	1
CECR7	6	1	2	0	1	0	0	1	1	17
IL17RA	353	387	379	507	373	288	287	343	355	374
TMEM121B	140	159	86	135	153	109	203	259	83	50
LINC01664	6	5	0	1	6	4	5	6	0	3
HDHD5	1779	1395	1490	2137	905	667	1116	1988	1061	699
HDHD5-AS1	3	6	7	5	6	3	2	3	8	6
ADA2	228	209	195	258	382	313	41	47	841	833
LOC107985573	2	3	1	8	3	7	0	0	6	15
CECR3	26	12	25	17	21	9	2	1	1	3
CECR2	8337	7126	7135	9378	6975	6195	1498	1700	1350	1031
SLC25A18	31	37	24	25	33	17	32	39	31	30
LOC105372850	9	0	4	5	12	3	0	1	1	2
LOC101929372	6	5	3	1	4	8	1	1	6	5
ATP6V1E1	1993	2120	1863	2211	1917	1370	1823	2102	1913	1278
BCL2L13	1794	1679	1593	2167	2411	1789	1831	2503	1859	1377
BID	443	666	126	117	505	425	255	436	418	355
MIR3198-1	2	5	0	0	0	0	0	0	0	2
LINC00528	1	0	1	0	0	2	0	0	2	5
MICAL3	925	1031	666	610	1167	975	1847	2154	8499	6301
LOC124905075	1	1	3	3	4	5	1	0	25	26
MIR648	0	0	0	0	2	0	0	1	9	9
LINC01634	0	0	0	0	1	0	0	1	5	6
LOC105372853	0	1	3	0	6	6	2	0	5	5
PEX26	1396	1826	835	923	1581	1368	1446	1658	1367	1267
TUBA8	10	19	9	14	18	17	7	8	66	38
LOC124905076	1	2	1	0	1	3	0	0	1	4
USP18	67	97	23	17	20	17	8	12	53	38
FAM230D	0	0	1	1	0	0	1	0	0	2
LOC105372858	0	0	0	0	0	0	0	0	0	0
LOC105379518	0	0	0	0	0	0	0	0	0	0
FAM247D	0	0	0	0	2	1	0	0	0	0
FAM230J	0	0	0	0	0	0	1	0	0	0
LOC107987325	0	0	0	0	0	0	0	0	0	0
FAM230A	0	0	0	0	0	0	0	0	0	0
GGTLC3	0	0	0	0	2	0	0	1	0	1
TMEM191B	21	26	16	25	42	39	11	27	4	9
PI4KAP1	200	180	169	269	638	528	144	195	132	350
LOC124905077	5	3	3	3	15	12	0	4	0	9
LOC124905174	0	0	0	0	0	2	0	0	0	0
LOC124900482	0	0	0	0	0	0	0	0	0	0
RIMBP3	7	5	9	20	70	36	39	48	18	11
FAM246B	1	0	0	0	0	0	0	0	0	0
FAM230E	0	0	0	0	0	0	0	0	0	0
FAM247C	0	0	1	0	2	3	0	0	0	0
GGT3P	0	0	0	0	4	4	1	1	0	0
POM121L15P	2	0	0	0	35	33	1	1	0	0
LOC102724728	0	0	0	0	0	0	0	0	0	0
FAM230F	0	0	0	0	0	0	0	2	0	0
DGCR6	20	12	8	11	30	17	379	522	197	74
PRODH	341	293	131	447	314	256	21	23	81	55
LOC122455341	91	57	40	128	15	21	0	1	0	1
DGCR5	79	88	19	13	30	24	13	18	23	36
FAM246C	0	0	1	0	0	1	0	1	0	1
DGCR2	2116	3384	1633	2008	3674	2588	3024	3191	2442	1872
DGCR11	51	79	54	50	100	67	30	24	75	87
LOC124905078	28	23	18	22	37	68	14	10	52	121
ESS2	324	487	299	447	520	360	390	444	389	345
TSSK2	0	0	0	0	0	0	0	0	0	0
LOC112268297	5	8	4	7	9	10	3	3	3	8
GSC2	2	4	0	0	1	0	0	0	0	0
LINC01311	87	105	47	90	97	77	20	23	43	37
SLC25A1	3578	3777	2584	3328	3478	2230	1651	2649	671	605
CLTCL1	629	487	444	565	952	657	305	504	388	415
LOC112268289	4	8	4	4	6	7	1	0	5	14
LOC124900485	1	0	0	0	0	0	0	0	0	3
LOC105372859	14	9	8	13	27	21	12	11	26	38
HIRA	1351	1711	668	744	1672	1317	1105	1267	1152	902
MRPL40	260	314	338	424	788	547	625	749	536	386
C22orf39	517	513	526	657	1064	881	922	1411	1283	797
UFD1	593	889	269	268	510	439	469	474	534	529
CDC45	512	758	351	296	818	675	86	92	439	422
CLDN5	13	22	3	5	17	24	4	6	393	234
LINC00895	0	0	0	0	0	0	0	0	0	0
LOC124905079	3	0	0	0	0	0	0	1	0	1
SEPTIN5	2	0	0	2	1	0	2	2	2	4
SEPT5-GP1BB	14	17	6	4	6	11	28	50	114	169
GP1BB	0	0	0	0	0	0	0	0	0	0
LOC105372861	0	0	0	0	0	0	1	0	1	6
TBX1	1	2	2	2	19	21	0	1	25	49
GNB1L	294	264	164	204	215	179	52	44	58	76
RTL10	837	930	465	626	1321	1089	760	776	962	921
LOC124905080	23	17	22	16	24	25	6	8	8	11
TXNRD2	151	200	130	128	101	91	144	184	452	375
LOC124905081	0	0	2	2	5	1	0	1	13	18
COMT	208	216	183	222	161	115	145	167	658	525
MIR4761	0	0	0	0	0	0	0	0	0	1
ARVCF	1319	1360	648	874	1314	941	803	1091	982	937
LOC124905082	0	1	0	0	1	0	0	0	1	4
TANGO2	202	271	125	150	214	151	327	467	439	347
MIR185	0	0	0	0	1	1	0	1	0	0
DGCR8	1128	1431	760	934	1848	1762	691	795	1795	2007
MIR3618	0	0	0	0	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0	0	0	0	0
TRMT2A	513	618	281	394	691	593	350	421	575	487
MIR6816	0	0	0	0	1	0	0	0	0	0
RANBP1	5456	6986	2614	2594	4879	3774	886	914	1340	1203
SNORA77B	0	0	0	0	0	0	0	0	0	0
ZDHHC8	523	558	440	705	613	534	585	573	829	708
CCDC188	6	5	3	6	7	14	6	7	29	24
LINC02891	4	3	3	1	0	2	2	5	5	8
LOC105372862	11	6	10	17	9	9	1	4	4	11
LINC00896	6	8	6	9	16	8	4	4	16	13
LOC124905083	5	0	2	9	2	5	0	2	2	1
LOC105372863	0	2	0	0	3	0	0	0	0	0
RTN4R	573	633	229	248	80	81	33	55	109	105
MIR1286	0	1	0	0	0	0	0	0	2	0
DGCR6L	480	651	432	570	800	603	799	930	858	521
FAM230G	0	0	1	0	1	0	0	0	0	0
LOC124905153	3	1	2	0	0	0	0	0	1	1
ZNF74	1579	1716	1005	1369	1286	980	580	701	597	502
SCARF2	412	521	181	229	343	260	573	684	459	653
LOC107985588	7	4	8	3	6	7	6	7	10	20
KLHL22	287	276	230	303	680	566	789	1001	1117	1154
LOC124905085	10	0	1	2	6	7	3	3	27	32
LOC101928824	9	13	7	9	21	21	13	13	22	27
MED15	757	819	650	918	992	763	856	993	1206	1178
LOC124905084	1	2	0	3	4	7	3	3	13	4
POM121L4P	0	0	0	0	1	0	0	0	0	0
LOC107985584	2	4	0	0	4	2	0	1	2	0
TMEM191A	45	56	21	39	26	11	15	29	2	4
PI4KA	1244	1037	1008	1140	2412	1734	2615	2400	3088	2898
SERPIND1	6	5	3	3	16	19	37	6	51	54
SNAP29	282	294	275	364	573	423	972	948	961	684
CRKL	7609	6579	5366	6628	8334	6768	4252	5460	4065	2844
LINC01637	9	4	8	14	11	5	2	5	2	6
AIFM3	13	20	32	55	53	46	9	10	10	19
LZTR1	696	803	702	861	1455	1011	943	1228	1491	1371
THAP7	219	317	213	241	516	451	228	321	326	237
THAP7-AS1	30	26	42	45	110	61	41	56	27	38
TUBA3FP	10	7	17	40	41	29	24	23	25	19
P2RX6	1	1	19	31	89	44	52	83	18	11
SLC7A4	11	6	2	1	17	5	46	19	23	23
MIR649	0	0	0	0	0	0	0	0	0	0
P2RX6P	0	0	0	0	0	0	0	0	0	0
LRRC74B	2	0	2	3	7	1	1	2	1	4
BCRP2	1	1	0	0	2	0	0	1	0	0
FAM230B	0	0	0	0	2	3	0	1	0	0
FAM247A	0	0	0	0	1	2	0	0	0	1
GGT2P	1	0	0	1	75	51	6	9	8	2
POM121L8P	1	4	0	0	6	5	2	2	0	0
FAM230H	0	0	0	0	0	0	0	0	0	0
LINC01651	0	0	0	0	0	0	0	0	0	0
FAM246A	0	0	0	0	0	0	0	0	0	0
RIMBP3B	0	1	0	2	3	3	3	2	3	0
LOC124900483	0	0	0	0	0	0	0	0	0	0
LOC124905172	0	0	0	0	0	0	0	0	0	0
HIC2	1988	1958	2079	2686	3671	2676	1606	1923	801	684
TMEM191C	15	9	6	10	18	11	9	21	4	4
PI4KAP2	135	113	158	203	342	243	119	146	209	188
LOC124905173	0	0	0	0	0	0	0	0	0	0
LOC124900484	0	0	0	0	0	0	0	0	0	0
RIMBP3C	0	1	1	0	2	1	2	0	3	3
UBE2L3	2444	3171	2135	2597	2547	1977	2087	2228	1849	1397
YDJC	371	530	204	263	412	287	249	309	148	123
CCDC116	3	1	3	3	14	11	2	0	7	13
SDF2L1	231	349	163	167	195	161	156	159	200	165
LOC107985532	48	73	19	38	329	260	21	18	50	52
MIR301B	1	2	0	2	5	16	0	0	0	0
MIR130B	0	0	0	0	3	1	0	1	0	0
PPIL2	587	801	532	549	925	738	671	719	1090	902
YPEL1	220	155	99	137	539	403	228	338	680	418
MAPK1	3670	3808	2585	3058	4626	3693	6315	6755	6609	4881
PPM1F	1109	1147	960	1534	1859	1507	1208	1244	1670	1335
PPM1F-AS1	20	21	31	25	44	40	30	39	100	74
TOP3B	737	900	474	638	983	835	437	488	693	661
PRAMENP	0	0	0	0	1	0	0	0	0	0
LOC102724653	0	0	0	0	0	0	0	0	0	0
VPREB1	0	0	0	0	0	0	0	0	0	0
LOC124905087	7	6	12	14	23	46	9	14	87	136
LOC105372952	15	6	4	1	22	47	8	7	38	62
BMS1P20	348	472	279	337	655	545	392	480	392	513
LOC101929255	1	2	0	0	1	1	2	4	1	0
ZNF280B	265	265	213	262	347	351	184	224	236	343
ZNF280A	0	0	0	0	0	0	0	0	1	3
PRAME	0	0	1	0	0	0	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0	0	0	0	0
POM121L1P	19	28	1	4	22	18	6	3	4	6
GGTLC2	0	0	0	0	0	0	0	0	0	0
LOC112267890	0	0	0	0	0	0	0	0	0	0
LL22NC03-102D1.18	0	0	0	0	0	0	0	0	0	0
LOC105372948	0	0	0	0	0	0	0	0	0	0
MIR650	0	0	0	0	0	0	0	0	0	0
LOC124905086	0	0	0	0	0	0	0	0	0	0
LOC102724638	0	0	0	0	0	0	0	0	1	1
MIR5571	0	0	0	0	0	0	0	0	0	0
IGLL5	0	0	0	0	1	0	0	0	0	0
LOC105372947	0	0	0	0	0	0	0	0	0	0
RSPH14	4	10	6	5	49	18	11	19	25	12
GNAZ	445	341	235	254	313	252	113	104	98	138
LOC124905170	0	0	0	0	0	0	0	0	0	0
RAB36	51	52	58	46	106	87	122	119	63	103
BCR	4159	4512	1133	1450	5367	4054	1982	1983	948	1014
FBXW4P1	42	51	15	19	70	65	15	15	24	34
LOC107985554	16	22	8	9	20	16	4	4	3	13
LINC02556	1	0	0	0	0	2	0	0	0	1
CES5AP1	0	0	0	1	5	9	2	0	8	4
ZDHHC8BP	11	16	18	75	242	201	54	62	67	84
LINC01659	2	6	4	7	53	44	15	25	9	9
FAM230I	0	0	2	0	13	7	5	3	0	0
LINC02557	3	1	3	3	183	67	11	19	5	1
LOC107985580	0	0	0	0	2	1	2	1	1	9
LOC124900476	77	116	84	93	11227	8650	192	74	40	69
PCAT14	2	4	3	2	184	140	4	2	2	1
LOC105372957	1	0	0	0	0	1	0	0	1	2
IGLL1	0	0	0	0	0	2	0	0	0	18
DRICH1	2	8	4	5	12	14	7	7	11	9
LOC124905089	1	2	1	1	0	1	0	0	0	2
GUSBP11	326	379	293	405	654	626	186	242	449	570
RGL4	228	160	204	226	306	376	83	119	280	327
LOC124905088	0	3	3	3	9	3	2	0	8	20
ZNF70	133	148	170	145	511	431	207	232	632	838
VPREB3	8	2	5	3	2	3	8	9	7	3
C22orf15	76	102	58	48	73	44	11	20	65	72
CHCHD10	327	386	154	148	343	265	1492	2034	1384	803
LOC107985577	2	1	3	13	3	8	3	1	2	0
MMP11	157	180	73	104	551	375	271	284	444	477
SMARCB1	1828	2082	1650	2238	2608	1796	1232	1409	1143	933
DERL3	18	18	10	11	30	13	2	15	29	27
SLC2A11	174	174	80	137	153	130	307	421	312	279
MIF-AS1	43	42	40	44	39	41	16	27	13	73
MIF	0	0	0	0	0	0	0	0	0	0
LOC100652871	0	0	1	0	0	0	0	0	0	0
GSTT2B	33	34	46	40	50	35	39	47	74	11
DDTL	86	79	54	71	67	55	33	39	102	70
DDT	5	1	4	3	5	1	1	3	0	10
GSTT2	3	5	15	10	8	12	8	12	2	0
GSTT4	1	5	2	1	2	1	0	0	0	3
LOC105372959	3	3	3	0	0	0	0	0	2	1
CABIN1	3607	2820	2903	3376	3442	2542	3069	3765	3645	2998
SUSD2	16	8	54	37	15	6	17	9	56	75
LOC124905090	1	0	0	0	0	0	0	0	1	3
GGT5	1	0	3	5	4	3	11	0	131	138
POM121L9P	1	6	1	0	3	2	8	17	10	11
SPECC1L-ADORA2A	0	2	0	0	4	2	2	0	3	1
SPECC1L	615	803	452	559	1152	895	991	1166	1336	952
LOC105372960	1	1	0	0	3	9	3	3	40	47
ADORA2A	4	2	1	2	2	6	1	0	13	10
ADORA2A-AS1	18	14	6	5	27	48	10	21	67	83
UPB1	4	3	1	2	11	18	12	15	85	72
GUCD1	1843	2297	1081	1397	2109	1415	2438	3043	3281	1950
SNRPD3	4049	5122	2595	2979	4265	3313	2369	2600	3323	2568
LOC124905091	30	27	18	22	53	47	30	38	78	82
GGT1	255	303	144	246	270	202	179	130	34	78
LRRC75B	156	213	172	337	409	288	177	326	254	268
BCRP3	5	5	4	2	22	14	11	10	12	16
POM121L10P	7	3	0	2	1	5	1	0	3	7
LOC124905092	21	23	3	1	0	0	0	0	0	1
LOC105372962	2	3	1	0	0	0	0	0	0	0
PIWIL3	3	8	2	0	1	0	0	0	0	1
TOP1P2	0	0	0	0	1	0	0	0	1	0
SGSM1	229	175	67	90	59	74	15	9	79	134
LOC124900481	0	1	0	0	0	0	0	0	0	0
LHFPL7	1	0	1	0	0	0	0	0	0	3
KIAA1671	1693	1284	1282	1388	3069	2685	1815	2116	1437	1534
KIAA1671-AS1	1	0	2	1	8	13	0	0	11	10
CRYBB3	33	32	7	8	11	16	9	3	9	13
CRYBB2	3	3	1	1	3	1	1	1	1	5
LOC105372969	15	8	4	6	28	41	1	0	4	0
IGLL3P	2	4	0	3	4	5	0	0	11	0
LRP5L	273	247	125	140	242	311	85	71	441	373
LOC124905095	2	1	0	1	4	1	0	0	5	3
LOC124905093	4	5	3	4	7	3	0	3	1	4
CRYBB2P1	265	268	188	190	257	219	181	294	426	233
MIR6817	0	0	0	1	0	0	0	0	1	0
LOC124905094	115	68	53	38	131	187	77	74	393	281
GRK3-AS1	6	2	5	3	6	15	2	1	7	8
GRK3	1840	1695	864	1128	1975	1883	886	873	1023	1045
MYO18B	17	18	27	57	102	159	6175	9079	16593	11097
MYO18B-AS1	0	0	0	0	0	2	12	13	201	207
LOC102724801	0	0	0	0	0	0	0	0	0	0
LINC02559	0	0	0	0	0	0	0	0	0	0
LOC105372971	0	2	3	23	12	4	0	0	0	1
SEZ6L	2	2	309	859	490	252	3	4	32	112
SEZ6L-AS1	0	0	1	8	4	2	0	0	1	1
LOC124905096	0	0	42	98	46	26	1	0	1	9
ASPHD2	192	152	394	429	186	131	39	46	12	15
HPS4	1638	1251	1365	1648	1504	1175	396	475	843	932
SRRD	410	529	297	368	567	405	339	374	512	456
TFIP11	552	670	490	572	949	638	755	763	668	581
TFIP11-DT	83	112	98	123	232	177	32	56	61	67
TPST2	2826	2661	1817	2569	1330	1008	947	705	419	343
MIR548J	2	0	1	1	0	0	1	0	0	3
CRYBA4	25	27	6	12	7	1	0	0	0	0
CRYBB1	73	47	46	25	2	0	2	1	9	5
MIAT	3416	1250	552	492	154	127	17	18	92	339
MIATNB	21	25	39	58	79	61	29	32	72	79
LOC110091768	4	3	3	5	9	7	6	4	16	17
LINC01422	0	1	2	2	1	3	3	2	3	7
LOC107985582	0	0	0	0	1	0	0	0	1	2
LOC284898	0	0	1	0	0	0	0	0	0	0
LOC107985534	0	0	0	0	0	0	0	0	0	7
LOC105372977	0	0	0	0	0	0	0	0	0	2
LINC01638	0	0	0	0	0	0	2	0	2	6
LINC02554	3	4	0	1	0	0	0	0	1	9
LOC105372979	0	0	0	0	0	0	0	0	0	0
LOC102724900	2	0	0	0	1	1	0	0	2	6
LOC105372980	0	0	0	2	0	0	0	0	0	0
LOC105372981	1	0	1	0	0	0	1	0	1	2
LOC124905098	40	38	4	4	1	0	0	0	0	0
LOC124905097	193	196	20	12	3	0	0	0	0	1
MN1	328	246	565	856	1497	754	420	272	1012	1971
LOC107985529	1	1	3	2	7	5	2	1	1	2
PITPNB	720	663	403	466	1934	1609	2264	1704	1886	1967
TTC28-AS1	342	307	236	340	685	583	332	309	372	441
MIR3199-1	0	0	0	0	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0	0	0	0	0
TTC28	666	649	1132	1103	3776	2922	1754	1995	3586	3870
LOC124905171	0	0	0	1	2	2	0	0	2	12
MIR5739	2	0	1	0	4	4	0	0	7	18
LOC101929594	37	24	57	49	134	298	23	31	609	1131
CHEK2	2074	2190	1448	1829	1406	1195	184	253	314	308
HSCB	243	303	283	408	350	191	213	262	143	165
CCDC117	1894	2213	1117	1327	2740	2398	1204	1382	1283	1183
XBP1	1731	2894	1222	2152	4566	3711	2273	2791	2491	2230
LOC107985549	18	10	19	8	20	21	3	18	12	19
ZNRF3	1253	1218	1106	1119	1188	950	1766	1436	901	679
ZNRF3-AS1	9	5	8	7	16	23	7	2	19	27
C22orf31	7	4	5	2	10	8	2	0	8	9
KREMEN1	239	201	138	196	246	148	511	579	775	698
LOC101929638	15	7	29	24	36	32	14	13	19	32
EMID1	86	85	211	350	985	879	130	115	113	148
LOC124905099	14	13	10	19	29	35	3	1	8	13
LOC105372985	4	1	3	4	5	13	0	1	2	3
RHBDD3	759	1311	644	867	1189	926	597	844	530	457
EWSR1	6422	7961	4812	5208	8722	7936	3755	4041	4586	4252
GAS2L1	196	271	265	383	381	277	232	302	250	224
RASL10A	19	46	15	38	26	21	11	21	18	30
AP1B1	2740	2884	1750	1999	2408	1651	2215	2410	1783	1498
SNORD125	13	12	2	3	1	4	2	3	5	5
RFPL1	2	0	1	0	3	2	3	0	0	3
LOC102723305	0	2	0	1	1	0	1	1	0	0
RFPL1S	9	6	1	8	2	3	17	13	10	24
LOC107985541	21	16	2	9	3	6	7	12	6	37
NEFH	130	101	45	47	47	46	73	92	42	100
THOC5	1210	1653	949	1387	1907	1530	892	1073	1098	1002
NIPSNAP1	5662	5295	4527	6109	7335	4938	2888	3732	1271	1218
NF2	2490	2835	1503	1789	2347	1722	1959	2243	2429	1777
CABP7	15	8	29	44	12	10	0	2	5	8
ZMAT5	84	77	78	109	125	100	157	284	127	106
UQCR10	1421	1825	1055	1308	1970	1332	3368	3656	2972	1455
ASCC2	564	645	588	750	878	621	683	710	853	685
MTMR3	1132	912	1114	1461	1761	1510	1781	1656	2299	1962
MIR6818	1	0	0	1	4	1	0	0	4	1
HORMAD2-AS1	14	9	12	14	3	6	3	1	3	18
HORMAD2	4	3	1	1	0	0	0	0	0	1
LOC105372988	0	0	0	0	0	0	0	0	0	0
LIF-AS1	2	1	0	0	0	2	0	0	0	0
LIF	245	161	45	47	24	14	50	30	18	26
LIF-AS2	2	1	0	0	0	1	0	0	0	0
OSM	0	0	0	1	0	0	0	0	1	13
CASTOR1	148	157	239	339	290	188	127	208	121	112
TBC1D10A	137	131	200	300	306	179	220	245	145	176
SF3A1	3931	3872	2170	2568	2783	2046	2141	2293	2403	1934
CCDC157	58	94	70	83	106	86	84	93	64	76
KIAA1656	37	38	33	60	88	76	30	32	45	69
RNF215	320	316	358	636	581	455	342	477	336	307
SEC14L2	162	141	162	320	158	143	59	99	145	220
MTFP1	1955	1643	1556	2165	419	304	517	1235	275	204
LOC105372990	6	0	3	4	0	1	1	0	3	1
SEC14L3	2	0	1	0	0	0	0	0	1	0
LOC105372991	0	0	0	0	0	0	0	0	0	0
SDC4P	0	0	1	0	0	0	0	0	0	0
LOC107985579	1	1	1	0	3	0	0	0	0	1
SEC14L4	112	128	55	82	32	14	3	3	3	6
SEC14L6	62	49	52	64	57	54	47	88	7	30
GAL3ST1	169	217	92	199	228	160	14	8	16	17
PES1	3052	3513	2198	3091	1692	1208	1079	1543	802	677
TCN2	1022	1281	844	927	607	320	91	167	211	192
SLC35E4	119	117	59	72	85	62	101	191	99	71
DUSP18	28	24	48	65	62	31	48	78	116	85
OSBP2	158	165	111	129	74	71	359	527	928	597
MIR3200	0	0	0	0	0	0	0	0	2	1
LOC105372994	2	1	0	1	1	1	0	1	3	5
LOC107985544	38	41	14	11	32	24	38	36	42	63
MORC2-AS1	15	12	1	3	12	4	6	4	10	12
MORC2	1783	1675	721	906	1111	897	1035	1073	1208	1285
TUG1	6011	6488	4496	5452	9926	8820	5628	6655	8269	8598
SMTN	358	364	320	422	1163	853	390	558	1888	1765
SELENOM	171	180	178	225	208	139	339	496	183	185
LOC105372995	4	0	3	2	0	0	86	86	13	23
LOC124905100	1	0	0	2	2	2	2	2	2	5
INPP5J	201	248	146	168	212	169	385	468	213	146
PLA2G3	935	885	260	205	93	58	8	44	3	12
MIR3928	0	0	1	0	1	0	0	0	0	1
RNF185	583	725	552	688	1152	854	851	1016	1108	781
LIMK2	1065	1340	619	642	1560	1136	1002	1033	851	816
PIK3IP1	104	47	40	48	173	96	116	222	206	146
LOC105372997	0	0	2	1	2	2	1	0	3	4
PATZ1	1877	2571	1635	1875	2432	1853	924	1300	1402	1101
PIK3IP1-DT	15	12	11	11	13	13	2	2	22	19
LINC01521	145	240	223	231	654	407	322	578	203	251
DRG1	1616	2291	1461	2071	1873	1350	1340	1609	1499	1085
EIF4ENIF1	702	721	603	696	1398	1108	995	1061	1237	1151
SFI1	589	527	513	596	853	692	183	253	381	474
PISD	812	1044	497	579	1012	707	475	585	529	607
MIR7109	0	0	0	0	0	0	0	0	0	0
PRR14L	4599	3859	2960	3407	5289	5436	2264	2431	3601	3332
DEPDC5	531	569	465	520	802	675	506	641	855	794
LOC105372998	0	0	0	1	8	3	2	7	10	17
LOC124905102	0	0	0	0	1	0	0	0	0	2
YWHAH-AS1	1	3	4	1	25	15	18	16	22	28
YWHAH	4495	5782	2849	3469	3662	2772	2379	3153	3870	3160
LOC124900477	47	58	35	53	72	71	20	26	111	126
LOC124905158	1	3	2	3	3	8	0	0	2	13
LINC02558	0	0	0	0	0	0	0	0	0	0
SLC5A1	0	0	0	1	4	0	65	183	2884	1495
LOC105373000	0	0	0	0	0	0	0	0	9	10
AP1B1P1	0	0	2	3	0	2	0	0	2	0
C22orf42	3	3	12	6	2	0	0	0	0	0
RFPL2	0	4	76	67	8	2	2	2	1	1
SLC5A4-AS1	60	26	456	715	147	106	68	87	13	13
SLC5A4	14	2	20	30	1	5	0	2	36	22
LOC107985561	7	1	5	6	1	5	1	1	56	52
RFPL3	0	0	0	0	0	0	0	0	0	0
RFPL3S	0	0	3	1	3	0	0	0	2	2
LOC339666	10	5	9	8	17	15	5	5	6	12
RTCB	3237	4290	2674	3508	4645	3254	2943	3422	1859	1431
BPIFC	1	0	0	0	3	0	0	0	0	1
