	day0_rep1	day0_rep2	day2_rep1	day2_rep2	day5_rep1	day5_rep2	day14_rep1	day14_rep2	fetal_rep1	fetal_rep2
LOC105372760	4	2	0	0	2	1	0	0	0	1
ADAMTS5	14	23	6	8	5	6	31	10	643	1136
MIR4759	0	0	0	0	0	0	0	0	0	2
LOC124905050	0	1	0	1	0	0	0	1	11	31
LOC102724355	0	0	0	1	7	2	0	0	0	2
LOC105372759	0	0	0	0	0	1	0	0	1	6
LOC124905003	0	2	0	1	2	14	0	0	4	6
LOC105372762	0	0	2	3	7	14	1	0	2	6
LINC01673	0	0	5	3	8	5	0	0	4	10
LINC00113	0	0	2	2	5	9	0	0	4	6
LINC00314	2	1	5	1	5	6	0	0	1	5
LINC01697	5	2	26	17	92	102	20	23	15	58
LINC01695	15	24	78	119	279	223	3	2	15	40
LINC00161	0	0	0	0	0	5	0	0	7	6
N6AMT1	589	620	702	741	1279	1303	506	558	1190	1091
LOC124905004	36	29	28	27	54	72	8	8	50	78
LTN1	4248	3625	2877	3613	4413	4285	2543	2617	3010	3735
LOC105372766	5	5	7	5	15	13	0	5	0	2
RWDD2B	78	76	59	60	86	54	194	320	303	282
LOC124905005	4	9	6	8	9	8	2	2	19	17
USP16	1467	1699	996	1384	1981	1699	1286	1307	1885	2067
CCT8	17161	17761	12561	16014	13373	10472	6756	8106	5247	4692
MAP3K7CL	1	0	1	0	1	4	7	3	61	113
LOC105372767	0	1	0	1	0	0	0	0	1	4
LOC124905065	0	0	0	0	0	0	0	0	0	0
LINC00189	0	0	0	0	0	0	0	0	135	41
LOC124905007	0	0	0	0	4	3	0	1	16	12
LOC105369299	20	24	20	39	77	67	16	26	81	75
BACH1	3444	3317	2124	2735	4189	3538	2925	3258	2910	2950
BACH1-IT2	3	3	1	1	4	15	4	4	28	29
LOC124905071	1	0	0	0	0	1	0	0	5	8
LOC107985486	26	14	17	13	24	56	9	10	154	253
LOC105372770	1	1	2	0	2	6	2	0	13	19
BACH1-IT3	0	0	0	0	0	4	0	1	5	16
GRIK1	8	5	3	3	11	15	132	20	56	181
LOC124905006	2	1	1	1	3	8	3	0	20	50
LOC105372768	0	0	0	0	0	1	0	0	0	1
GRIK1-AS2	8	4	11	8	8	3	11	3	3	17
GRIK1-AS1	5	1	3	3	6	2	1	4	5	17
CLDN17	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0	1
CLDN8	0	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0
LOC105372772	0	0	0	0	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0	0
KRTAP13-4	2	11	0	1	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0	0	0	0	1
KRTAP19-6	0	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0	1
KRTAP22-2	0	0	0	0	0	0	0	0	0	0
KRTAP6-3	1	0	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0	0
LOC105372773	1	0	0	0	0	1	0	0	0	3
KRTAP21-3	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	1	2	0	0	0	1
KRTAP8-1	0	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	1	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	2
LOC105372776	2	0	0	0	0	0	0	0	1	1
LOC105372775	0	0	0	0	0	0	0	0	0	1
LOC105372774	0	0	0	0	0	1	0	0	0	2
KRTAP19-8	0	0	0	0	0	0	0	0	0	0
TIAM1	2839	3219	3115	3376	3772	3568	701	555	1423	1666
LOC105372777	5	4	4	2	4	10	2	0	5	12
TIAM1-AS1	71	97	77	102	156	127	19	17	19	27
LOC107985488	0	0	1	0	1	1	0	1	0	0
SOD1	5627	6759	3968	4566	5558	3987	3476	4332	3435	2537
LOC124900469	7	21	7	9	24	16	2	4	13	5
SCAF4	2097	1558	1385	1696	2150	2003	918	825	1235	1454
LOC124905008	39	39	31	24	44	32	12	7	19	19
HUNK	504	839	377	311	1061	781	576	495	604	728
LINC00159	1	1	2	2	3	3	1	2	3	2
MIS18A	1550	1910	1212	1536	1602	1296	285	338	407	387
MIS18A-AS1	6	6	11	16	24	24	12	2	17	17
MRAP	3	2	2	0	2	1	1	1	6	2
LOC124905009	2	0	1	0	3	2	0	0	4	13
MRAP-AS1	24	16	14	11	28	28	9	7	52	69
URB1	4765	5051	2121	2551	2456	2248	1861	2089	2288	2847
SNORA80A	71	64	29	102	111	127	53	60	66	118
URB1-AS1	17	17	5	13	11	9	9	18	76	47
EVA1C	32	33	8	3	6	10	3	1	318	368
CFAP298-TCP10L	39	27	5	6	31	30	18	18	95	175
TCP10L	0	1	1	2	0	4	0	0	0	1
CFAP298	439	619	285	309	426	374	184	225	230	288
SYNJ1	161	156	164	257	605	459	668	641	701	1028
LOC124905011	3	6	7	6	23	13	9	3	44	92
PAXBP1-AS1	79	66	44	45	110	146	23	25	90	176
PAXBP1	2163	2175	1427	1978	2902	3212	575	827	1295	1967
LOC124905010	707	536	489	600	972	1253	142	165	642	1112
C21orf62-AS1	7	5	5	10	32	23	20	38	40	33
C21orf62	3	2	3	8	9	18	9	4	37	42
LOC124900470	0	0	0	0	0	0	0	0	0	1
LOC124905012	0	0	0	0	1	0	0	0	0	0
LOC105377136	2	0	0	4	6	3	0	4	4	3
LINC01690	0	0	0	0	0	1	0	0	0	0
OLIG2	27	8	1	2	1	3	0	0	1	0
LINC00945	0	0	0	0	0	0	0	1	0	0
OLIG1	23	10	6	7	1	0	3	8	2	1
LOC101928107	0	1	0	0	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0	0	0	0	0
LOC105372787	0	0	0	0	0	0	0	0	0	1
IFNAR2-IL10RB	0	0	0	0	0	0	0	0	0	0
IFNAR2	131	151	73	95	146	137	95	103	452	433
IL10RB-DT	1	6	2	4	9	10	3	5	26	38
IL10RB	2	2	2	2	9	11	2	3	11	12
IFNAR1	570	507	488	627	848	816	1121	1279	1739	2035
IFNGR2	854	912	1040	1375	1825	1404	715	899	1175	939
TMEM50B	303	386	297	463	736	748	658	891	1287	1087
DNAJC28	48	82	67	80	114	85	165	156	92	96
GART	9341	11481	2774	2913	4412	3734	2417	2972	2422	2549
SON	13146	8009	9363	8808	19501	16081	13844	13922	15796	16984
MIR6501	0	0	0	0	0	0	0	0	0	0
DONSON	1226	1537	796	866	1305	1115	428	631	879	1003
CRYZL1	308	267	386	593	766	675	271	418	491	602
ITSN1	4334	4890	2580	3011	5505	4316	4863	7210	3983	3970
ATP5PO	5784	5515	4157	5178	5804	4139	8102	9850	6788	4617
LINC00649	166	163	159	216	434	295	209	260	26	35
LOC124905013	34	34	17	27	21	15	7	5	0	1
LOC101928126	25	20	8	25	54	40	64	49	12	18
LOC105372790	17	8	16	16	23	23	20	13	11	8
LOC105372789	1	0	0	2	0	2	1	1	1	2
MRPS6	1290	1402	520	769	1629	1181	1835	2056	931	983
SLC5A3	2783	3252	1423	1713	7965	8913	2902	2323	3003	4327
LINC00310	8	6	5	6	5	16	9	1	30	50
KCNE2	0	1	1	1	1	1	2	0	1	4
LOC105372791	0	0	0	0	0	0	0	0	0	0
SMIM11	2	0	0	3	0	0	0	1	0	1
C21orf140	0	0	0	0	0	0	0	0	0	0
LOC105372793	0	0	0	0	1	0	1	1	0	1
SMIM34	0	0	0	0	0	0	0	0	0	0
KCNE1	0	2	0	1	4	2	9	20	26	35
LOC124900475	0	0	0	0	0	0	0	0	0	0
RCAN1	202	306	106	122	356	262	993	1511	1568	1318
CLIC6	62	46	72	73	35	34	3	0	2	197
LINC00160	0	0	0	0	0	0	0	0	0	1
LOC107985515	0	0	0	0	0	0	0	0	0	0
LINC01426	9	15	27	16	9	4	1	1	13	18
RUNX1	20	18	106	151	21	8	71	4	154	530
LOC124905014	1	2	13	11	2	3	4	0	28	153
LOC112267915	2	5	25	27	5	4	8	0	73	347
RUNX1-IT1	1	0	0	0	0	0	0	0	4	27
LOC124905015	0	0	0	3	0	2	0	0	1	4
LOC100506403	0	0	0	0	0	1	0	0	0	2
MIR802	0	0	0	0	0	0	0	0	0	0
PPP1R2P2	2	0	0	0	0	1	0	1	0	1
LOC101928269	1	0	0	2	2	4	0	0	0	1
LINC01436	3	4	3	0	0	1	0	0	1	0
SETD4	1154	1582	1082	1304	865	690	465	536	671	717
CBR1-AS1	10	20	7	17	3	2	2	3	5	5
CBR1	2996	4103	3738	3789	603	400	315	594	187	259
LOC105369306	672	1038	998	934	51	16	2	3	1	4
CBR3-AS1	26	21	9	4	5	4	7	1	11	10
CBR3	101	155	22	27	2	3	2	0	21	11
DOP1B	666	583	160	112	280	233	611	607	627	634
LOC124905016	2	2	0	0	0	0	0	1	3	5
LOC124905072	0	2	0	0	0	0	0	0	0	0
MORC3	1793	1705	1058	1555	2302	1920	1223	1696	1711	1817
CHAF1B	1403	1692	947	898	1315	1068	167	218	518	458
CLDN14-AS1	4	0	21	23	10	9	2	7	12	8
CLDN14	6	1	8	5	1	1	2	0	12	5
LOC105369308	1	0	0	1	1	0	0	1	0	6
SIM2	1	4	1	2	10	5	3	6	8	59
LOC107985492	4	2	1	1	0	1	1	0	2	35
HLCS	801	986	924	1130	2467	2184	1443	1704	1010	1237
LOC105369305	38	21	30	42	95	247	30	27	183	454
HLCS-AS1	58	75	42	69	114	128	68	76	99	86
RIPPLY3	45	46	30	39	4134	4461	5	3	0	8
LOC124905017	2	1	4	4	21	39	4	9	3	5
PIGP	173	225	340	513	370	296	314	424	278	245
TTC3	3653	2778	4518	5630	28341	30264	9099	8725	12024	15402
TTC3-AS1	5	1	4	3	21	32	2	3	25	44
DSCR9	8	10	5	2	14	14	5	7	9	25
VPS26C	3656	3224	2124	2682	2236	1644	1382	1673	1328	1161
LOC124905018	0	0	0	0	0	0	2	0	1	2
LOC124905019	0	0	0	0	0	0	0	0	0	0
DYRK1A	5175	4674	4903	5154	7752	6516	4447	5127	6322	5768
LOC105372797	22	14	20	30	18	65	4	3	34	85
KCNJ6-AS1	48	54	96	95	31	42	3	2	7	13
LOC105372798	23	33	50	52	31	19	15	15	58	47
KCNJ6	37	17	22	17	9	10	6	33	12	59
LOC101928368	1	1	3	0	1	0	0	0	5	7
DSCR4	0	0	1	1	0	0	0	0	0	0
DSCR8	0	0	0	2	0	0	0	0	0	0
LOC124905020	0	0	0	0	0	0	0	0	0	0
LOC124905070	0	0	0	0	0	0	0	0	0	0
DSCR10	0	0	0	0	0	0	0	0	0	0
KCNJ15	0	0	1	0	3	1	1	1	3	14
LOC105372801	0	0	0	0	0	0	0	0	2	0
LINC01423	0	0	0	0	0	2	0	0	0	3
LOC107985513	2	4	0	0	1	0	0	0	0	3
ERG	92	78	5	3	158	189	24	26	841	1130
LOC105372802	1	0	0	0	0	0	0	0	2	25
LINC00114	0	0	2	0	1	2	0	0	0	0
LOC107985480	0	0	1	5	22	23	17	8	0	1
ETS2	2046	2914	2270	3674	2670	1378	1776	1382	2278	2581
LOC101928398	0	0	0	0	0	0	0	0	0	0
ETS2-AS1	0	2	0	1	1	1	1	0	0	1
LINC01700	4	1	0	0	1	1	0	1	1	4
LINC02940	31	10	27	31	41	55	18	34	52	74
LINC02943	7	6	11	8	10	13	8	7	5	10
PSMG1	1373	2009	1098	1329	1083	931	426	579	383	474
BRWD1	8551	6290	6106	7727	9916	10383	3843	4582	7361	8369
BRWD1-AS2	28	42	41	44	64	70	24	33	37	37
BRWD1-AS1	12	13	3	10	21	18	11	10	5	16
HMGN1	12591	13001	9323	11737	16403	12685	4386	4481	5744	6761
LOC124905074	35	45	28	59	87	86	18	22	78	97
LOC105372804	9	4	5	7	9	9	1	0	2	2
GET1-SH3BGR	0	0	0	0	0	0	0	0	0	0
GET1	201	215	226	301	459	341	357	476	317	340
LCA5L	48	31	42	71	112	100	99	129	40	101
SH3BGR	19	27	12	18	27	21	156	236	526	279
MIR6508	1	0	0	0	1	0	0	0	4	0
B3GALT5-AS1	386	457	44	65	117	67	72	65	14	45
B3GALT5	2083	1629	228	256	259	220	140	122	170	348
LOC107985499	1	0	0	0	2	0	0	0	0	3
IGSF5	158	96	13	27	33	23	36	35	115	140
LOC107985500	2	0	1	1	1	2	3	4	2	2
PCP4	12	13	2	5	3	2	8	15	10	24
DSCAM	10	16	717	1258	1188	1021	57	77	9	14
MIR4760	0	0	1	0	5	2	0	0	0	0
DSCAM-AS1	0	0	6	5	2	7	0	0	0	0
LOC105369294	0	0	4	4	0	9	0	0	0	0
LOC124900473	0	0	3	5	3	8	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0	0	0	0	0
LINC00323	2	2	3	0	1	0	3	2	6	23
MIR3197	0	0	1	1	0	1	1	1	1	1
BACE2	576	559	1084	900	370	269	367	391	1349	1656
PLAC4	78	38	92	44	32	55	21	20	760	594
FAM3B	21	31	5	7	11	5	9	0	6	14
MX2	283	373	167	163	289	159	36	35	53	65
MX1	139	175	25	13	8	7	5	2	150	232
TMPRSS2	158	244	129	178	497	347	45	0	0	1
LOC124905021	0	0	0	0	0	0	0	0	0	0
LOC124900472	0	0	0	0	0	0	0	0	0	0
LOC105372809	0	0	0	1	0	0	0	0	0	0
PCSEAT	0	0	0	0	0	0	0	0	0	0
LOC105372812	0	0	0	0	0	0	0	0	0	0
LOC107985478	0	0	0	0	0	0	0	0	0	0
LOC105372813	0	0	0	0	0	0	0	0	0	0
LINC00111	0	0	0	1	1	1	0	0	0	0
LINC00479	0	1	344	536	361	275	18	16	3	6
LINC00112	0	1	8	21	3	5	0	0	1	0
RIPK4	698	461	650	672	416	350	114	51	100	147
MIR6814	0	0	1	0	1	0	0	0	0	0
LOC102724800	4	5	6	6	3	0	0	0	1	2
PRDM15	763	791	462	449	912	757	401	476	500	561
C2CD2	775	694	421	611	1391	1322	760	940	540	615
SNORA91	11	5	7	6	11	12	0	1	3	5
ZBTB21	921	847	791	874	1297	1261	471	460	513	759
ZNF295-AS1	1	0	1	0	0	1	1	3	0	1
LOC107985502	0	0	0	2	2	0	2	2	2	0
UMODL1	1	2	38	73	31	19	0	2	1	10
UMODL1-AS1	0	0	1	1	1	0	0	1	0	2
ABCG1	79	131	34	76	40	54	505	328	694	560
LOC105372814	0	0	0	0	1	0	0	0	0	2
TFF3	20	11	41	65	5	1	4	0	52	43
TFF2	1	1	0	1	0	0	0	0	0	0
LOC105372815	0	0	0	0	1	2	0	0	0	0
TFF1	0	0	0	0	1	1	0	0	0	0
TMPRSS3	2	7	1	0	0	0	1	1	3	3
UBASH3A	3	2	0	2	0	0	0	0	2	27
RSPH1	6	4	13	12	26	25	10	11	1	11
RSPH1-DT	4	0	3	0	1	4	1	2	0	1
SLC37A1	944	1254	286	407	441	356	187	232	92	188
LOC107987299	116	86	9	20	36	55	10	4	17	48
LOC101928212	7	9	5	2	8	4	1	0	3	12
LINC01671	0	0	1	0	1	0	0	0	1	1
LOC101928255	38	98	74	67	148	127	8	18	7	24
PDE9A	1178	1178	1034	1235	966	793	373	374	146	253
PDE9A-AS1	25	13	5	5	21	11	2	1	4	10
LOC107985504	8	8	5	5	7	4	0	0	3	7
LINC01668	15	10	5	7	7	11	1	0	1	7
WDR4	451	760	272	277	422	434	113	145	275	363
LOC105372817	26	34	40	38	45	48	45	53	16	18
NDUFV3	1645	2200	1009	1149	1974	1602	1838	2429	2021	1611
ERVH48-1	486	434	405	254	900	482	78	57	87	73
LOC124905022	24	13	12	19	554	347	31	19	44	33
LOC124905023	166	185	27	21	358	391	28	11	60	32
MIR5692B	0	0	0	0	0	0	0	0	0	0
LOC124905024	0	0	1	0	43	27	3	0	3	1
PKNOX1	860	1033	428	509	1650	1326	723	819	1062	1184
CBS	1036	1436	518	714	665	539	209	415	28	73
U2AF1	14	3	5	8	13	13	3	3	15	12
LOC101928369	1	4	2	2	4	3	2	4	1	5
FRGCA	0	0	0	0	0	1	0	0	0	0
LOC107987300	0	1	0	2	0	1	0	0	0	0
CRYAA	0	1	0	0	0	0	0	0	0	0
LOC105372821	0	0	0	0	0	0	0	0	1	1
LOC124905025	0	0	2	0	0	0	2	1	4	6
LOC124905026	0	0	0	0	0	0	0	0	0	0
LINC00322	0	0	0	0	0	0	0	6	7	3
LOC124905027	0	0	1	0	0	1	7	6	17	6
LINC01679	2	6	8	6	0	1	2	2	49	32
LNCSIK1	0	1	0	0	0	0	0	1	0	1
LOC124905028	0	0	1	1	0	0	0	0	0	0
SIK1	8	8	2	1	4	3	13	9	14	21
LOC124905029	0	2	0	0	0	0	0	0	0	3
HSF2BP	27	34	33	54	60	69	28	46	32	45
LINC00319	0	0	0	0	0	0	0	0	0	0
LOC124900467	0	0	0	0	0	0	0	0	0	0
LINC00313	0	0	0	0	0	0	0	0	0	0
LOC102723380	0	0	0	0	0	0	0	0	0	2
H2BC12L	20	14	18	4	18	14	3	2	8	1
MIR6070	0	0	0	0	0	0	0	0	0	0
RRP1B	7529	9115	3022	3556	4661	4320	1765	2062	1689	1907
LOC124905030	1	2	0	2	1	3	17	19	31	10
LOC124905031	0	1	0	0	0	0	0	0	0	0
LOC124905032	1	6	3	1	5	1	0	1	0	1
PDXK	4640	5509	2645	3197	4597	3707	4766	5504	3103	2924
LOC105372824	21	33	19	29	47	35	29	19	20	37
CSTB	1294	1250	863	980	1025	810	1067	1031	474	474
LOC105372825	4	0	0	0	1	1	0	0	0	1
RRP1	1869	2575	1110	1395	1632	1366	669	730	670	798
AATBC	83	53	55	93	82	120	25	24	51	140
LOC124905033	30	17	21	45	39	44	14	19	44	73
AGPAT3	171	223	930	1179	1439	1060	1615	1816	2089	1888
LOC124905034	0	0	1	3	0	4	2	1	16	25
LOC105372826	0	0	0	0	0	1	0	0	4	13
LOC105372829	1	0	0	0	0	0	0	0	0	1
TRAPPC10	1830	1968	979	1053	1700	1378	1190	1180	1352	1465
PWP2	34	27	22	16	13	28	7	13	5	95
GATD3	21	27	9	11	7	11	18	23	12	217
LINC01678	0	0	0	1	1	2	0	0	1	4
LOC124905035	3	3	5	4	5	7	12	2	7	10
LOC105377139	0	0	1	1	0	0	0	0	0	0
LOC105372832	0	0	0	0	0	1	0	0	0	0
LOC102725065	0	0	2	0	2	1	1	0	1	0
ICOSLG	38	43	34	31	13	6	8	3	19	9
DNMT3L	1	4	21	23	1	0	0	0	0	0
DNMT3L-AS1	0	0	0	0	0	0	0	0	0	0
AIRE	1	2	8	9	9	3	0	5	3	6
PFKL	6343	5458	9869	16389	6917	4688	4599	6259	4091	3514
CFAP410	473	620	1514	2052	1315	1165	947	795	805	758
TRPM2	43	43	954	1459	42	29	2	1	27	51
TRPM2-AS	1	0	1	3	0	0	0	0	5	0
LOC124905069	0	0	0	0	0	0	0	0	0	0
LOC124905068	0	0	0	0	0	0	0	0	0	0
LRRC3-DT	17	13	129	194	9	6	1	3	5	2
LRRC3	538	919	4165	4715	588	416	210	323	278	268
HEPFAL	39	40	184	233	30	31	13	11	21	56
LOC124905037	0	7	6	6	0	0	1	0	0	3
LINC02575	279	485	1332	1019	155	116	41	37	20	38
TSPEAR	61	72	247	219	33	31	55	42	38	166
TSPEAR-AS1	99	105	505	581	148	134	39	60	42	93
TSPEAR-AS2	38	47	200	241	59	69	18	35	18	60
LOC124905038	15	10	14	24	9	20	8	7	5	41
KRTAP10-1	0	0	0	0	0	0	0	0	0	1
KRTAP10-2	3	4	0	1	4	3	0	1	0	3
KRTAP10-3	3	1	0	0	0	0	0	0	2	0
KRTAP10-4	1	1	0	0	1	1	0	0	0	2
KRTAP10-5	0	0	0	0	0	0	0	0	0	1
KRTAP10-6	2	0	1	1	0	0	0	0	0	1
KRTAP10-7	1	1	1	0	0	0	0	1	0	1
KRTAP10-8	0	0	0	0	0	0	0	0	0	2
KRTAP10-9	1	2	1	0	0	1	0	0	0	3
KRTAP10-10	1	3	1	0	1	0	0	0	0	3
KRTAP10-11	1	0	0	1	0	0	0	0	0	3
KRTAP12-4	0	0	0	1	0	0	1	0	2	2
KRTAP12-3	0	0	0	0	0	0	0	1	0	0
KRTAP12-2	0	0	0	1	0	0	0	0	1	5
KRTAP12-1	3	1	2	0	0	0	0	0	0	3
KRTAP10-12	4	2	4	0	0	0	0	1	1	2
UBE2G2	2699	3379	1087	1115	2142	1950	1826	2475	2150	1962
LINC01424	23	34	26	47	84	72	5	10	23	26
SUMO3	2453	3315	1619	2075	2599	2107	1948	2486	2178	1662
PTTG1IP	6159	7579	6336	8712	9827	7088	10366	11218	11426	7550
LOC124905039	99	51	49	68	108	139	24	38	199	271
ITGB2	41	17	64	121	70	38	2	5	178	276
LOC107987303	0	0	0	0	0	0	0	1	1	0
ITGB2-AS1	10	11	10	19	9	10	1	3	7	23
LINC01547	29	43	37	52	100	65	72	82	67	78
SLX9	943	1102	705	924	651	505	441	584	453	370
LINC00163	0	1	0	2	7	4	1	0	5	11
LINC00165	1	1	0	0	0	0	0	0	0	1
PICSAR	1	0	0	0	0	1	0	0	0	1
LOC105372836	8	2	6	6	16	13	7	6	32	26
SSR4P1	16	19	23	19	75	30	28	33	185	78
ADARB1	528	453	268	280	467	431	498	516	1662	2355
LINC00334	4	2	1	1	5	3	13	6	3	5
LOC124905062	0	0	0	0	0	0	0	0	0	2
POFUT2	1093	1160	1367	2044	2799	2132	1366	1454	1071	1412
LINC00205	721	842	1004	1229	3320	2116	1683	1784	1378	1608
LOC124905040	1	0	1	1	5	7	1	1	2	10
LINC00316	0	0	0	1	1	2	0	0	0	0
LOC105372839	0	1	0	1	5	1	0	0	1	1
LOC124905041	1	0	1	0	3	0	0	0	2	6
BNAT1	42	37	40	62	88	36	34	59	40	61
COL18A1	15578	19844	14408	18958	50897	31755	21177	22636	22254	15779
COL18A1-AS2	31	62	33	35	74	61	22	24	94	123
COL18A1-AS1	64	54	13	45	79	65	30	22	163	229
LOC124905042	22	20	13	13	25	40	13	6	101	150
MIR6815	0	1	0	1	1	0	1	0	3	3
SLC19A1	754	1041	422	577	805	730	334	318	407	492
LOC107985485	7	23	8	13	10	4	0	0	3	9
LINC01694	107	109	63	62	75	56	7	15	6	33
PCBP3	156	164	179	176	98	91	31	55	91	143
PCBP3-AS1	3	1	4	3	3	0	1	1	7	9
LOC124905044	5	4	3	4	2	0	0	2	1	10
LOC101928796	23	43	71	65	65	36	13	14	10	26
LOC105372841	20	36	86	98	14	11	4	2	7	11
COL6A1	6870	6438	24985	36708	18793	10934	6780	6951	15190	14985
LOC105372842	1	6	4	6	3	5	0	0	6	6
COL6A2	5093	4499	13131	22886	17950	12058	2146	1669	18008	20266
LOC124905043	20	18	28	37	32	24	7	9	36	87
FTCD	61	79	55	45	115	109	87	91	55	28
FTCD-AS1	3	4	2	2	2	5	1	3	4	3
SPATC1L	1017	1055	563	694	771	458	450	514	196	106
LOC124905045	3	5	4	13	9	4	1	4	5	5
LSS	4992	5588	2432	2413	2964	1699	2537	5730	2348	2044
SNORD159	18	32	10	7	15	22	8	12	31	31
MCM3AP-AS1	235	260	115	113	266	297	82	139	335	434
MCM3AP	3915	4304	3100	3750	5330	4862	2979	3458	4494	4393
YBEY	361	349	258	356	488	436	309	341	306	261
C21orf58	621	778	340	481	1727	1279	141	210	784	781
PCNT	2452	2307	1285	1370	2342	2054	1587	1638	2985	2943
LOC128092249	1	1	0	1	1	0	0	0	0	0
LOC124905046	189	239	124	200	408	387	139	163	475	532
DIP2A	1510	1240	1420	2021	2693	2679	1450	1442	3442	3368
DIP2A-IT1	2	4	10	5	8	19	0	2	30	33
S100B	1	5	0	0	1	0	0	0	43	271
PRMT2	1400	1780	1434	2181	3144	2347	3545	4248	4629	3691
LOC124905058	31	18	6	6	30	38	38	54	44	44
LOC124905154	0	0	0	0	0	0	0	0	0	0
LOC105379418	0	0	0	1	0	0	0	0	0	0
FRG1FP	7	5	7	13	14	13	8	10	3	5
LOC107984037	2	0	0	0	1	2	1	1	4	2
LOC102723769	0	0	0	0	0	0	0	0	0	0
LOC107987323	0	0	0	0	0	0	0	0	0	1
LOC105379516	0	0	0	0	0	0	0	0	2	1
LOC105379428	0	0	0	0	0	0	0	0	0	0
LOC124905168	0	0	0	0	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0	0	0	0	0
LOC112268291	0	0	0	0	0	0	0	0	0	0
POTEH	0	0	0	0	0	0	0	0	0	0
POTEH-AS1	0	0	0	0	0	0	0	0	0	0
PSLNR	0	0	0	0	0	0	0	0	0	0
DUXAP8	0	0	0	0	0	0	0	0	0	0
BMS1P22	0	0	0	0	0	0	0	0	0	0
LOC124905169	0	0	0	0	0	0	0	0	0	0
CCT8L2	0	0	0	0	0	0	0	0	0	0
TPTEP1	1	1	0	0	0	0	0	0	15	76
ANKRD62P1-PARP4P3	0	0	1	0	0	0	0	0	4	20
LINC01665	0	0	0	0	0	0	0	0	0	0
XKR3	3	7	0	1	1	0	0	0	0	1
HSFY1P1	0	0	0	0	0	0	0	0	0	0
GAB4	2	6	2	0	0	0	0	0	0	1
CECR7	7	3	4	1	1	0	0	1	2	23
IL17RA	534	584	590	761	588	449	441	519	482	533
TMEM121B	209	244	119	197	233	157	298	403	110	73
LINC01664	12	8	1	3	10	5	5	12	1	5
HDHD5	2717	2132	2300	3273	1401	1035	1718	2994	1458	993
HDHD5-AS1	4	8	10	8	9	4	2	7	11	12
ADA2	336	310	291	390	558	446	60	67	1115	1137
LOC107985573	4	7	2	8	7	16	0	0	8	16
CECR3	37	13	37	29	30	16	2	3	2	4
CECR2	12572	10866	10999	14068	10403	9405	2311	2561	1805	1389
SLC25A18	42	51	31	38	45	26	53	50	36	41
LOC105372850	11	0	6	8	13	9	0	1	4	5
LOC101929372	11	5	5	5	6	16	1	1	5	7
ATP6V1E1	2774	3040	2663	3106	2672	1942	2618	3004	2502	1705
BCL2L13	2557	2496	2315	3100	3468	2550	2649	3464	2405	1874
BID	596	922	180	171	682	604	336	612	523	467
MIR3198-1	1	4	1	1	1	0	1	1	0	2
LINC00528	2	0	1	0	0	3	0	0	4	6
MICAL3	1381	1542	994	907	1762	1492	2773	3143	11565	8986
LOC124905075	1	3	5	3	5	4	1	0	31	34
MIR648	0	0	0	0	2	1	0	3	12	19
LINC01634	0	0	0	0	1	0	0	1	5	6
LOC105372853	0	2	3	0	8	6	5	1	7	8
PEX26	2027	2705	1240	1358	2339	2008	2218	2430	1812	1703
TUBA8	21	25	13	17	26	27	14	17	86	59
LOC124905076	1	2	0	0	1	7	0	1	1	4
USP18	113	154	35	29	30	22	12	20	77	47
FAM230D	0	0	2	2	0	0	1	0	2	2
LOC105372858	0	0	0	0	0	0	0	0	0	0
LOC105379518	0	0	1	0	0	0	0	0	0	0
