	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4	IDA_1	IDA_2	IDA_3	IDA_4
PTK6	35	57	23	27	30	38	20	40	17	33	22	27	20	44	25	32	22	18	25	9
SRMS	8	4	2	6	9	7	9	2	2	7	7	2	1	7	5	6	5	1	18	6
FNDC11	11	3	1	4	2	10	6	14	5	6	9	6	5	3	3	3	2	4	14	4
HELZ2	1843	178	30	192	164	290	194	315	153	246	156	303	65	276	98	61	149	190	668	201
GMEB2	594	727	172	440	235	807	318	645	344	664	272	385	154	332	247	403	394	170	344	289
MHENCR	123	68	6	32	22	63	23	46	23	63	31	35	16	32	27	28	77	19	57	56
STMN3	51	63	19	41	48	91	85	279	172	65	18	80	7	85	16	24	77	36	120	42
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTEL1	44	50	6	20	16	62	23	39	34	43	18	34	5	38	29	17	24	5	20	22
LOC124904954	36	14	4	7	3	11	18	18	7	11	13	13	6	12	9	5	18	12	11	18
TNFRSF6B	7	3	0	3	1	3	0	3	1	3	2	2	2	3	3	0	0	3	0	2
ARFRP1	1963	1137	274	721	363	1511	581	987	540	1154	552	616	294	675	515	613	531	189	570	463
ZGPAT	1028	697	159	422	187	845	322	510	301	629	317	347	125	382	254	359	467	120	414	297
LIME1	115	103	15	73	34	129	58	88	58	78	68	53	23	61	34	55	49	33	84	62
SLC2A4RG	1251	1030	234	702	439	1100	526	1004	650	1130	493	599	201	613	355	468	217	237	293	253
ZBTB46	1486	1220	296	919	484	1585	758	758	475	1393	616	760	380	904	631	608	639	392	636	429
LOC124904956	42	25	8	18	11	29	28	22	6	41	27	32	7	37	30	27	13	9	24	9
ZBTB46-AS1	39	21	4	24	4	14	22	13	4	19	19	10	12	30	21	14	32	6	15	14
C20orf181	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	4	0
LOC112268269	172	225	63	185	101	204	135	197	122	255	105	120	66	155	108	139	154	72	241	105
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPD52L2	5300	5408	1722	3569	1540	6781	2683	5419	2723	4718	2488	2770	1383	2703	2296	2998	3407	1168	3499	2243
DNAJC5	3357	2836	927	2045	998	3734	1579	2845	1505	3024	1238	1693	779	1624	1074	1604	2359	749	1829	1376
LOC124904951	46	20	5	26	9	21	14	24	18	25	9	12	9	13	15	10	44	17	26	15
MIR941-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCKL1	1817	2219	509	1111	699	2277	1241	1332	829	1965	1020	1148	497	1558	1031	1179	859	525	841	685
MIR1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR647	22	54	12	22	13	32	43	32	17	43	19	30	14	49	35	27	36	18	28	24
UCKL1-AS1	448	242	59	166	47	171	238	103	49	235	224	197	39	343	167	122	109	26	149	92
ZNF512B	2790	2966	850	1820	885	3141	1409	1831	1026	2699	1244	1490	647	1685	1203	1590	1665	516	966	938
SAMD10	199	257	73	133	79	342	112	170	102	202	107	120	62	137	106	160	61	63	60	53
PRPF6	4113	3218	916	2010	1031	3796	1135	2776	1330	2556	1228	1369	823	1377	1099	1967	2241	841	1472	1238
C20orf204	38	35	6	15	5	13	21	23	9	20	13	16	3	22	10	16	21	10	22	15
SOX18	1	0	0	1	2	0	0	1	1	0	0	2	0	2	0	0	1	2	7	1
TCEA2	1280	995	199	572	325	1367	493	727	401	905	477	489	207	517	423	532	252	215	280	220
RGS19	60	56	13	46	33	120	38	99	56	48	37	44	9	49	25	12	36	28	42	33
MIR6813	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
OPRL1	74	124	18	77	77	125	45	74	38	63	41	46	18	54	62	60	31	52	21	18
LKAAEAR1	13	4	0	4	4	6	1	3	3	6	5	2	0	3	0	0	1	0	1	2
NPBWR2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYT1	0	1	2	0	3	2	1	0	2	3	0	0	0	0	0	2	10	1	7	9
PCMTD2	3222	2763	1140	2141	1291	3418	1173	2679	1304	2556	1240	1612	925	1431	1608	1852	2371	941	1340	1514
LOC124904957	55	58	13	44	7	43	10	50	16	28	14	21	12	25	20	45	33	8	17	8
SEPTIN14P20	0	2	1	0	0	0	1	0	1	2	0	0	1	1	1	0	0	0	1	0
LOC105379484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723996	0	5	0	3	0	4	0	12	4	5	1	3	0	0	0	1	8	0	4	8
LOC124905052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987292	1	5	2	2	1	1	0	0	1	2	0	1	0	1	1	1	0	1	0	0
CH507-9B2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101928576	33	49	9	45	17	39	16	12	15	61	18	16	21	18	17	46	58	12	11	16
LOC102724023	189	314	85	169	71	318	111	236	117	286	117	115	70	110	105	211	262	77	113	179
LOC102724159	94	107	24	47	29	98	51	65	46	75	55	65	23	40	47	38	91	28	61	52
LOC102724200	14	72	19	35	14	75	15	71	25	55	18	22	7	20	24	35	68	23	42	27
LINC01670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724354	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC102724370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH507-42P11.6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
LOC102724428	18	121	63	42	28	88	21	85	39	43	18	29	17	16	28	88	176	25	49	27
LOC107987288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124905049	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC102724701	22	10	1	15	8	40	6	19	4	5	10	7	2	4	13	3	1	7	9	5
CH507-145C22.1	0	8	2	12	7	15	3	2	2	14	4	7	2	6	2	8	2	4	5	6
LOC102724560	24	82	32	5	1	1	2	7	1	6	3	1	0	6	3	52	18	0	0	0
LOC102724594	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0
LOC102724652	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC106780825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8069-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379499	4	0	0	1	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0
LOC102724843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723553	12	9	3	9	10	31	11	8	5	30	5	10	3	16	17	11	2	7	14	10
LOC102723451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379504	16	2	1	27	17	11	21	11	5	4	3	17	16	23	16	8	7	45	16	5
LOC107983987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723475	8	11	2	7	0	13	8	5	2	10	5	4	1	9	4	5	1	1	1	4
LOC124900474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904993	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	1
MIR6724-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3648-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA18SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC27P9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MIR6724-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNA18SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC27P10	10	1	3	5	5	1	3	8	1	4	1	1	0	0	1	3	24	3	8	2
MIR6724-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA18SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC124904996	0	0	0	1	0	4	1	0	3	1	0	0	1	0	1	0	2	0	1	0
MIR3648-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT4P2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101930100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927345	3	0	0	7	1	2	3	0	3	4	1	3	0	5	2	0	5	3	12	13
NCOR1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372734	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372733	1	0	0	0	2	7	0	0	1	0	3	1	0	0	1	0	0	2	0	1
BAGE2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1
TPTE	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3118-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F29P	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
LOC110091776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LOC105377134	9	3	2	1	0	1	3	3	1	1	0	3	0	0	0	4	1	0	0	1
LIPI	0	0	1	1	2	5	1	3	3	0	3	1	1	0	0	1	1	0	1	2
RBM11	4	8	4	12	11	13	9	23	6	12	6	10	3	10	13	11	30	5	27	21
ABCC13	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	6	3
HSPA13	1672	1382	744	1260	607	2182	537	1932	1012	1375	655	805	526	654	628	955	2163	506	1338	892
LOC105369304	18	6	1	4	2	8	6	3	3	8	4	2	0	3	3	2	9	2	30	10
LOC124905053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
SAMSN1	4	1	1	1	7	2	3	15	3	0	0	1	0	3	0	3	24	5	18	10
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105372738	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	1	2	1	2	2
LOC124905054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASMER1	106	132	62	62	57	181	27	110	38	82	56	58	19	57	66	114	52	20	21	21
NRIP1	827	1059	513	712	507	1359	343	1473	593	905	407	517	362	491	384	797	1234	408	1005	488
LOC107985483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4
LOC124905047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	10	14	15
LOC105369292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	3
LOC101927745	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	85	12	52	34
LOC124905055	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2
LOC105369302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	3	24	11
LOC124905056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LOC124905073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP25	2586	2770	1313	2132	996	4882	951	2895	1403	2555	1167	1517	1033	1238	1326	2158	1205	764	754	684
MIR99AHG	615	936	367	431	167	719	299	548	236	743	350	383	238	384	429	647	184	92	100	95
SNORD74B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
MIR99A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7C	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC124904998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1
LOC105372740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC107985511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
LINC01549	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	1	2	0
TRG-GCC1-5	9	0	1	2	0	1	0	0	0	4	0	1	0	0	1	0	0	1	0	0
CXADR	2821	4398	2071	3631	1063	5202	1428	4310	2086	4140	1614	1905	1790	1714	1624	3097	4394	807	2259	1734
BTG3	1790	950	376	894	359	2053	458	1342	669	1210	548	627	327	493	534	541	1129	453	1362	730
BTG3-AS1	24	9	2	15	6	35	10	9	11	13	8	15	6	23	12	3	19	8	114	15
LOC124904999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	6	8
LOC124900465	5	1	1	2	0	4	1	1	0	0	1	0	0	4	2	0	31	4	30	9
C21orf91-OT1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	3	1
C21orf91	1174	821	460	1069	399	1551	419	1095	516	809	557	588	324	524	507	520	3000	349	1955	1345
CHODL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	1	5	4
CHODL	6	15	18	12	26	189	10	47	27	24	15	15	2	20	3	12	348	22	163	203
LOC124905000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS15	0	2	0	0	0	1	0	0	2	0	0	1	0	0	0	0	87	14	39	44
MIR548XHG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3
MIR548X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LOC124905048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	3	7
LINC01683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
LINC02573	1	0	0	2	1	1	0	0	0	0	1	0	0	1	0	0	6	1	9	2
LINC00320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	5	5
LOC124905057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCAM2	36	35	16	45	59	96	40	151	89	43	18	45	15	40	17	22	143	46	66	65
LINC00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LINC01425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	5	4
LINC01687	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	5	2
LINC00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
LOC107985508	0	1	5	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1
LOC107985494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	1
LOC105372747	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	4	8	5
LOC107985512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
LOC105372749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	5
LOC105372750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
LINC01689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
LINC01684	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	10	6
LINC01692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	13	5
LOC107985516	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1
LINC00158	9	35	9	6	5	15	0	14	7	1	4	3	3	3	4	29	33	0	14	7
LOC105372753	18	150	45	29	8	49	20	45	19	30	13	13	10	8	22	92	58	12	11	18
MIR155HG	3	5	2	0	2	0	0	11	3	3	0	4	1	1	1	2	19	4	16	6
MIR155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00515	20	22	12	15	9	23	5	20	19	25	9	12	6	7	7	23	47	12	16	12
MRPL39	730	923	437	487	256	1278	273	822	400	841	309	427	239	318	351	595	1214	335	599	551
JAM2	188	127	66	169	60	200	88	305	107	213	70	121	74	89	67	81	356	69	226	145
LOC124905001	17	86	37	55	32	84	25	30	24	49	24	48	22	51	31	72	93	39	101	27
LOC124905002	53	45	21	38	7	45	13	15	11	34	8	30	9	19	23	18	42	9	23	27
ATP5PF	2802	5950	2103	3355	1319	9422	1769	4608	2448	5152	2594	2558	1556	2080	2616	3547	3543	1424	2224	2189
GABPA	1094	1166	583	936	524	1382	447	1145	512	888	519	704	333	565	597	834	1860	389	973	699
LOC105372757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2
LOC105372756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
APP	28803	21664	8446	20290	8298	30285	12066	28434	13992	20824	10393	13041	6828	10530	9823	14221	7784	4833	6316	6190
LOC124900466	47	11	9	12	4	20	7	22	12	15	4	25	9	10	20	21	89	21	40	26
CYYR1-AS1	3	4	2	2	4	3	0	7	2	6	0	1	1	0	2	1	16	3	8	6
LOC105372758	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
LOC107985474	0	1	0	6	2	2	0	6	3	4	0	1	0	1	1	0	15	3	9	10
CYYR1	14	28	10	18	38	39	16	128	58	14	9	32	5	16	15	15	65	34	39	31
ADAMTS1	1548	1126	426	1234	944	2499	977	1472	757	1314	591	1108	410	788	420	602	674	349	816	423
LOC105372760	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1
ADAMTS5	86	99	71	205	191	164	128	235	131	122	25	179	95	201	74	129	103	85	255	49
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905050	0	0	3	0	3	1	0	1	0	0	2	2	0	3	0	3	1	0	1	1
LOC102724355	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	14	0	8	5
LOC105372759	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	14	6	16	8
LOC124905003	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	9	6
LOC105372762	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	2	4	3
LINC01673	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	8	0	4	3
LINC00113	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	2	6	1	2	0
LINC00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	4	3
LINC01697	31	7	7	28	11	36	24	10	11	29	25	11	8	14	29	6	42	17	25	31
LINC01695	2	3	0	4	4	3	2	1	1	0	3	8	0	5	0	4	8	2	3	7
LINC00161	0	2	3	0	3	0	2	0	1	2	0	1	0	2	0	3	6	3	2	0
N6AMT1	687	806	340	533	356	1140	346	620	353	815	417	503	270	501	466	501	393	230	295	219
LOC124905004	4	7	3	4	9	14	2	14	5	12	10	7	6	4	5	6	19	6	9	11
LTN1	1983	1925	962	1422	1081	2949	845	1940	931	1774	836	1057	654	1049	1005	1245	2006	1043	1600	1003
LOC105372766	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0
RWDD2B	287	350	150	310	114	622	155	278	134	401	153	155	132	151	140	242	427	147	277	215
LOC124905005	3	2	3	2	2	10	3	4	3	3	0	4	0	4	4	5	13	3	11	10
USP16	2078	1749	951	1393	610	3012	695	2173	1010	1687	804	1035	622	857	805	1300	1609	524	1005	851
CCT8	7970	6217	2668	4067	1914	10538	2437	6832	3315	5142	2489	2967	1827	2404	2248	4173	6058	2016	4434	3130
MAP3K7CL	216	63	30	263	53	169	90	716	245	120	78	105	46	59	73	29	100	48	120	67
LOC105372767	4	4	3	2	0	0	2	4	4	0	0	3	0	5	0	0	7	9	10	6
LOC124905065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00189	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	2	4	1	4	0
LOC124905007	0	0	1	0	1	0	0	2	1	1	0	2	1	1	2	0	0	0	6	2
LOC105369299	81	54	16	41	22	62	28	57	17	55	18	25	15	53	22	46	55	19	165	19
BACH1	1443	1717	812	1288	727	2105	672	2533	980	1146	652	846	482	756	820	1284	2129	592	1380	761
BACH1-IT2	0	4	0	1	1	5	5	7	4	6	3	2	0	2	1	1	1	1	0	0
LOC124905071	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985486	14	19	18	25	5	42	10	13	10	23	7	24	19	7	16	19	50	18	6	9
LOC105372770	3	2	0	0	0	2	0	0	0	0	1	1	1	0	1	3	0	0	1	0
BACH1-IT3	7	0	1	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	2
GRIK1	24	22	13	23	10	28	13	17	8	17	18	15	9	13	11	19	143	15	71	67
LOC124905006	9	19	12	12	6	6	7	12	1	12	3	15	2	7	5	13	15	2	2	2
LOC105372768	0	3	0	2	1	9	2	0	0	3	1	1	1	2	0	0	0	0	1	1
GRIK1-AS2	4	6	2	5	2	11	2	5	3	1	2	3	2	6	1	9	9	2	7	4
GRIK1-AS1	16	4	1	1	3	8	0	8	4	7	5	4	0	4	12	3	10	3	3	4
CLDN17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	11	5
LINC00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
CLDN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	2
KRTAP24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	1
KRTAP27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KRTAP13-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0
MIR4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105372772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	5
KRTAP13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	4
KRTAP13-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
KRTAP13-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	6
KRTAP15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
KRTAP19-1	1	0	0	0	0	1	27	0	0	0	0	0	0	7	0	0	46	8	43	58
KRTAP19-2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
