	CAR_1	CAR_2	CAR_3	CAR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LOC124903547	2	0	4	0	2	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0
LINC01586	3	0	8	0	11	2	0	6	5	1	0	0	4	3	3	5	0	2	0	1
AEN	756	838	610	645	1108	1163	426	786	331	246	351	167	534	311	877	681	222	339	422	211
MIR1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7-2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISG20	10	42	38	44	17	24	19	14	5	6	10	2	14	7	5	12	2	6	3	4
LOC105370960	0	4	15	4	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ACAN	5	11	52	12	24	52	30	5	1	34	29	6	25	0	1	3	5	41	0	2
HAPLN3	652	2052	1296	1435	1735	1383	544	1453	578	470	768	249	1068	241	842	919	526	959	485	280
MFGE8	2553	2341	2749	1407	25379	20389	10036	25721	11439	10323	10385	4150	16356	4932	13869	17571	7176	9102	8293	4101
ABHD2	3308	2171	1894	1866	2630	2650	1296	1759	1004	1123	926	463	1514	648	1813	1824	867	930	1198	560
CARMAL	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
LOC124903573	17	8	14	5	5	2	1	4	1	1	2	0	2	2	2	2	0	1	1	1
RLBP1	3	2	22	0	2	239	129	4	4	10	7	1	1	0	0	1	0	3	0	0
FANCI	140	198	148	209	1482	1455	866	1339	470	504	390	320	871	577	1507	1378	292	266	729	283
LOC124903548	12	4	5	3	2	7	0	7	2	3	3	2	6	3	6	10	1	2	3	5
POLG	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLGARF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRR-TCG1-1	0	0	0	0	1	2	0	2	1	0	0	0	0	0	0	3	0	0	0	0
LOC124903549	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-3HG	13	1	36	2	92	19	8	31	29	67	60	30	12	2	5	77	14	86	0	21
MIR9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984777	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
LOC105371031	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105370964	3	51	47	23	3	7	0	0	2	1	0	0	5	0	2	1	2	1	0	1
LOC112268153	2	2	9	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RHCG	19	124	75	59	46	27	22	35	12	4	15	9	65	2	4	18	6	8	4	5
LINC00928	0	2	18	2	2	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0
TICRR	33	119	92	143	250	370	236	357	139	137	126	100	234	123	319	332	105	92	143	61
KIF7	472	389	575	334	709	568	286	939	285	391	369	243	453	126	550	592	205	444	271	159
PLIN1	1	0	22	5	9	4	2	3	1	5	3	6	5	0	0	6	1	3	0	2
PEX11A	153	150	155	128	423	278	148	193	118	175	174	171	177	90	249	272	162	220	170	105
WDR93	2	4	20	1	5	8	3	3	1	5	6	7	7	0	10	3	6	9	4	6
MESP1	1	6	24	2	27	18	11	56	20	19	16	19	15	5	29	43	12	9	10	6
LOC124903550	0	0	14	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
MESP2	1	1	3	0	2	0	1	0	0	3	0	0	0	0	2	2	0	0	0	0
ANPEP	9	0	34	11	39	57	52	21	5	83	74	48	41	1	2	36	15	51	1	24
LOC124903551	0	0	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ARPIN-AP3S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP3S2	10	1	8	1	20	9	5	17	9	9	3	4	8	1	9	13	4	5	6	1
LOC124903552	35	7	30	12	40	27	13	23	5	13	11	12	25	9	25	18	14	14	18	10
MIR5094	4	0	2	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	3
MIR5009	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0
ARPIN	79	36	107	50	1133	1040	672	1072	492	771	635	544	824	491	1229	1088	551	723	910	369
ZNF710	267	445	345	290	4652	3041	1906	3107	1776	1752	1607	1650	3497	2153	5351	4074	1611	1772	4035	1298
MIR3174	5	4	1	2	3	0	0	1	0	0	0	1	2	1	0	2	0	1	0	0
ZNF710-AS1	0	0	2	0	14	22	4	12	4	5	6	2	9	9	22	11	4	9	12	6
IDH2	390	289	366	219	14414	8970	5065	11725	4800	4206	3754	2542	7721	5221	15576	9814	3001	3321	9565	2526
IDH2-DT	0	0	2	0	4	1	1	0	0	0	2	2	7	5	7	0	2	2	3	0
SEMA4B	625	651	628	542	2648	1842	1057	2088	998	1642	1616	968	1487	538	1672	2326	899	1649	858	560
CIB1	744	445	484	312	1200	919	474	956	337	412	404	210	519	273	965	756	308	471	457	158
GDPGP1	34	62	63	42	314	165	89	171	93	107	84	84	175	88	206	196	73	113	150	52
TTLL13	9	9	29	24	30	23	12	31	9	15	10	13	10	7	19	23	11	17	14	11
NGRN	1651	1047	1625	828	8630	4913	2614	6060	2495	2502	2231	1483	3693	2012	6131	5112	2161	2311	3658	1511
PERPP2	86	37	85	29	566	371	175	244	132	176	124	132	281	151	327	310	108	163	254	138
GABARAPL3	3	3	16	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2
ZNF774	102	153	156	144	153	105	34	132	51	53	54	43	78	23	64	79	61	54	38	27
IQGAP1	1555	1642	1947	1590	1926	3451	1669	1430	541	1086	923	727	1177	623	1163	1037	521	864	879	270
CRTC3	1019	1043	804	994	2598	1676	1039	1886	1095	1268	1271	768	1925	842	2252	2674	1248	1411	1343	757
LOC124903555	41	20	30	17	36	10	10	14	8	17	14	3	12	5	7	25	7	17	9	5
LOC124903554	24	24	33	24	36	13	8	14	20	18	10	7	19	5	17	16	16	18	9	7
CRTC3-AS1	2	6	8	2	4	2	9	5	5	2	2	4	4	1	4	5	5	7	4	2
LINC01585	1	2	5	0	0	0	1	6	0	1	3	0	1	0	0	2	0	2	1	0
BLM	14	44	57	51	234	255	119	205	60	88	48	64	103	91	257	166	46	28	153	43
LOC124903590	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
LOC105370969	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
FURIN	1048	1297	1002	999	2810	2105	1101	2596	1135	1322	1384	941	1702	678	2439	2251	864	1433	1169	550
FES	29	61	78	53	64	26	17	52	20	56	54	47	30	3	6	63	19	72	4	12
MAN2A2	1222	1699	1269	1244	3476	2105	1061	3144	1605	1684	1803	936	1735	999	3004	3008	1740	2105	1828	774
HDDC3	33	28	48	16	165	193	83	178	98	98	83	64	119	36	174	114	95	86	136	38
UNC45A	1157	1069	1299	901	1697	1322	738	1805	596	719	665	453	863	416	1255	1197	509	791	679	333
RCCD1-AS1	13	16	11	19	7	11	2	8	3	7	5	2	1	0	5	6	4	6	1	2
RCCD1	122	87	124	84	473	349	241	587	217	264	231	222	336	134	367	464	208	229	286	102
PRC1	184	375	228	307	2778	2206	1264	2733	934	750	534	637	1959	734	2167	2200	596	413	1017	470
PRC1-AS1	5	4	16	11	11	2	4	7	1	8	5	9	7	4	9	4	4	4	2	4
LOC124903556	8	3	1	3	1	6	0	0	1	3	0	5	2	1	1	2	1	4	2	1
VPS33B	377	359	449	278	700	575	261	632	222	303	239	200	324	171	512	435	198	271	367	119
LOC105370970	28	19	31	20	21	21	9	8	13	11	19	3	8	3	14	23	12	21	12	4
VPS33B-DT	1	4	10	3	7	2	5	0	4	4	0	3	0	1	0	3	4	4	0	0
SV2B	5	25	69	12	143	54	41	74	27	21	34	11	37	22	78	38	101	34	57	32
LOC105370972	0	0	4	0	0	2	1	4	1	0	0	0	0	3	0	0	1	1	0	2
LOC107984778	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CRAT37	1	0	8	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0
LOC105370973	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370974	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
SLCO3A1	539	493	531	451	3926	2804	1726	2435	1200	1491	1262	761	2294	1402	3666	3617	671	884	1720	804
LOC124903557	47	10	41	9	19	20	12	29	4	18	10	5	11	12	14	20	7	7	19	11
LOC107987227	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA2	42	129	97	110	866	936	485	1097	536	493	455	194	867	571	1176	1169	528	456	917	414
LOC104613533	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00930	0	0	10	1	9	10	7	7	1	1	3	4	1	3	14	10	4	5	17	2
FAM174B	34	71	76	79	322	476	248	485	143	199	151	133	221	201	575	395	156	173	407	108
LOC124903559	0	3	3	0	5	4	0	1	0	0	2	1	1	2	1	0	0	3	2	0
LOC101926994	3	3	7	7	13	25	9	10	3	9	5	2	10	8	18	14	5	14	17	8
ASB9P1	0	0	10	1	12	5	2	0	1	5	4	4	7	7	9	7	2	4	3	0
LOC124903558	1	2	11	0	26	10	8	10	5	8	9	6	9	2	10	8	6	26	8	7
CHASERR	441	574	555	484	2371	1414	700	2058	687	853	558	630	936	641	1491	1278	889	715	974	447
CHD2	1893	2451	1995	1958	6140	4545	2329	5788	2251	2645	2225	2101	3576	1955	4651	4254	2483	2810	3464	1468
MIR3175	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
RGMA	34	202	180	84	17	73	44	5	5	33	31	13	12	11	35	30	12	45	25	6
LOC101927025	0	1	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370980	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105370982	2	4	12	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900612	0	2	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
LOC107983974	2	11	36	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02207	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01579	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01580	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC01581	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105369203	0	0	4	0	1	0	1	1	0	2	1	3	0	0	0	0	0	0	0	0
LOC105370984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCTP2	36	94	124	72	56	117	53	12	11	46	45	47	16	23	44	30	19	45	27	8
LINC02852	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370986	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370987	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370988	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC440311	3	0	14	0	11	1	1	1	0	3	2	1	1	1	5	3	1	0	2	0
LOC105370989	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC105370991	0	3	28	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903581	0	0	16	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC105370990	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETR1	0	0	9	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0
LINC00924	0	0	15	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
LOC105370993	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903582	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LOC112268156	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370998	0	8	16	2	36	32	8	28	22	19	21	18	16	16	32	38	19	32	31	11
LOC105369212	0	1	11	0	1	5	2	1	2	2	1	4	4	0	0	3	3	5	0	1
NR2F2-AS1	1	0	16	2	5	8	4	12	2	3	6	3	4	1	0	2	7	7	1	2
LOC124903583	0	1	14	0	3	8	2	1	4	10	3	7	5	0	0	7	3	10	0	7
LOC105370997	0	0	8	0	0	0	1	1	1	4	1	0	0	0	0	0	0	2	0	0
LOC124903584	3	1	42	2	5	12	1	5	7	12	2	10	16	0	0	4	6	8	3	3
NR2F2	87	128	127	119	253	770	365	532	194	320	223	230	602	36	84	249	220	239	109	96
MIR1469	0	0	0	0	2	0	1	2	0	0	1	2	3	0	1	4	0	1	0	0
LOC101927263	0	0	11	0	0	5	1	1	0	2	1	2	2	0	0	0	0	0	0	0
LOC105371001	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371002	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8-AS1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA8	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
LOC105371004	0	0	9	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	1	0
LOC105371005	0	0	14	0	0	1	0	1	0	2	0	0	1	3	6	0	0	0	0	0
LINC02253	0	1	8	0	23	17	11	3	7	14	8	5	6	1	0	9	14	20	2	2
LOC105371006	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02254	3	5	13	7	14	13	2	7	3	4	8	6	9	3	5	12	6	3	6	1
LOC101927310	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371007	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
LINC00923	0	0	5	0	7	0	1	1	2	2	0	0	2	0	0	0	0	1	0	0
LOC124903585	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC4	2064	1479	1507	1464	2073	2740	1447	2555	1065	1332	859	1278	1323	315	612	1324	833	670	330	395
LOC105371009	0	3	13	7	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0
LINC02251	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01582	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371010	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02351	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FAM169BP	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IRAIN	38	9	27	6	94	49	10	77	23	14	23	13	54	11	45	62	42	41	40	28
IGF1R	2791	2049	2436	1893	9268	7078	3584	5429	2696	3303	2849	3042	6041	3236	7927	7866	2916	3365	5554	2628
LOC124903560	583	67	310	62	91	60	63	160	39	97	27	41	47	21	31	57	78	33	66	36
MIR4714	14	0	5	2	1	1	3	5	4	2	0	0	1	1	4	1	0	3	0	0
LOC124903561	392	79	299	79	90	45	38	90	38	85	32	35	50	28	35	66	71	44	65	33
PGPEP1L	1	0	12	0	2	0	0	9	0	1	3	0	3	0	1	5	0	3	1	3
LUNAR1	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SYNM-AS1	6	6	19	5	1	4	0	2	0	0	1	0	2	0	3	3	1	7	0	0
SYNM	2855	2956	2922	2141	12189	10529	4693	12563	5033	5663	4544	2487	9074	2842	6297	10544	5120	5539	5329	3708
TTC23	175	101	136	105	529	353	179	418	191	238	227	186	282	134	359	358	209	210	230	114
LRRC28	211	250	260	252	944	622	327	606	292	380	305	245	412	258	598	634	362	361	442	160
HSP90B2P	17	8	28	16	31	38	18	28	12	12	8	12	14	9	24	23	8	11	26	10
LINC02244	13	27	35	10	29	14	8	10	13	15	11	11	13	15	16	19	13	11	19	7
LOC105371017	3	9	23	5	31	4	9	12	4	6	6	10	11	5	16	10	6	8	9	1
LINC03080	0	6	21	6	14	1	2	1	1	6	6	2	0	3	3	7	1	9	0	6
LOC107984790	0	0	6	1	1	0	0	0	2	0	0	1	0	0	1	0	1	1	0	0
LOC105371019	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MEF2A	2354	2344	2365	2038	22373	15439	7388	18322	8627	9976	7600	7344	14553	7264	16159	19012	9232	8963	11690	7311
LYSMD4	394	575	326	453	1593	951	478	1436	621	737	665	438	791	297	898	1333	675	867	518	359
LOC105371020	0	1	4	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0
DNM1P46	1	5	13	10	10	13	9	27	9	13	9	9	10	8	23	26	16	17	13	5
LOC124903563	2	1	15	5	10	8	1	0	1	5	2	0	5	5	16	4	2	2	4	1
LOC400464	12	43	13	14	52	21	13	27	20	19	23	11	18	11	54	29	15	31	9	9
ADAMTS17	69	192	314	213	77	128	60	130	63	42	88	19	51	38	75	50	44	149	51	11
LOC105371022	2	4	16	7	2	4	2	1	1	3	0	4	4	2	1	2	1	7	4	0
SPATA41	2	9	10	10	6	2	4	0	3	6	6	3	3	3	2	10	3	4	6	5
LOC105371021	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CERS3-AS1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CERS3	1	3	22	2	2	0	0	1	1	2	1	1	0	1	0	0	1	3	1	1
PRKXP1	33	57	100	56	80	40	28	40	18	30	20	16	35	9	13	37	13	20	20	9
LOC102723335	3	4	4	2	3	4	2	0	1	3	0	1	1	0	2	0	0	0	1	0
LINS1	391	389	396	384	672	430	196	375	183	242	226	160	301	167	469	398	219	219	255	172
ASB7	404	744	582	722	732	475	291	456	245	315	268	249	440	261	586	479	225	288	337	191
LOC105371024	1	0	16	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0
LOC440313	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GCAWKR	0	3	33	2	0	8	2	6	3	3	1	3	2	1	0	6	0	2	0	1
LOC124903575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1A3	1	2	12	12	2	1161	501	2	5	29	35	2	6	20	25	16	1	22	30	9
ALDH1A3-AS1	0	0	24	0	0	145	39	0	0	2	3	1	2	2	1	5	0	3	2	0
LRRK1	8	5	76	25	34	53	25	37	14	24	19	21	12	10	20	28	7	23	5	5
LOC105371026	1	1	43	1	104	65	39	111	45	50	33	71	51	18	68	41	19	47	27	9
LOC124903565	5	0	6	0	45	8	9	17	24	12	6	7	23	15	45	12	8	10	22	5
LOC124903564	0	2	10	1	12	5	4	13	9	10	3	6	4	3	3	5	1	5	5	0
CHSY1	727	657	895	536	1900	1996	995	1637	621	888	693	903	1384	483	1248	1087	422	631	753	315
LOC107984727	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
SELENOS	962	627	764	456	2097	1605	799	1731	527	653	563	357	842	486	1255	1152	506	511	746	366
SNRPA1	1036	865	928	787	1181	956	479	1035	381	453	328	241	555	333	834	822	335	332	522	246
SNRPA1-DT	27	53	66	24	73	99	42	103	33	28	43	51	70	58	132	77	45	43	86	29
PCSK6	16	78	77	47	29	76	37	29	12	19	18	31	24	24	104	23	10	22	46	13
LOC100507472	0	8	21	2	1	1	3	0	0	0	0	2	0	3	4	0	1	2	3	0
PCSK6-AS1	0	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC124903566	34	91	174	39	2	9	3	8	0	3	3	1	1	2	6	3	0	7	4	0
LOC107987228	5	24	30	12	12	14	6	3	10	4	3	10	5	7	17	12	3	9	9	4
LOC124903567	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02348	8	4	23	1	5	2	0	4	1	1	4	3	3	0	8	3	0	0	2	0
TM2D3	295	150	222	106	2009	1134	599	1743	624	774	625	370	816	460	1257	1207	608	637	720	319
TARS3	602	908	737	952	4071	3027	1350	3289	993	1414	976	799	1948	1280	3227	2743	1072	1074	2558	966
LOC124903609	1	0	1	0	0	0	0	7	0	1	0	0	0	1	2	0	2	0	0	0
UBE2Q2P13	5	4	4	4	23	26	3	26	12	25	11	5	14	8	27	18	13	16	17	6
OR4F6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F15	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F13P	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM138E	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR1302-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASH3P	41	71	61	53	104	61	30	129	47	43	41	31	41	35	181	88	34	62	79	24
MIR6859-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DDX11L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723461	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905325	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723502	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900616	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723532	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX11L10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0
MIR6859-4	12	2	5	8	21	11	5	10	7	9	6	5	6	3	17	12	2	6	4	4
WASIR2	0	0	4	0	2	0	0	3	0	0	0	1	0	2	2	1	0	1	0	0
POLR3K	148	189	130	150	421	269	122	451	109	131	135	71	157	89	278	242	95	127	176	72
SNRNP25	410	516	387	371	1824	1033	615	1372	471	572	466	281	722	382	1281	1068	407	504	795	279
RHBDF1	1191	956	884	715	1472	1076	591	1323	700	713	859	341	835	295	1318	1276	665	938	648	350
LOC124903617	1	2	2	3	3	4	1	0	0	0	8	0	1	1	4	2	2	6	1	0
MPG	56	88	71	51	510	355	154	495	156	192	215	134	242	90	429	388	101	157	188	65
NPRL3	192	137	132	123	804	722	409	713	299	348	347	319	568	321	1197	666	289	389	674	185
HBZ	0	1	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107983982	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HBM	0	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0
HBA2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBA1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HBQ1	2	1	3	2	7	3	2	6	2	0	1	1	2	0	8	0	1	1	2	1
LUC7L	1014	1077	1116	694	3590	1751	903	2847	958	1159	1033	717	1190	572	2055	1793	1201	1328	1324	581
FAM234A	587	638	616	406	4092	2889	1659	3783	1646	1696	1816	1088	2576	989	3249	3205	1265	1588	1928	747
RGS11	280	149	217	57	195	188	122	399	171	161	184	81	155	54	162	236	130	216	114	51
ARHGDIG	40	49	47	23	56	58	34	68	23	13	21	21	14	8	31	15	14	12	15	1
PDIA2	22	66	41	28	16	13	6	29	9	8	6	6	3	5	14	5	12	12	2	1
AXIN1	817	1106	848	942	1090	899	457	1332	467	485	492	301	663	239	905	872	329	516	446	202
MRPL28	904	782	856	488	3045	1682	934	2441	960	889	778	571	1287	622	2428	1795	732	967	1235	449
PGAP6	1367	1497	1136	931	4325	2643	1506	3041	1422	1520	1654	910	1966	630	2619	2824	1046	1576	1073	606
LOC100134368	3	11	14	7	10	9	8	28	6	11	9	5	12	0	24	21	8	14	16	2
NME4	534	300	423	245	2161	1817	1133	1338	739	915	945	798	1122	608	2229	1406	596	923	1294	351
DECR2	82	116	122	87	564	413	217	503	247	261	259	157	321	87	339	432	214	282	141	100
RAB11FIP3	1430	1204	1543	783	3451	2779	1443	4035	1552	1748	1627	1166	2341	851	3120	2946	1466	1878	1927	798
LOC107987417	219	136	212	78	123	98	53	307	122	138	160	68	135	75	182	196	131	175	136	36
LINC00235	0	9	6	3	10	4	1	25	5	3	4	3	8	2	11	9	10	2	5	6
CAPN15	1999	1669	1693	847	1460	862	545	1971	869	884	856	521	832	297	1482	1362	656	970	696	303
MIR5587	11	11	10	5	4	4	2	10	5	6	9	0	4	2	5	5	3	2	0	1
MIR3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR35	0	2	17	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
NHLRC4	0	0	12	1	8	15	3	10	2	4	7	6	3	2	6	5	3	13	2	0
PIGQ	199	125	237	64	1504	854	499	1386	538	613	637	403	752	273	1195	1170	470	702	590	211
RAB40C	419	326	415	218	986	552	303	862	364	400	441	235	473	164	725	751	327	494	368	176
LOC124903618	291	285	309	193	313	168	109	312	107	156	154	97	234	84	330	332	107	162	259	90
WFIKKN1	1	19	11	5	10	9	1	4	2	2	3	3	6	0	4	5	4	1	1	1
METTL26	71	51	113	26	911	605	292	470	307	356	367	285	373	133	612	643	235	331	326	155
TRG-CCC2-2	0	3	2	0	1	4	0	0	2	0	0	0	1	0	7	1	1	2	1	0
LOC100287175	0	9	7	2	17	2	2	10	5	4	4	3	2	5	11	9	1	1	8	2
MCRIP2	103	100	146	50	1613	583	320	1123	414	368	329	266	635	220	1164	1028	309	443	540	198
LOC105371038	3	1	0	1	1	1	2	3	1	3	3	1	3	0	2	0	2	0	1	0
WDR90	627	783	493	346	698	567	351	1000	399	384	511	257	378	145	722	770	304	525	266	148
RHOT2	1529	2118	1472	1107	4438	2309	1311	4691	1634	1614	1783	1087	1888	808	3837	3281	1413	1941	1910	629
RHBDL1	4	18	13	5	176	72	36	131	60	48	56	69	79	20	151	102	69	121	42	17
STUB1-DT	2	8	5	5	4	9	1	14	1	3	4	1	1	0	7	5	5	12	3	0
STUB1	242	193	204	86	907	502	241	1127	304	307	249	174	402	112	713	674	214	284	277	128
JMJD8	144	106	105	76	757	495	262	753	313	333	326	159	457	159	547	554	227	279	308	155
