	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	DAU_1	DAU_2	DAU_3	DAU_4	GEF_1	GEF_2	GEF_3	GEF_4
MAU2	1359	3064	2954	2302	1291	2603	1629	1609	3236	1106	2022	864	1084	870	897	1191	1360	1819	1585	790
LOC124904656	2	8	0	5	2	13	5	5	10	0	0	1	7	7	1	1	2	1	2	3
GATAD2A	833	1723	2088	2344	1187	1773	1033	948	2501	619	1657	664	2308	3576	1058	2283	601	883	1191	569
MIR640	0	0	0	5	0	5	2	0	1	0	0	0	1	4	0	1	1	0	1	0
TSSK6	16	32	33	21	13	43	16	19	22	12	27	2	31	36	11	30	13	23	13	12
NDUFA13	2265	4618	5155	3775	1858	6341	2137	1887	6478	1018	2615	1159	1416	841	1580	1468	1485	2187	2886	1063
YJEFN3	294	541	570	322	187	826	349	364	521	227	319	102	407	397	409	697	375	538	351	117
CILP2	39	171	55	366	162	122	165	136	113	105	135	17	128	187	57	87	24	119	27	41
PBX4	17	11	23	12	16	17	18	16	32	18	19	4	10	24	7	11	10	16	9	4
LPAR2	68	178	239	194	96	146	133	118	163	104	82	63	144	447	80	157	110	151	97	67
GMIP	88	127	140	271	152	242	117	133	194	111	83	47	240	524	173	234	56	133	64	24
ATP13A1	555	1288	1394	1313	696	1264	717	829	1478	461	975	433	2143	1237	1501	2871	457	881	685	292
ZNF101	58	161	169	239	99	184	108	83	270	75	98	61	765	1151	315	298	52	90	104	47
ZNF14	93	253	242	248	103	256	164	98	398	130	179	110	37	109	110	40	122	141	198	110
LOC101060187	19	18	11	8	14	21	13	18	33	11	19	8	79	100	68	117	15	37	4	10
LINC00663	80	147	199	142	68	168	77	89	312	109	136	62	216	189	99	139	94	100	150	68
ZNF56P	3	9	6	2	1	0	5	2	10	5	9	8	13	10	8	14	6	15	7	2
ZNF506	265	675	786	649	333	589	373	235	960	335	579	426	155	116	362	126	293	264	605	271
LOC124904664	14	20	37	15	7	44	18	11	22	25	20	11	18	57	25	20	14	9	19	13
ZNF253	212	515	552	489	261	524	263	158	762	224	396	277	243	292	291	280	265	286	396	195
ZNF93	186	413	442	756	267	365	223	167	861	152	320	207	159	279	104	161	177	177	323	135
LOC124904665	11	19	50	16	8	20	5	10	47	6	7	14	72	244	28	86	9	16	31	11
ZNF682	119	342	429	423	163	318	181	120	512	120	222	210	336	315	221	98	112	144	313	149
LOC105372308	3	7	20	9	7	14	8	4	8	4	6	5	4	3	4	4	7	5	10	0
LOC105372309	1	0	2	3	0	0	1	2	2	0	0	1	3	12	7	5	3	0	1	2
ZNF90	29	124	156	136	68	78	67	40	180	75	84	51	160	187	55	48	33	48	115	37
LOC105372310	121	329	564	503	296	225	163	144	381	175	206	303	306	515	113	131	123	121	370	93
LOC124904662	12	30	46	18	20	3	10	8	58	14	11	6	52	95	9	33	8	12	18	4
LOC124904667	1	0	0	0	0	0	1	0	2	0	2	0	8	23	2	2	0	1	0	0
ZNF486	103	269	263	345	148	209	149	125	487	130	156	140	240	330	157	138	100	135	204	75
LOC102724427	0	0	0	0	0	0	0	0	1	0	0	0	1	14	2	2	0	0	2	0
LOC105372314	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
LOC124904660	10	26	54	31	17	15	11	5	37	14	14	28	4	18	10	4	6	12	47	8
ZNF826P	10	28	81	30	20	26	11	21	25	6	11	36	40	36	20	14	10	16	37	12
MIR1270	0	0	1	1	1	3	0	2	0	0	0	2	0	1	1	0	1	0	1	2
LOC124904663	1	8	25	6	4	11	4	3	6	2	5	5	10	9	3	6	6	6	10	2
LOC105372317	0	0	0	0	1	0	0	0	0	0	0	0	6	13	1	0	0	0	0	0
LOC105372316	0	0	0	0	0	0	1	0	0	0	2	0	3	1	4	2	0	1	0	1
ZNF737	192	406	597	418	183	414	267	199	640	320	322	289	231	132	199	169	288	316	410	147
LOC105372318	9	21	31	9	2	20	7	3	45	5	10	27	8	25	16	9	12	3	29	3
ZNF626	178	396	505	373	179	468	248	159	724	190	312	205	496	639	427	375	212	256	370	144
LOC105372319	1	0	8	0	2	0	0	0	3	0	0	0	23	18	14	7	2	2	0	0
ZNF66	19	83	64	45	38	64	40	40	68	27	50	47	72	106	46	44	28	45	54	25
ZNF85	77	197	258	257	121	197	112	84	268	120	141	118	206	156	115	87	70	104	177	81
LOC112268247	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ZNF430	79	170	199	243	138	192	137	77	330	100	158	107	118	122	159	108	88	98	166	79
ZNF714	388	994	1127	978	456	739	429	308	1282	354	718	561	359	474	340	346	354	390	910	320
ZNF431	828	2247	2420	1907	1063	1620	1187	973	2993	965	1751	1042	1214	774	1128	981	1117	1195	1908	826
ZNF708	218	429	540	494	242	487	274	198	682	245	333	316	152	93	263	152	235	280	411	165
ZNF738	364	638	891	783	443	887	463	344	1201	275	674	354	365	364	413	433	415	402	560	264
ZNF493	350	769	1107	751	364	857	503	310	1240	569	642	572	224	92	413	231	484	493	855	331
LOC105372321	439	1342	1098	1207	648	1114	555	479	1374	427	849	487	346	722	207	247	443	467	759	393
LINC00664	11	34	12	48	33	29	12	20	37	23	25	7	102	146	15	23	5	12	12	16
ZNF429	350	796	868	768	432	761	394	360	1314	335	610	336	524	496	489	353	451	455	610	277
LOC124904670	10	12	19	7	5	20	16	8	48	18	16	4	132	326	59	87	15	31	6	8
LOC101929007	7	22	3	5	2	20	15	5	22	9	14	2	24	21	13	13	6	12	6	4
LOC105372323	5	14	5	5	0	4	7	7	6	12	9	4	2	6	3	4	11	13	3	4
LOC400682	2	1	4	0	1	16	8	6	4	7	4	2	2	7	3	1	5	5	3	2
ZNF100	102	315	301	490	193	303	164	117	458	135	291	152	201	185	200	180	117	165	295	141
CCNYL6	5	8	7	14	2	6	6	12	18	1	9	5	9	11	12	11	3	7	6	3
ZNF43	271	898	1058	994	526	688	402	301	1251	320	617	494	305	311	282	211	286	329	780	329
LOC105372324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372326	0	1	1	0	0	0	4	2	1	1	1	0	1	0	0	0	0	1	2	1
LOC105372325	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0
ZNF208	193	384	913	264	147	392	314	187	758	391	246	481	156	175	399	198	240	290	715	169
LOC124904672	1	3	12	6	3	5	9	3	9	9	4	8	3	14	12	5	2	6	14	1
LOC112268248	0	1	1	0	0	0	1	0	1	0	0	0	6	13	2	5	0	0	1	0
ZNF257	16	29	124	40	27	20	17	21	51	20	21	42	21	20	15	10	12	19	75	15
ZNF676	48	130	409	121	51	85	66	44	217	116	54	192	26	36	72	19	42	55	311	47
ZNF729	0	6	14	6	4	0	5	0	8	2	1	11	2	20	1	4	2	2	19	4
LOC105372330	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF98	2	31	74	11	4	22	13	7	28	7	9	42	7	7	1	5	5	4	40	4
LOC105376917	6	2	1	3	0	3	3	3	2	1	1	0	4	8	3	2	1	2	1	2
LOC101929124	1	3	3	0	1	14	7	3	2	4	2	3	3	2	0	1	0	1	3	0
LINC01233	0	1	0	0	0	0	0	0	0	2	0	0	2	5	1	2	3	2	0	1
LOC105372331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01785	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
ZNF492	6	19	27	18	8	16	9	0	17	6	8	20	13	13	3	6	1	5	24	9
ZNF99	4	18	41	22	13	12	10	5	5	12	9	17	20	14	19	5	7	10	34	10
ZNF723	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
LOC105372332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF728	0	0	177	0	0	4	1	0	0	0	2	78	4	1	4	1	1	0	143	1
LINC01859	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0
LINC01858	1	6	7	1	1	4	3	4	1	2	2	1	2	2	3	0	3	3	3	1
ZNF730	177	698	760	626	350	371	314	290	609	190	400	340	81	104	46	31	166	259	576	228
ZNF724	33	106	114	121	52	79	35	21	122	46	61	56	88	150	29	43	21	19	88	44
IPO5P1	393	1181	1054	933	514	818	558	576	1252	405	744	457	311	205	295	171	485	686	709	424
ZNF91	1161	2842	3266	2331	1248	2511	1610	1194	4317	1472	2300	1515	862	755	1046	769	1761	1881	2868	1191
LOC124904675	1	9	12	5	4	7	1	2	3	3	1	7	0	1	1	2	6	10	10	5
LOC124904674	10	24	15	9	7	8	5	4	15	3	8	7	1	1	5	9	7	8	23	15
LOC107985285	5	4	8	4	4	15	2	7	2	4	7	4	0	0	4	0	5	5	12	2
LINC01224	65	191	208	142	79	87	76	70	164	49	121	88	3	7	5	6	67	62	121	52
LOC105372335	2	1	1	3	0	0	1	2	0	1	0	1	1	1	0	0	0	0	2	2
LOC105372334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC105372337	0	0	0	2	0	0	0	0	0	0	1	0	8	37	12	11	1	1	2	1
LOC105372338	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
LOC105372339	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF675	86	244	441	292	145	197	144	74	408	116	210	221	145	110	106	62	109	131	337	133
ZNF681	59	121	180	203	98	123	116	69	227	63	106	90	136	82	158	76	60	77	179	63
RPSA2	173	474	635	372	189	513	288	215	651	261	326	255	201	250	184	116	246	301	465	171
LOC124904677	1	18	36	16	9	7	8	5	28	9	9	14	21	27	20	23	8	13	14	7
ZNF726	14	30	112	58	22	42	30	17	30	12	26	41	31	58	8	16	10	16	79	14
LOC100505851	0	0	2	0	0	0	0	0	0	0	0	1	1	3	5	3	0	0	1	0
ZNF254	490	1156	1308	1215	615	1087	783	574	1687	506	924	646	319	190	455	313	576	776	943	450
HAVCR1P1	21	18	25	24	11	42	21	15	35	15	22	13	17	15	18	16	22	33	21	16
LOC124904678	21	35	41	16	16	41	15	27	43	20	24	18	15	27	25	23	34	28	24	20
LOC105372345	3	7	21	21	12	23	4	7	0	0	13	12	11	5	0	0	14	1	15	16
LINC00662	58	300	93	204	110	173	100	103	188	42	121	37	106	83	69	49	82	101	73	79
LINC02987	81	250	81	139	98	114	118	114	174	48	125	23	187	394	104	177	87	117	52	77
LOC105372348	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372347	0	1	0	1	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0
LOC105372346	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC100420587	1	2	1	2	2	1	2	0	4	1	0	0	9	8	5	2	1	5	5	1
LOC105372349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
LOC124904681	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
LOC102724908	0	0	0	1	0	0	0	0	3	0	0	0	2	0	3	0	0	1	0	1
LOC124904679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00906	0	1	3	0	0	5	0	1	2	0	0	0	0	1	3	1	1	0	2	1
LOC102724958	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
LINC01532	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC124904682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
UQCRFS1	1983	3956	4899	3470	1795	6086	1865	1773	6890	1180	2780	1787	2085	1309	1828	1520	1779	1694	2920	1171
UQCRFS1-DT	0	3	0	6	3	5	6	6	7	2	9	0	45	67	28	26	4	6	3	1
VSTM2B-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
LOC124904683	0	0	0	0	0	3	0	0	0	0	0	0	3	18	1	0	0	1	1	0
VSTM2B	0	1	3	1	0	0	0	1	0	0	2	0	32	30	7	9	0	1	0	0
POP4	265	549	564	686	325	648	290	252	796	172	405	210	434	293	277	242	225	253	385	183
LOC105372353	0	0	0	0	2	0	2	3	1	0	0	0	16	7	6	6	0	4	1	1
PLEKHF1	19	85	25	51	31	49	55	60	65	24	62	6	241	150	93	192	29	83	6	12
C19orf12	890	1695	1903	1705	920	1592	1110	839	2407	506	1316	691	648	431	652	650	910	998	1096	539
LOC107985345	0	0	0	0	0	0	1	2	0	0	0	0	8	47	5	11	0	1	0	0
CCNE1	200	407	492	443	246	485	213	180	655	91	252	147	727	1038	183	428	155	136	245	105
URI1	613	1285	1440	1580	824	1726	770	607	1929	540	1090	639	932	660	494	350	615	632	1068	481
LOC107985271	1	0	1	0	0	0	2	0	0	0	1	1	1	0	2	0	0	1	0	0
ZNF536	16	33	21	263	79	36	16	14	31	1	19	19	107	267	35	118	21	16	24	9
LOC124904685	0	2	1	1	5	6	4	1	12	2	5	0	2	1	0	0	0	0	0	1
LOC105372354	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
LINC01834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105372355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900621	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105372356	1	0	1	4	3	0	1	1	5	0	0	0	0	0	4	0	1	1	1	0
LOC105372358	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TSHZ3	13	54	43	236	130	30	86	75	69	58	74	13	261	482	150	135	11	87	32	13
LINC01791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ3-AS1	1	6	1	24	18	6	18	14	11	7	15	3	64	99	32	34	2	12	2	1
LOC124904794	0	0	2	6	4	0	6	7	3	4	3	2	40	60	20	13	1	4	1	0
LINC02841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
LOC105372361	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0
LOC105372362	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01837	3	2	4	0	0	2	0	0	3	0	0	2	1	1	6	3	0	0	4	1
LOC105372364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
LINC01533	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105376899	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01782	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
LOC124904688	0	0	0	2	0	0	0	1	0	0	0	0	11	38	4	12	0	0	0	0
ZNF507	685	1605	1693	1771	742	1395	918	691	1994	627	1262	760	1135	1569	896	709	709	821	1246	579
LOC124904689	0	2	0	1	1	1	3	2	0	1	1	1	0	0	0	1	0	2	1	0
DPY19L3-DT	8	25	42	24	14	19	13	14	24	5	19	5	45	42	31	22	8	17	24	11
DPY19L3	1010	2062	3048	3029	1342	1719	1544	1247	3209	910	1620	1387	758	1084	767	745	1208	1413	2001	878
PDCD5	687	1562	1871	1984	915	1947	899	496	2957	420	1016	628	669	527	751	316	689	703	1146	438
ANKRD27	365	719	625	705	445	878	415	356	978	255	510	212	351	469	262	301	395	371	369	226
SNORA68B	1	2	7	1	1	0	1	1	3	0	1	3	0	1	0	1	1	0	0	0
RGS9BP	3	6	3	5	5	10	6	1	19	0	3	0	25	70	4	13	2	3	3	1
NUDT19	196	492	516	609	266	392	244	194	747	208	468	249	233	267	182	128	195	209	367	173
LOC124904690	7	15	11	19	2	9	5	5	9	16	10	6	23	7	10	4	3	6	18	4
TDRD12	3	1	3	22	4	5	6	7	9	5	0	1	14	30	27	7	4	0	0	1
SLC7A9	4	1	12	8	2	3	6	6	14	7	3	1	10	40	2	5	5	8	11	2
CEP89	289	578	438	682	341	663	381	344	728	250	450	168	264	294	141	127	219	332	289	154
FAAP24	26	53	52	87	43	58	32	41	83	17	34	18	65	76	21	45	18	22	38	12
RHPN2	107	185	401	394	169	263	81	86	339	115	172	194	133	212	68	53	102	69	236	57
GPATCH1	232	467	361	352	195	505	250	200	633	174	291	111	178	212	152	136	177	248	222	137
WDR88	5	15	5	10	6	5	3	4	11	7	5	1	16	32	11	17	5	5	10	3
LOC124904691	55	115	123	110	36	97	35	61	96	64	81	29	199	289	87	120	54	65	58	33
TRT-AGT1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP3	286	956	730	589	299	717	384	344	742	253	551	169	271	479	167	270	224	331	364	196
SLC7A10	0	1	0	7	3	0	3	2	3	2	3	0	8	5	5	4	1	4	1	1
CEBPA	14	14	37	29	26	16	11	45	34	13	13	21	2268	1636	487	1319	14	68	29	5
CEBPA-DT	12	11	47	21	19	25	13	10	7	22	24	15	154	221	63	39	18	14	45	9
CEBPG	840	1766	1924	2022	1001	1850	806	605	2802	537	1258	797	1184	1520	724	630	907	756	1291	812
PEPD	448	979	1057	1084	530	1071	586	550	1337	274	634	291	441	266	247	305	429	538	577	253
LOC124904692	15	13	18	10	6	8	14	8	12	3	21	10	8	15	6	12	14	14	12	8
LOC105372370	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1
LOC100996681	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHST8	2	6	8	4	6	2	3	9	7	0	5	0	471	401	102	272	2	19	3	1
KCTD15	879	1746	2029	1631	907	2068	982	1103	2250	650	1256	657	1767	2623	857	1431	893	1239	1218	518
LOC124904693	0	0	1	1	0	0	0	0	3	1	0	0	3	0	2	1	2	0	0	0
SUNO1	5	10	7	9	8	11	15	10	11	10	9	4	38	26	25	13	7	12	2	1
LOC105372371	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	0	0	0	0	0
LSM14A	2377	4781	5440	5240	2586	5338	3083	2203	6698	2068	4226	2285	1272	1025	1690	1059	2483	2380	3703	1744
GARRE1	923	1780	2012	1925	894	2051	1221	1057	2402	806	1373	687	1621	1588	1173	1606	955	1168	1215	509
GPI	8766	17344	21514	14783	7797	15334	9420	7679	29960	10407	13322	7127	2899	3523	2627	3020	5860	6489	13547	4761
PDCD2L	71	209	173	160	80	262	112	91	254	75	134	65	18	29	48	33	106	81	117	52
LOC124904695	0	2	0	0	0	2	0	0	0	0	0	1	4	8	3	6	0	0	0	0
UBA2	886	1909	2176	2829	1282	1987	1156	848	3205	878	1533	911	1328	992	1396	732	897	921	1272	716
WTIP	700	1561	1847	1376	709	1676	764	766	1831	586	1077	467	735	1204	553	773	643	957	1078	380
ZNF807P	1	2	1	6	0	1	1	1	4	1	3	2	2	2	2	0	1	1	4	1
LOC105372374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
SCGB1B2P	6	11	9	16	7	8	5	5	20	4	4	2	11	6	10	1	7	10	2	4
SCGB2B2	33	52	28	46	18	42	40	31	65	42	44	16	120	130	45	55	37	34	32	14
SCGB2B3P	1	1	0	0	1	0	0	0	2	0	0	0	6	1	4	2	1	3	1	0
ZNF302	1002	2387	2393	2132	1090	2806	1333	895	4199	1160	1433	973	1778	1036	1202	627	1253	1233	1648	911
ZNF181	302	636	468	657	316	848	363	280	1302	265	481	245	898	428	452	226	378	382	379	243
LOC124904698	11	26	18	10	7	11	22	19	44	8	12	9	60	92	42	35	8	27	12	8
ZNF599	41	75	78	109	44	101	70	46	128	67	77	31	59	44	33	33	44	67	40	20
LOC124904696	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
LINC01801	3	5	2	4	3	15	7	2	7	6	6	1	2	1	9	1	6	10	0	0
LINC03049	7	2	4	10	2	19	8	7	9	7	4	2	2	3	6	0	3	7	2	0
LINC00904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372377	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
LINC01838	0	0	0	0	1	0	0	0	0	2	1	2	2	3	1	1	1	0	0	0
ZNF30-AS1	1	10	5	2	1	15	4	4	4	6	2	0	2	0	0	0	6	7	1	1
ZNF30	84	223	211	163	82	221	92	64	327	105	151	68	40	40	52	15	75	98	140	74
ZNF792	37	97	65	102	52	116	58	54	112	60	53	35	35	61	44	27	36	59	47	24
LOC124904699	0	0	0	0	0	4	0	0	0	0	0	0	5	5	0	0	0	0	0	0
LOC124904700	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
GRAMD1A	749	1502	1489	1668	859	1707	947	937	1736	640	1133	406	590	406	584	444	606	978	761	351
SCN1B	14	33	14	116	67	71	21	20	43	8	29	5	72	49	29	47	23	20	7	5
HPN	7	9	11	9	6	15	7	5	6	7	14	7	7	12	7	2	6	2	1	0
HPN-AS1	1	0	0	4	0	0	0	0	0	0	0	0	2	3	3	1	0	0	0	0
LOC124904701	1	0	4	1	0	0	0	0	0	0	1	0	2	1	6	2	1	0	1	0
FXYD3	0	0	0	0	0	0	1	0	3	0	1	0	1	1	3	4	0	1	0	0
MIR6887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGI4	176	242	639	216	95	306	187	157	320	178	217	149	21	25	58	57	238	245	421	65
FXYD1	1823	3961	2998	3031	1500	2933	1901	1560	4849	824	1957	816	462	808	221	545	1761	2072	2026	1044
FXYD7	8	9	13	12	7	15	6	9	5	4	6	2	0	2	0	0	10	17	12	4
FXYD5	71	73	79	350	183	77	126	130	186	99	93	24	80	144	150	37	49	81	39	16
LOC105372379	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
FAM187B	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	3	0	0	1	0
LSR	293	738	382	874	448	657	352	376	710	246	462	97	2174	1474	1709	1957	234	517	190	179
LOC105372380	17	35	22	42	19	29	27	16	31	11	22	8	19	9	44	45	11	32	14	15
USF2	1345	3628	3198	2694	1334	3649	1659	1437	4677	1200	2502	778	1320	1466	811	2111	1352	1657	1858	853
HAMP	25	25	0	52	41	34	20	15	34	61	30	1	8	4	0	2	40	26	1	6
MAG	1	10	7	17	3	8	5	5	1	2	1	1	5	0	2	1	1	2	2	1
CD22	2	14	14	8	8	5	7	9	3	8	8	10	8	1	8	2	0	10	7	9
MIR5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFAR1	0	1	4	0	1	1	0	0	0	0	2	1	2	0	0	1	0	3	0	0
FFAR3	0	2	1	1	0	4	0	0	1	1	0	0	1	0	1	0	0	2	0	0
GPR42	1	1	0	0	0	6	0	2	1	0	1	0	0	0	1	1	0	1	0	0
LINC01531	32	61	30	13	10	88	21	12	79	17	42	4	1	5	51	34	98	31	25	17
LOC101927522	39	81	29	35	15	74	41	38	45	21	34	13	29	2	17	12	33	57	15	25
FFAR2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0
KRTDAP	2	32	2	5	6	9	10	8	11	9	4	0	2	2	1	0	5	15	2	4
LOC124904703	0	16	5	5	2	13	8	8	5	6	8	0	4	0	1	2	9	22	0	6
DMKN	640	1892	459	1224	674	1213	1086	970	1589	736	711	106	138	213	507	186	840	1539	315	589
SBSN	1	0	4	2	2	0	0	1	4	1	3	0	14	64	6	12	2	3	0	1
GAPDHS	45	106	121	96	40	135	52	68	111	57	54	28	27	48	47	45	60	83	61	20
TMEM147-AS1	101	134	231	157	73	159	116	84	182	99	119	67	47	82	90	58	110	129	136	50
TMEM147	533	1116	1190	1262	617	864	628	621	1847	331	802	358	288	245	289	257	462	626	718	289
ATP4A	1	0	0	0	3	1	2	1	1	0	0	0	2	15	2	6	0	0	0	0
LOC124904704	0	0	0	3	0	1	0	0	2	0	0	0	0	1	0	1	1	1	1	0
PMIS2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LINC01766	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HAUS5-DT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HAUS5	244	665	488	479	281	669	337	311	661	207	339	135	144	143	78	81	222	329	285	147
RBM42	676	1570	1521	1285	745	2214	761	787	2062	509	1075	350	1103	961	720	949	524	773	787	370
ETV2	7	15	11	17	9	19	5	3	20	5	7	0	2	16	7	9	6	9	8	1
COX6B1	2965	5466	6315	5333	2806	5159	3226	2909	9349	1511	4290	2300	2320	2401	1982	2296	2415	2648	4903	1724
UPK1A	4	3	0	8	0	0	2	3	8	3	0	0	22	82	10	21	2	1	0	0
UPK1A-AS1	1	0	0	0	0	0	0	1	0	1	1	0	21	30	6	6	0	2	0	0
ZBTB32	4	14	12	9	4	24	8	16	23	11	12	7	163	81	90	55	5	32	4	4
KMT2B	1237	2237	2266	1787	1017	3023	1327	1405	2457	745	1785	642	2408	1619	1759	3357	1173	1723	1375	589
IGFLR1	38	89	63	75	37	132	44	63	79	17	49	18	320	459	99	261	35	70	42	23
U2AF1L4	200	348	342	280	200	345	236	291	529	125	257	89	705	771	389	902	214	282	242	109
PSENEN	539	931	965	943	575	1382	553	521	1419	252	675	305	488	313	409	319	494	568	480	229
LIN37	187	353	385	275	142	461	181	198	502	88	204	122	202	300	147	190	142	150	230	74
HSPB6	7836	15558	5632	23129	12760	9301	13704	11727	16329	4272	14261	2072	3919	10443	1656	2393	6818	10393	7305	7408
PROSER3	652	1321	1439	1585	728	1015	827	803	1804	389	1035	455	213	274	295	304	595	859	871	352
ARHGAP33	824	1355	1314	897	595	2029	866	968	1138	429	821	276	93	259	137	267	881	1202	700	285
LINC01529	11	14	2	11	9	20	10	16	21	13	13	0	3	16	4	12	20	29	5	3
PRODH2	0	0	0	1	1	3	0	0	3	0	0	1	4	13	3	8	2	1	0	0
NPHS1	17	21	51	37	22	64	13	15	71	14	15	12	35	79	16	46	31	18	51	12
KIRREL2	5	2	4	30	10	6	10	8	14	6	5	1	22	74	11	39	2	6	5	2
LOC107985317	0	0	0	1	0	0	0	2	0	0	0	0	8	20	2	6	0	3	0	0
APLP1	226	293	420	1282	568	651	254	188	570	154	397	178	936	756	764	483	138	224	242	80
LOC124904705	0	0	0	0	0	0	0	2	0	0	0	0	8	27	1	16	0	1	0	0
NFKBID	53	64	83	90	46	94	50	52	78	29	56	27	66	208	47	183	35	62	25	15
HCST	7	7	13	14	5	12	8	7	26	2	6	6	13	27	6	8	8	7	2	0
TYROBP	6	0	0	38	15	1	1	1	1	7	0	0	8	13	0	1	1	3	0	0
LRFN3	127	267	297	359	181	364	159	136	398	156	243	81	52	18	71	72	91	132	153	73
LOC105372383	4	8	9	4	2	6	2	4	13	5	7	1	0	3	1	3	3	6	4	3
SDHAF1	99	219	203	187	89	442	101	82	295	43	118	38	62	94	83	79	92	103	108	65
SYNE4	4	10	7	2	8	6	6	5	13	4	7	2	9	50	10	24	6	8	6	6
ALKBH6	113	247	219	237	109	258	129	117	227	87	145	56	167	287	115	151	94	118	136	44
LOC101927572	2	6	5	2	4	7	4	2	3	1	12	3	3	3	2	1	1	0	5	3
