	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	DOX_1	DOX_2	DOX_3	GEF_1	GEF_2	GEF_3
LOC101928046	0	1	3	0	0	1	9	1	3	2	0	4	20	12	0	2	4
LOC105370552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SYNJ2BP-COX16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX16	18	19	18	44	34	18	49	25	18	53	10	9	20	15	7	14	15
LOC124903340	10	11	2	4	5	11	12	7	8	19	5	50	81	62	5	9	9
SYNJ2BP	1157	630	852	875	851	632	1002	766	921	1755	730	772	752	526	750	942	656
LOC124903339	4	2	0	4	0	0	6	2	1	2	2	18	10	8	2	1	0
ADAM21	24	5	8	3	6	8	15	7	6	11	10	25	24	18	19	11	6
ADAM20P1	30	8	5	9	14	0	13	3	6	17	6	46	44	35	14	11	17
ADAM20	21	72	88	48	38	82	80	105	121	127	45	144	269	59	149	82	98
LOC105370556	0	1	1	0	0	9	1	1	0	0	1	2	4	2	1	0	0
MED6	230	132	211	258	338	129	261	148	186	387	155	292	253	230	127	183	126
TTC9-DT	0	0	0	0	0	0	0	0	1	1	1	3	3	4	2	0	0
TTC9	244	220	315	279	301	196	400	245	309	603	219	118	113	107	180	310	274
LINC01269	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MAP3K9	556	363	474	451	686	622	674	403	479	899	395	494	566	570	290	506	551
MAP3K9-DT	30	17	18	22	74	15	38	12	30	48	31	31	24	37	7	21	9
LOC124903341	0	0	0	0	4	1	0	0	0	3	0	4	4	0	0	0	0
PCNX1	1949	1209	1622	1346	1328	1702	1821	1758	2026	2999	1283	2641	2300	1627	1496	1648	1471
LOC105370557	0	0	2	0	0	2	0	2	3	0	0	0	6	3	0	2	0
LOC105370706	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
LOC107984654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIPA1L1-AS1	75	18	39	35	182	64	65	51	69	119	41	34	27	58	42	19	31
SIPA1L1	3569	1467	1946	1435	3365	3533	4529	3248	3742	4632	1893	1225	1594	730	2777	1800	2366
SNORD56B	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	1	0
LOC145474	4	2	1	5	5	3	0	5	8	1	1	1	4	1	9	0	0
LOC124903342	3	1	3	1	6	8	10	9	2	14	6	0	2	1	6	2	9
RGS6	92	44	68	38	67	55	60	96	96	162	63	7	16	8	155	62	73
LOC124903404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903343	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
LOC105370559	0	0	2	1	3	0	0	2	3	0	0	2	3	1	5	0	0
MIR7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPF3	1809	1130	1369	1638	2166	1234	1940	1402	1558	2055	821	418	557	362	1311	1420	1805
LOC107984711	0	2	0	0	1	2	0	1	0	0	1	0	1	2	0	1	6
DCAF4	94	53	64	83	188	120	161	66	82	222	104	269	294	231	51	96	104
TRC-GCA8-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ZFYVE1	590	273	412	375	666	337	857	371	443	936	364	1004	1043	1158	307	389	430
RBM25-AS1	15	21	11	16	30	4	18	17	17	25	9	59	46	98	9	11	8
RBM25	1962	865	1333	1516	2201	1083	2023	1121	1214	3205	1312	2414	2237	1876	938	1622	1389
PSEN1	761	386	583	613	967	418	932	525	576	1233	494	1612	1287	2132	400	578	459
PAPLN	580	578	539	501	859	665	1062	302	356	1958	650	164	252	224	421	859	1004
PAPLN-AS1	33	21	3	11	5	8	56	7	10	52	24	13	14	10	11	19	13
NUMB	949	523	625	579	1147	620	925	612	700	1418	614	1379	1530	1375	511	640	714
LOC101928143	0	0	0	0	0	0	0	0	1	1	0	1	1	4	1	0	0
HEATR4	25	16	7	10	22	22	27	8	20	23	10	12	22	20	16	10	11
ACOT1	203	98	143	139	232	48	187	109	131	319	158	154	160	150	105	132	76
RIOX1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903344	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACOT2	398	428	730	588	1280	346	1348	408	717	1134	429	637	1273	573	479	675	410
ACOT4	24	20	29	17	26	10	33	12	22	58	22	42	53	29	11	13	21
ACOT6	9	7	2	2	14	0	2	2	7	17	9	12	28	9	6	1	6
DNAL1	333	166	234	283	292	165	264	242	252	537	235	298	212	243	193	216	160
PNMA1	1703	1137	1792	1650	3211	1561	3602	1511	1765	3746	1666	2227	2776	1632	1133	1731	1528
MIDEAS	816	424	605	468	536	527	1058	462	649	1232	515	888	1077	842	471	621	715
LOC124903345	0	4	1	0	3	4	0	3	1	1	0	1	8	11	1	1	0
MIR4505	0	1	1	0	0	3	0	1	1	0	0	2	4	0	0	0	0
MIDEAS-AS1	42	22	23	18	104	11	79	24	43	44	12	36	32	55	43	42	11
LOC124903424	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02274	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0
PTGR2	410	204	282	376	515	165	390	262	296	553	244	267	257	142	224	310	223
ZNF410	503	219	386	499	1052	250	624	347	388	914	432	581	650	755	268	361	371
FAM161B	164	87	115	97	218	123	169	88	125	283	106	138	123	122	64	117	140
COQ6	94	70	71	129	199	71	194	70	106	175	68	86	120	72	74	83	95
ENTPD5	293	176	219	271	206	223	300	174	217	423	179	206	210	131	168	237	238
BBOF1	88	36	66	76	81	51	84	45	64	176	74	32	12	33	41	60	47
ALDH6A1	801	580	722	763	609	455	897	673	877	1653	669	535	406	800	655	786	440
LIN52	254	130	155	184	330	138	346	158	181	413	186	243	250	368	168	189	160
LOC105370563	0	6	1	0	0	8	0	1	2	3	0	2	5	1	6	0	3
LOC105370564	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
VSX2	0	30	44	35	10	5	0	1	0	11	8	3	2	6	0	22	6
ABCD4	984	429	517	572	1910	600	1486	508	589	1363	553	681	1150	488	511	596	800
VRTN	0	0	0	0	0	0	0	0	0	0	0	2	2	9	0	0	0
SYNDIG1L	12	6	7	26	27	12	23	9	20	21	15	4	21	7	15	18	31
NPC2	971	501	812	1102	1740	489	1575	657	792	1870	818	908	922	1280	530	682	503
MIR4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA2	350	176	279	348	807	140	393	241	282	443	222	305	300	173	163	224	164
LTBP2	159	91	115	104	132	140	195	133	191	1646	527	641	526	1090	147	138	123
LOC124903347	0	0	0	0	0	0	0	1	0	5	0	2	1	1	0	1	0
LOC124903346	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	1	0
LOC101928352	0	1	2	0	0	1	6	0	0	2	1	2	0	0	1	3	0
LOC105370567	12	35	31	13	20	19	18	19	26	28	19	10	14	23	65	26	24
AREL1	958	516	649	672	722	647	1083	640	712	1524	714	1249	1243	1354	515	684	724
FCF1	339	225	264	366	451	187	445	287	279	863	334	582	411	871	259	337	213
YLPM1	1535	1080	1421	1243	1765	1622	2307	1344	1674	2711	1046	1354	1765	719	1229	1563	1531
LOC105370569	4	10	8	8	17	14	12	7	13	11	9	12	29	0	18	14	6
PROX2	15	8	15	22	5	28	21	19	10	45	20	13	14	10	9	9	24
LOC124903348	13	2	10	11	27	10	32	7	7	34	20	0	14	10	4	4	30
DLST	2473	1454	2004	2417	3794	1477	3217	1605	1859	3808	1576	2794	3254	2167	1374	1817	1495
RPS6KL1	112	65	86	74	311	91	166	108	94	232	83	26	33	15	78	67	143
PGF	2	3	5	3	30	6	28	2	7	17	9	133	162	112	7	5	13
LOC107984690	23	17	13	17	33	10	35	7	21	20	17	30	34	14	26	28	33
EIF2B2	406	225	283	325	894	197	501	260	316	745	340	678	647	897	251	268	221
MLH3	472	232	338	274	537	265	456	264	310	726	336	305	305	249	249	320	357
ACYP1	165	84	84	143	211	54	149	76	80	191	76	141	129	117	42	108	37
ZC2HC1C	62	44	35	37	170	32	78	36	41	93	55	148	151	89	46	37	56
NEK9	2621	1167	1624	1599	2385	1480	2645	1693	1972	3790	1470	2444	2657	1877	1501	1800	1441
TMED10	2767	1445	2026	2268	2198	1161	2563	2033	2459	5686	2525	2462	1818	2513	1736	2160	1195
FOS	1361	38	41	46	85	23	54	42	61	177	52	915	873	1500	15	29	10
LINC01220	5	2	4	0	10	5	9	2	5	9	6	4	19	12	2	1	0
JDP2-AS1	30	13	31	27	31	3	29	23	38	87	26	44	21	46	26	26	2
JDP2	86	60	69	47	221	80	150	71	61	304	117	47	49	52	66	69	70
LOC105370572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATF	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LOC107984653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR2	20	7	8	13	17	8	24	16	18	39	9	13	21	23	17	13	13
ERG28	457	252	309	355	655	204	651	298	369	1060	399	179	145	207	226	317	179
TTLL5	554	367	395	362	467	314	618	396	447	658	289	261	270	165	399	420	253
TGFB3	272	139	193	180	805	321	318	245	321	1064	455	286	229	691	142	187	230
IFT43	351	127	176	245	968	154	374	236	209	581	232	276	302	339	168	241	174
LOC105370573	40	5	19	13	18	12	31	14	19	26	16	22	39	17	20	16	16
GPATCH2L	1353	856	1309	1118	728	874	1168	1073	1286	2121	846	2422	1509	2692	1017	1308	894
LOC105370575	3	0	1	2	0	0	0	2	2	0	0	0	1	0	0	2	3
ESRRB	81	61	70	99	92	44	151	81	99	111	35	126	219	88	42	62	37
LOC105370576	0	1	0	0	0	4	0	4	0	0	0	0	2	1	2	2	0
LOC105370577	1	2	3	4	9	4	1	3	1	3	0	1	3	0	3	1	3
VASH1	1862	1046	1339	1175	2721	1530	2610	1549	2030	2214	804	621	1024	389	867	1264	1213
VASH1-AS1	0	5	2	4	4	5	1	0	2	3	0	5	6	4	1	2	0
ANGEL1	602	313	334	313	569	369	722	360	423	712	262	470	601	255	356	440	451
LRRC74A	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0
LOC124903349	1	0	0	0	4	0	3	0	0	2	0	4	5	1	0	0	0
LINC01629	155	134	131	112	241	109	192	137	113	354	123	43	96	30	110	107	54
IRF2BPL	1190	1208	1581	996	2099	1197	2856	1151	1758	2457	889	1178	2118	767	1178	1553	1237
LOC105370579	33	5	1	7	49	1	12	8	9	11	3	103	115	86	7	5	9
LINC02288	0	0	1	3	3	0	5	0	0	1	0	23	20	36	2	2	0
LINC02289	0	0	0	0	0	0	1	1	1	1	0	12	7	12	0	1	0
LOC124903350	2	4	1	0	3	3	7	0	1	3	1	7	7	10	2	2	0
CIPC	1014	628	826	1115	1011	592	1282	872	878	1950	795	1728	1554	1491	828	960	675
ZDHHC22	2	1	1	1	14	0	3	1	1	3	5	7	9	7	1	1	6
TMEM63C	13	5	1	7	21	24	7	6	10	42	18	17	26	14	4	4	9
LOC124903351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMT2	486	232	299	321	727	285	688	276	336	635	288	974	1047	798	223	270	274
GSTZ1	283	113	165	200	658	99	380	146	188	440	197	388	409	341	142	204	176
TMED8	522	295	427	415	290	228	448	324	374	832	356	607	497	717	317	386	318
SAMD15	35	12	28	20	39	46	18	14	17	41	19	45	35	52	13	23	13
NOXRED1	7	5	6	8	7	15	7	4	7	15	9	17	23	30	9	7	17
VIPAS39	501	231	292	323	519	180	522	264	321	634	251	385	372	402	267	380	290
AHSA1	1585	670	1008	1219	3093	690	2000	916	1128	2232	964	1852	1664	2162	682	952	737
ISM2	5	0	0	2	4	2	1	0	2	0	0	2	10	9	0	0	0
SPTLC2	720	283	461	474	634	447	726	466	604	1018	469	583	543	468	384	490	483
ALKBH1	183	97	117	134	260	60	206	105	135	294	120	220	199	259	99	111	89
SLIRP	353	178	296	529	1027	142	511	218	255	618	281	360	269	259	161	236	160
SNW1	858	397	515	697	1123	357	929	450	490	1119	572	875	844	1228	381	608	474
C14orf178	3	3	5	2	4	2	10	1	3	4	0	2	18	28	5	2	3
ADCK1	200	113	135	150	373	140	288	152	159	286	120	339	463	226	133	152	134
LOC105370581	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NRXN3	22	4	7	0	2	5	5	2	5	75	21	4	3	8	4	6	10
LOC105370589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903353	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105370588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903352	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
LOC105370586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984630	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112267892	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105370590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIO2	5	4	6	2	11	2	10	3	7	10	4	0	2	2	2	4	0
DIO2-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEP128	57	46	46	52	72	60	63	65	74	94	39	20	15	21	33	49	22
TSHR	0	3	6	0	0	1	0	1	0	3	0	7	11	3	4	4	0
LOC101928462	31	34	20	13	10	7	22	14	22	29	2	53	52	50	21	24	14
LOC105370594	4	7	5	8	11	3	6	3	2	9	2	48	6	32	4	5	2
GTF2A1	394	424	576	534	340	329	449	412	517	1151	515	1219	567	1303	341	570	313
SNORA79	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2A1-AS1	6	1	2	5	4	1	2	5	3	7	3	71	33	94	4	2	6
STON2	3	15	32	32	24	22	7	5	9	14	7	30	20	30	1	28	11
LINC02308	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEL1L	1515	913	1326	1287	896	767	1261	1183	1367	2832	1335	2304	1382	2412	1059	1274	884
LINC01467	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984704	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC105370598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02301	5	1	0	0	0	0	2	1	0	9	2	0	0	0	0	2	0
LOC105370600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370601	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC02305	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC124903401	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370603	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
LOC105370604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2-AS1	24	29	41	30	61	39	51	37	36	32	29	744	632	494	16	37	18
FLRT2	1704	907	1639	1653	1962	1594	2507	1773	2110	4468	1948	6942	6268	8390	1315	1399	1384
LINC02328	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1
LINC02316	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02296	11	3	5	0	3	6	5	4	4	8	6	12	13	4	9	6	0
LINC02330	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GALC	632	333	505	584	523	325	653	382	393	840	365	807	570	690	373	529	383
LOC124903355	0	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0
GPR65	0	0	0	0	2	0	0	0	0	2	0	0	1	9	0	0	0
LINC01147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCNK10	0	1	0	0	0	0	0	0	0	0	1	27	22	55	0	0	0
SPATA7	209	96	85	108	243	68	181	87	100	197	73	179	131	58	116	127	73
PTPN21	2843	1540	2295	2133	2680	2168	4329	2334	2845	4126	1643	1433	1665	870	2301	2583	2578
LOC105370614	8	21	15	8	1	13	8	18	20	17	2	9	10	2	39	16	16
LOC124903405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H14	1145	410	653	721	1030	575	1045	621	668	1491	650	1143	996	1066	538	705	672
EML5	25	9	8	3	3	8	12	12	15	27	1	19	12	11	8	9	10
TTC8	311	117	173	187	287	140	278	153	170	494	217	81	78	52	170	170	152
TRA-AGC15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903356	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105370615	0	1	0	0	0	0	0	0	1	0	0	2	0	3	1	0	0
LOC124903357	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
FOXN3	1839	1003	1521	1512	1148	933	2013	1243	1518	2682	993	1888	1943	1470	1280	1801	1256
LOC101928817	2	1	1	0	5	0	0	1	4	2	0	9	7	0	0	3	1
FOXN3-AS1	37	12	23	19	152	14	61	20	19	61	25	214	257	179	10	14	11
LOC107984635	0	3	1	0	0	2	0	3	1	2	0	17	12	41	5	0	0
FOXN3-AS2	0	0	0	1	7	2	2	0	1	0	0	2	2	0	1	1	0
LOC105370617	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
LOC105370616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB11	85	34	35	36	64	17	65	37	35	98	30	8	14	13	45	27	14
LOC124903358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TDP1	152	68	87	99	152	107	140	81	86	218	86	163	194	156	82	64	85
LOC124903406	3	1	6	0	4	1	7	6	4	10	2	2	6	2	0	1	0
KCNK13	35	8	10	5	31	24	14	25	32	51	29	27	33	48	14	7	21
PSMC1	450	176	243	434	774	220	452	254	270	624	285	437	420	386	202	286	244
NRDE2	332	208	236	210	285	171	357	256	256	525	177	204	200	246	236	274	231
LOC105370618	0	0	0	0	0	0	0	0	0	0	0	2	5	4	0	0	0
CALM1	2749	1415	2082	2534	5069	1799	2932	2544	3027	5537	2516	2605	2503	2242	1254	1686	1132
LINC02317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	681	420	516	496	730	506	883	631	695	975	334	227	393	140	528	488	384
TTC7B-AS1	5	8	6	0	0	4	3	5	8	2	3	4	0	1	4	3	0
LOC105370622	0	2	0	0	0	4	1	1	3	0	0	0	2	1	5	0	0
LOC124903360	2	5	1	0	0	2	0	3	0	2	0	0	5	0	8	0	2
LINC02321	2	2	0	8	0	0	0	5	6	10	2	12	9	15	0	0	1
RPS6KA5	129	66	51	73	54	51	106	50	52	130	50	213	134	206	70	117	78
DGLUCY	1888	944	1136	1319	2359	966	2297	1414	1626	2693	1012	793	1011	464	1479	1340	1247
SNORA11B	0	1	0	0	0	0	0	0	1	3	1	0	1	0	1	0	0
GPR68	18	17	28	10	47	32	46	30	31	37	26	18	32	29	45	18	33
CCDC88C	8	12	18	15	10	33	12	5	1	21	6	30	7	45	5	18	18
LOC107984673	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
LOC105370624	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0
CCDC88C-DT	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
LOC112268126	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124903361	0	0	1	0	8	4	0	2	3	1	2	2	0	3	0	1	0
PPP4R3A	1102	564	941	1061	1139	654	1189	665	763	1668	753	2513	2086	1951	643	911	662
LOC101928957	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0
CATSPERB	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0
LOC124903436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC2N	1	0	0	0	0	4	0	0	1	6	2	2	2	2	0	0	3
LOC124903362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLN5	153	30	31	22	197	98	100	102	114	1935	625	34	35	658	78	32	117
TRIP11	909	410	584	587	512	472	588	554	550	1334	571	1141	735	1196	397	569	463
LOC124903363	4	1	3	5	11	4	11	3	9	6	1	15	17	16	4	5	1
ATXN3	180	132	178	198	258	102	207	148	147	488	157	378	269	392	152	177	125
NDUFB1	1006	472	621	966	1970	330	914	526	615	1305	632	626	672	501	464	588	403
CPSF2	620	373	480	527	675	394	688	484	534	1296	528	1023	714	1120	398	493	455
LOC105370627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A4	0	0	0	0	0	0	0	0	0	0	0	8	5	7	0	0	0
RIN3	58	50	62	36	129	68	121	102	149	199	91	52	101	63	129	66	84
LOC124903365	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0
LOC124903364	5	4	7	2	3	2	3	5	1	18	1	13	35	25	8	3	3
LGMN	1133	609	943	978	2287	717	1366	1080	1247	2125	844	2354	2537	2703	792	945	715
GOLGA5	602	212	341	437	636	277	599	284	330	889	414	1124	919	1298	224	329	330
LINC02833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHGA	319	104	100	110	704	152	396	23	76	86	15	125	223	53	12	69	261
ITPK1	856	530	635	523	1938	598	1429	851	1064	1945	804	832	1164	953	669	671	634
LOC124903366	69	20	14	5	3	56	44	28	20	42	13	24	27	9	19	21	46
ITPK1-AS1	3	27	10	8	19	27	17	10	19	18	7	20	55	14	27	13	17
MOAP1	1703	803	1143	1337	1802	785	2090	1174	1427	2205	924	2070	2153	1723	992	1327	973
LYSET	174	79	104	142	232	73	167	104	123	260	99	342	288	240	99	116	79
GON7	104	53	68	98	189	23	128	54	58	166	82	151	101	104	60	68	39
UBR7	967	438	687	770	1034	434	1018	636	662	1554	656	1275	1131	907	507	733	415
BTBD7	997	647	937	799	754	808	1277	748	868	1884	759	1121	1162	1007	706	913	939
UNC79	105	50	56	56	59	31	89	49	60	74	22	117	129	141	91	86	58
COX8C	1	0	2	0	2	0	2	0	0	0	0	0	3	1	0	2	1
LOC124903367	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRIMA1	432	274	376	222	335	223	562	277	343	847	279	80	40	201	276	314	288
LOC105370631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A-AS1	13	3	7	4	8	5	12	25	19	14	8	0	5	0	7	5	6
FAM181A	7	8	9	0	0	20	4	12	15	10	4	3	3	2	12	7	7
ASB2	3239	3002	4540	3796	8000	2826	6778	4151	5317	8842	3396	616	1120	268	2648	3464	2131
MIR4506	24	11	18	7	13	21	11	13	18	19	4	0	5	0	19	14	9
LOC107984663	17	7	3	8	14	8	12	7	6	12	3	74	92	20	12	13	29
CCDC197	2	1	0	0	2	0	9	3	4	5	2	17	37	14	9	2	1
LOC124903368	2	0	0	0	0	0	0	3	0	0	0	10	9	2	3	0	0
OTUB2	28	8	14	26	15	18	38	7	10	27	12	38	48	39	7	19	6
DDX24	3895	1739	2419	2714	5625	1537	4034	2400	2837	5137	2252	7673	6416	9666	2172	2534	1900
IFI27L1	213	64	82	123	324	70	239	75	77	289	106	92	82	109	82	79	84
IFI27	22	9	11	18	101	17	44	93	60	126	55	60	60	499	20	7	12
IFI27L2	394	192	224	324	1557	147	567	229	322	781	324	52	20	36	184	210	152
LOC105370634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R4	5	1	2	2	1	4	1	5	3	5	0	11	9	13	0	2	6
SERPINA10	0	1	0	0	0	3	1	0	0	0	0	0	1	3	0	0	0
SERPINA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA1	17	5	7	4	18	0	90	0	1	14	6	8	9	26	2	0	10
SERPINA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370635	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SERPINA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA4	0	0	0	0	4	0	0	0	0	0	0	2	1	1	0	0	0
SERPINA5	0	2	2	1	0	0	3	0	0	0	1	0	0	3	0	1	0
LOC112268127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	0	1	1	0	2	4	0	0	0	18	11	29	29	516	0	1	0
SERPINA13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSC-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984646	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DICER1	1164	740	1180	980	613	852	1007	774	842	2105	935	2186	1355	1524	647	985	1024
MIR3173	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
DICER1-AS1	28	7	6	18	48	7	37	13	15	16	13	65	69	60	12	15	28
CLMN	46	27	24	28	86	37	56	21	39	39	19	25	14	10	17	27	98
