	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	EPI_1	EPI_2	EPI_3	EPI_4	GEF_1	GEF_2	GEF_3	GEF_4
LRRC8E	45	87	50	33	17	17	26	36	21	19	13	33	14	29	105	50	13	24	21	18
LOC124904630	2	2	0	1	1	2	3	0	0	2	5	0	2	2	6	18	1	1	0	0
MAP2K7	1348	808	407	739	421	522	510	1028	342	658	268	982	32	63	116	146	241	555	544	394
TGFBR3L	19	12	3	12	11	5	9	8	8	7	3	13	5	9	60	33	2	9	5	4
SNAPC2	461	347	200	450	167	223	213	345	121	267	86	346	21	28	131	78	74	152	174	137
CTXN1	219	259	144	179	80	66	53	107	32	115	59	244	56	70	95	115	21	114	36	26
LOC124904629	1	1	0	0	1	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0
TIMM44	1874	1091	527	1470	545	593	588	1209	339	860	429	1419	105	150	695	410	337	845	619	488
ELAVL1	4083	3243	1477	2527	1187	1672	1379	2930	973	2322	1123	3678	612	967	1454	1678	946	2152	1338	1098
LOC105372266	20	20	14	27	8	12	6	35	6	20	8	23	16	25	63	62	9	25	19	13
CCL25	1	2	1	0	0	1	0	0	0	0	0	0	6	11	45	44	1	0	2	0
FBN3	14	118	59	36	8	43	51	28	15	14	11	85	44	76	322	210	14	52	57	15
CERS4	1189	742	479	871	399	576	602	910	368	689	220	850	105	176	544	349	312	529	882	477
LOC107985282	44	25	22	32	15	17	18	55	12	36	17	39	3	7	24	18	25	44	30	28
CD320	734	572	327	750	252	224	231	570	150	368	204	733	292	422	606	902	128	384	227	148
NDUFA7	1014	707	381	807	504	419	407	894	232	496	243	1014	376	473	1172	1549	153	533	456	364
RPS28	6467	3582	1725	3414	2117	2538	2162	4111	1056	2268	1224	6315	1436	2189	4505	6291	719	2876	2629	1477
KANK3	0	3	3	0	2	0	1	1	1	0	2	3	19	20	49	41	0	1	6	1
ANGPTL4	39	23	2	16	5	4	10	9	22	12	4	12	29	53	97	68	3	8	11	6
RAB11B-AS1	76	55	26	78	26	20	17	59	9	33	21	52	8	4	31	41	11	46	37	28
LOC124904632	9	26	3	19	5	7	11	4	4	7	5	10	7	14	53	49	4	14	13	8
MIR4999	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4	0	0	1	0
RAB11B	4153	2895	1578	3224	1613	1892	1665	3367	1123	2718	861	3125	664	1134	2537	3348	942	2010	1808	1323
MARCHF2	1529	879	467	1200	575	540	490	961	315	824	288	955	420	804	1328	2371	193	530	565	397
HNRNPM	7002	5593	2914	7064	2018	3049	1972	5576	1867	3950	2135	5872	869	1239	3372	3261	1581	3794	2076	1711
PRAM1	10	3	8	11	3	4	9	21	12	6	1	5	5	3	44	26	2	1	19	10
ZNF414	347	216	111	224	125	142	130	307	120	174	68	293	13	18	36	52	69	166	145	77
MYO1F	35	77	37	30	22	31	24	33	32	26	16	52	17	23	59	50	8	33	45	11
LOC124904633	8	5	6	13	6	6	7	0	8	5	2	8	2	7	7	24	3	14	9	3
ADAMTS10	324	330	195	373	165	273	303	313	272	232	92	459	88	94	717	432	78	255	405	198
NFILZ	0	0	0	0	0	0	1	0	0	0	0	0	8	7	5	2	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ZNF558	0	1	0	0	0	1	0	4	1	1	162	421	4	3	15	1	0	244	1	1
MBD3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
MUC16	2	1	0	0	0	2	2	0	7	0	2	7	12	17	44	81	0	3	11	5
OR1M1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
OR7G2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	0	0	0	0
OR7G1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
OR7G3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	3	0	0	0	0
ZNF317	1410	1200	544	1225	479	579	495	1012	356	786	428	1131	104	124	122	165	330	723	503	448
OR7D2	4	0	1	0	0	2	5	6	2	3	3	1	0	2	6	16	2	4	3	4
OR7E24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0
OR7D4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	1
ZNF699	297	298	114	268	101	159	116	200	127	183	109	245	95	80	173	165	94	193	147	123
ZNF559	326	217	86	213	75	127	96	228	115	165	112	237	15	26	62	68	81	194	120	96
ZNF559-ZNF177	12	7	7	10	4	4	0	3	1	7	1	2	0	2	11	1	1	5	2	4
ZNF177	3	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
LOC112268250	3	2	0	9	0	2	0	1	1	1	0	1	3	1	5	3	1	1	2	1
ZNF266	1990	1230	624	1256	441	666	606	1108	530	760	587	1720	157	244	394	453	417	1209	665	604
LOC105372269	53	15	10	34	24	32	25	23	13	24	7	19	11	8	20	33	7	13	20	27
ZNF560	2	1	0	0	2	1	2	6	2	0	0	6	3	2	14	9	1	2	1	0
LOC105372268	10	0	3	7	1	1	4	0	1	3	0	3	5	3	20	6	2	0	2	1
ZNF426	1192	952	435	749	333	450	397	867	447	677	391	786	56	85	146	138	311	577	490	408
ZNF426-DT	29	20	11	14	13	20	12	27	22	14	6	18	10	12	48	36	6	11	17	17
ZNF121	2296	1606	803	831	386	505	415	1317	688	1127	695	1434	294	426	1267	1168	554	1195	455	427
LOC105376914	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	3	0	0	0	0
ZNF561	2219	1631	888	1042	651	840	759	1585	678	1096	600	1261	349	454	1513	1193	494	875	939	746
ZNF561-AS1	304	250	113	235	100	124	77	193	69	148	83	218	99	104	208	289	65	151	120	81
ZNF562	1166	773	369	558	278	372	404	831	339	630	434	975	119	163	275	319	289	706	407	350
ZNF812P	5	0	0	0	1	1	0	1	2	2	0	0	8	5	70	74	1	1	3	0
LOC105372270	4	0	0	0	0	4	0	0	1	2	1	0	3	4	19	21	2	1	1	1
ZNF846	858	506	281	735	339	445	345	588	334	461	238	557	78	124	356	351	251	350	453	371
LOC100505555	17	7	15	28	9	8	11	14	4	3	5	14	11	18	48	58	7	6	11	4
LOC124904635	1	3	0	1	2	2	1	7	1	3	0	2	10	5	13	7	0	0	1	0
FBXL12	1278	922	481	1124	420	544	608	1084	391	608	381	1192	194	281	842	797	288	679	726	441
LOC124900430	12	4	2	16	2	2	3	8	0	4	0	13	1	1	12	11	0	3	2	3
UBL5	4421	2992	1457	3788	1606	1888	1344	2770	690	1819	807	2722	2258	2630	8514	8806	703	1816	1774	1344
PIN1-DT	0	0	0	1	0	0	2	3	0	1	0	2	6	6	19	9	0	1	5	1
PIN1	2478	1400	825	1765	869	907	775	2014	425	1110	396	1864	289	453	921	1401	421	927	869	603
OLFM2	136	206	112	73	20	115	95	42	63	49	19	60	123	174	404	149	7	37	125	21
LOC124904636	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	12	1	0	0	1
COL5A3	81	155	88	63	13	243	210	60	67	93	2	6	57	90	469	97	18	2	180	6
RDH8	0	0	0	0	0	0	0	0	0	0	0	0	5	1	11	15	0	0	0	0
MIR5589	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
C3P1	0	0	1	0	0	0	0	0	0	0	0	0	5	23	63	62	0	1	0	0
SHFL	166	181	125	396	75	137	120	143	107	114	1	15	33	54	224	119	35	15	153	80
ANGPTL6	6	4	1	1	3	1	4	5	4	2	0	0	7	13	42	34	2	1	5	3
PPAN	135	108	36	100	38	45	28	94	33	62	25	91	22	26	106	74	25	63	44	33
PPAN-P2RY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD105	1	0	0	0	1	1	0	1	2	1	0	2	0	0	1	0	0	0	0	1
SNORD105B	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
P2RY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3G	3324	2321	1192	2831	1033	1242	1238	2450	708	1727	803	2772	191	252	666	518	628	1874	1218	903
DNMT1	4228	3266	1838	4110	1511	1786	1585	3744	824	2600	1137	3545	328	479	870	1224	877	1875	1381	1089
S1PR2	788	455	227	359	144	228	224	431	168	387	122	468	28	28	99	68	140	285	201	145
MIR4322	6	1	3	0	0	0	6	4	2	4	1	3	0	0	2	1	0	4	2	2
MRPL4	1301	788	399	1019	450	453	434	917	305	609	239	1096	67	88	270	192	193	574	435	305
LIMASI	0	3	0	0	0	0	1	4	1	1	0	0	1	0	9	9	1	0	0	0
ICAM1	201	838	358	117	58	189	183	429	135	170	75	140	451	413	1486	476	153	78	246	59
ICAM4	65	21	16	43	10	16	23	31	18	14	8	31	12	15	86	20	2	27	29	39
ICAM5	57	54	34	82	25	36	51	45	33	59	9	39	81	94	400	250	22	22	41	21
FDX2-ZGLP1	8	3	7	12	6	6	6	4	5	9	4	1	4	3	32	22	4	6	6	4
ZGLP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FDX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAVER1	1634	1304	734	1234	616	757	772	1406	534	1041	422	1364	112	132	279	234	368	810	692	467
ICAM3	130	92	51	99	54	51	49	105	31	77	35	107	20	26	96	82	37	54	54	34
TYK2	2542	1760	985	2444	953	1159	1208	1993	703	1442	574	2043	275	509	1205	1221	476	1049	1281	848
CDC37	4248	3171	1697	3809	1600	1846	1473	2908	1003	2280	833	3262	1475	1893	6418	5161	779	1942	1885	1237
MIR1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4A	42	92	50	51	22	31	43	21	29	50	4	14	36	55	107	82	3	9	30	15
KEAP1	3091	2207	1148	2742	1114	1372	1122	2593	740	1697	664	2362	94	112	173	136	685	1367	1289	990
S1PR5	21	115	56	5	3	18	24	10	9	12	4	18	5	10	20	18	1	5	21	2
ATG4D	1190	705	374	1154	418	428	448	898	225	659	255	956	22	71	115	96	236	496	400	354
MIR1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRI1	709	563	307	888	286	355	298	503	237	431	186	713	79	112	187	243	176	528	306	259
CDKN2D	540	336	209	472	195	157	167	416	78	242	124	460	166	194	343	505	81	174	143	105
AP1M2	2	54	13	2	2	3	1	11	1	2	6	12	16	14	59	60	0	8	2	0
SLC44A2	5200	4168	2223	4341	2012	2718	2642	4739	1374	3494	1098	3348	1889	2337	6313	7574	1268	1779	2439	1658
ILF3-DT	442	368	216	444	152	217	221	477	144	258	121	444	125	176	578	533	138	264	270	187
ILF3	11786	10226	5271	11477	4528	5335	4883	10482	3180	7020	3601	11428	2986	3597	7584	8902	2748	6646	4986	3897
QTRT1	556	432	254	484	231	276	270	427	159	298	116	564	116	197	715	390	92	286	300	164
DNM2	4854	3580	1791	4055	1734	1951	1771	3552	1253	2694	1119	3533	320	487	1032	1126	915	1986	1939	1409
MIR638	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904637	3	5	3	8	6	10	3	10	1	3	1	8	5	3	24	25	2	9	3	3
MIR4748	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
MIR199A1	2	1	0	6	0	0	2	3	2	0	1	1	0	0	0	2	2	6	0	2
MIR6793	3	1	1	0	0	2	0	0	0	1	1	1	0	2	4	0	0	0	0	0
TMED1	1733	939	529	1708	544	529	482	1251	277	652	334	1175	51	76	123	126	271	579	515	421
C19orf38	4	12	3	5	1	7	12	2	6	4	2	2	14	15	52	33	0	0	19	0
HIKESHIP2	1	1	0	1	1	0	1	0	0	3	0	0	0	6	5	1	0	1	0	0
CARM1	1694	1350	760	1109	677	916	960	1458	576	1083	409	1301	228	327	737	788	396	874	921	586
YIPF2	702	484	287	545	219	292	297	460	191	349	134	467	28	42	101	55	80	208	321	162
TIMM29	687	401	184	625	207	212	185	450	147	293	139	511	32	46	78	74	127	237	203	171
SMARCA4	4645	4655	2419	4411	1667	1919	1762	4118	1317	3250	1563	4747	275	443	564	635	1020	2981	1555	1153
LDLR-AS1	6	3	2	7	0	3	1	2	1	1	0	1	0	1	25	11	1	0	4	0
LDLR	6680	12174	5528	11028	4323	5784	5409	9372	1250	6129	3691	9613	624	514	1330	1353	2604	6033	3807	2877
MIR6886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC24	774	557	360	579	209	199	158	758	166	522	166	652	25	48	45	117	135	283	97	120
KANK2	12730	9990	5384	11285	5544	7783	6600	13848	3848	9324	2728	8533	651	615	1648	1538	4219	5426	7220	5509
DOCK6	613	613	297	614	232	389	439	493	298	377	94	333	110	139	645	344	97	201	424	180
LOC105372273	106	38	19	80	40	53	47	82	31	43	9	53	23	15	135	94	22	54	74	44
ANGPTL8	16	9	1	4	1	6	8	15	6	0	1	1	0	1	20	19	4	8	7	7
TSPAN16	2	1	0	1	0	0	0	4	0	1	1	0	5	3	41	18	1	2	2	0
HSPC102	0	0	0	0	0	0	0	0	0	0	0	0	5	5	11	13	0	0	0	0
RAB3D	737	581	329	385	182	342	298	604	251	447	194	535	52	74	138	171	165	377	296	180
TMEM205	1336	956	458	1296	496	528	499	980	250	615	215	873	88	122	492	280	222	450	517	331
CCDC159	277	185	110	301	111	161	157	275	118	140	60	179	93	127	554	460	75	90	204	124
PLPPR2	1065	999	447	800	425	429	477	546	247	603	201	696	377	463	1352	1406	127	346	395	314
SWSAP1	71	65	40	45	31	43	43	59	14	39	19	50	10	15	73	24	11	18	34	23
EPOR	822	296	175	731	270	265	236	426	224	312	133	484	66	84	231	181	101	274	342	297
RGL3	13	6	3	16	4	1	4	1	10	11	0	2	15	21	151	88	0	0	6	11
ODAD3	11	12	7	26	5	9	14	10	5	6	2	9	12	20	148	106	2	3	8	3
PRKCSH	4199	4884	2349	3741	1552	2008	2122	3674	1366	3138	1077	3499	1708	2361	3405	3674	1041	2323	1834	1367
ELAVL3	2	19	9	6	1	5	4	0	2	2	4	3	10	32	134	85	0	1	8	3
ZNF653	295	149	94	283	73	100	84	188	62	157	43	190	19	19	85	46	43	112	80	66
MIR7974	0	1	0	0	1	0	0	1	1	0	2	0	0	0	3	0	0	0	0	0
ECSIT	1940	949	546	1588	516	675	599	1599	434	889	402	1297	80	109	251	286	381	916	659	454
CNN1	45432	26247	11842	27399	14549	12814	9937	16536	3508	15384	6140	19573	24138	20360	119461	48946	4680	13895	10608	10320
ELOF1	1021	776	446	812	413	470	469	866	261	627	228	865	133	165	303	328	221	450	506	338
ACP5	14	155	56	11	11	10	6	1	3	4	1	1	65	71	60	79	1	4	10	2
LOC124904638	5	0	0	7	0	0	0	3	0	1	0	2	1	1	6	5	0	1	0	0
ZNF627	787	705	354	578	241	351	273	540	261	430	306	660	81	69	109	137	227	447	314	261
HNRNPA1P10	6	4	2	1	3	5	3	3	3	4	3	8	11	7	6	14	6	1	4	5
ZNF833P	43	27	26	22	10	16	13	26	9	14	12	33	25	26	35	41	6	17	16	7
ZNF823	205	168	77	102	44	61	26	125	42	100	61	131	21	26	26	34	45	80	65	55
ZNF441	389	392	152	366	150	213	163	316	166	260	222	414	85	103	109	109	139	346	291	211
LOC124904639	0	4	1	2	1	1	1	6	0	1	0	1	1	2	2	0	0	2	7	0
ZNF491	136	87	62	123	37	83	38	136	79	74	37	123	45	48	32	27	55	74	87	64
ZNF440	609	371	184	230	126	157	110	269	158	266	198	349	164	188	116	77	116	269	148	115
ZNF439	651	435	207	293	136	202	133	389	201	279	187	432	31	42	72	66	128	310	168	161
ZNF69	685	372	233	433	187	185	172	374	202	376	265	484	31	38	61	99	116	306	193	168
ZNF700	772	611	305	348	179	227	172	462	259	396	253	530	110	122	119	97	176	357	189	168
ZNF763	135	106	41	157	29	43	49	92	44	65	46	114	54	38	55	36	17	71	65	40
ZNF433-AS1	167	100	51	152	51	59	38	88	22	66	40	113	18	26	82	84	29	53	46	47
ZNF433	219	181	82	162	72	113	66	131	87	112	83	133	51	73	92	78	71	117	73	61
ZNF878	41	18	13	11	6	13	15	22	10	17	12	12	13	39	43	36	8	13	8	14
ZNF844	790	448	273	571	222	360	333	540	426	437	346	599	217	238	312	201	215	375	499	293
ZNF788P	329	284	133	304	96	154	119	291	141	183	118	299	60	72	63	68	100	212	132	72
ZNF625-ZNF20	31	20	10	11	3	6	10	17	8	11	8	21	6	7	3	14	4	13	9	6
ZNF20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF625	146	109	57	77	35	38	38	84	41	90	54	136	24	45	40	25	43	89	47	25
ZNF136	379	312	130	258	81	119	96	164	118	140	101	208	39	58	88	88	76	147	128	99
LOC100289333	29	29	11	30	17	26	15	37	22	37	10	44	14	16	75	35	14	37	24	21
ZNF44	1518	836	485	842	370	533	446	925	475	788	468	1062	184	252	752	734	382	837	528	463
ZNF563	108	67	49	119	52	38	51	94	43	54	15	40	21	38	31	32	31	38	59	27
ZNF442	52	43	31	63	17	24	22	40	21	40	25	44	28	33	33	61	19	25	25	25
ZNF799	108	67	42	51	24	34	33	58	30	35	27	69	17	31	39	32	27	35	32	30
ZNF443	150	93	48	66	32	42	38	106	44	73	50	94	15	35	17	29	43	67	46	53
ZNF709	270	182	85	150	61	92	76	184	73	122	102	170	31	40	38	55	56	134	73	67
ZNF564	549	360	172	289	119	179	120	290	102	194	148	325	53	57	89	88	113	216	171	146
LINC02926	10	11	8	5	13	7	12	12	13	9	5	8	8	12	25	20	5	8	13	8
ZNF490	362	234	136	208	88	147	134	259	157	214	116	270	66	67	120	129	86	167	165	86
ZNF791	1188	958	446	763	307	445	321	761	365	623	376	774	179	264	487	536	309	630	473	344
LOC105372279	8	6	9	6	4	15	5	9	2	10	8	7	13	22	57	30	7	2	7	3
MAN2B1	1652	1562	809	1496	593	738	803	1302	336	1022	403	1355	1141	1766	3553	3871	319	783	715	402
WDR83	437	279	138	466	150	191	189	331	107	202	74	257	84	131	525	401	64	167	197	132
WDR83OS	1710	1046	624	688	610	681	738	1131	338	754	320	1175	254	354	777	924	276	611	665	484
DHPS	1140	833	442	915	449	495	485	828	243	599	248	1015	236	344	806	973	212	632	438	421
GNG14	1	1	0	0	0	1	3	0	0	0	0	0	8	9	69	31	2	1	2	3
FBXW9	310	182	117	279	122	121	136	231	58	144	52	253	54	65	273	223	34	104	138	72
TNPO2	4357	3282	1826	3529	1721	1968	2045	3320	1233	2506	1113	3666	1246	1494	3935	3558	889	2097	2006	1548
SNORD135	2	1	1	7	2	4	3	3	1	2	3	1	0	0	6	5	0	2	5	2
SNORD41	3	0	0	3	0	1	2	0	0	0	0	3	1	0	0	2	0	2	0	1
TRIR	3728	2246	1250	2628	1095	1426	1115	2474	743	1871	512	2353	144	254	304	541	655	1750	1269	838
GET3	2500	1612	878	1572	764	851	1006	1678	415	1153	443	1589	574	800	1246	1339	430	769	933	661
BEST2	2	9	0	6	2	2	1	2	1	2	1	0	16	16	123	69	1	0	5	2
HOOK2	1904	1261	591	2142	755	763	605	1051	445	881	374	1484	257	399	1694	1020	322	943	942	728
MIR5684	2	0	0	0	0	0	2	0	0	0	0	1	2	0	2	0	0	0	1	0
JUNB	644	754	264	484	163	244	214	289	383	305	81	291	95	158	640	343	61	136	260	124
PRDX2	15236	7996	4487	13059	5250	4915	4747	10010	2986	7634	3866	13616	4918	6794	13866	20541	2574	7935	4562	4198
THSD8	2	0	0	5	1	0	0	3	0	1	0	1	3	1	9	2	0	0	0	0
RNASEH2A	611	566	384	854	235	256	235	582	145	334	161	606	70	73	84	74	110	265	154	128
RTBDN	2	0	0	0	0	0	1	0	0	0	0	0	9	6	87	32	0	0	0	0
LOC105372281	2	0	0	0	0	0	0	0	0	0	0	0	2	3	13	12	0	0	0	0
MAST1	48	112	56	57	23	21	13	26	23	39	34	111	23	40	153	153	4	90	19	8
MIR6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNASE2	678	711	396	572	305	361	334	559	211	422	130	425	529	583	769	1138	124	219	408	263
KLF1	0	0	0	3	1	0	0	0	0	0	0	0	2	6	49	29	0	0	0	0
GCDH	756	480	267	917	344	328	333	651	147	461	204	634	166	273	452	840	165	347	323	190
SYCE2	63	55	22	61	34	29	34	91	22	35	24	68	17	23	81	62	21	45	26	23
MIR5695	0	0	1	0	0	0	0	0	0	0	2	0	1	0	9	3	0	0	0	0
FARSA	1849	1300	732	1515	663	720	676	1327	412	854	379	1386	55	99	168	87	313	829	684	491
FARSA-AS1	2	1	4	1	3	3	1	3	2	2	0	2	2	5	16	17	0	2	4	3
CALR	19740	22351	10570	16044	6507	10252	8466	19539	6740	15845	5857	17630	6152	8612	17269	21204	6205	11585	8243	5189
MIR6515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD23A	2445	2180	1062	2738	1024	1069	891	2303	644	1630	737	2339	158	224	270	473	607	1369	977	680
GADD45GIP1	1554	920	446	1644	509	508	316	1073	296	735	240	1182	31	53	95	47	198	568	471	330
DAND5	46	37	28	93	21	23	30	55	22	61	14	52	8	8	27	37	22	32	39	17
NFIX	322	1034	579	371	163	524	405	686	232	564	117	280	84	88	273	162	204	260	441	180
LOC107985286	1	0	2	0	1	0	1	1	0	1	0	0	0	4	13	2	0	0	1	0
LYL1	48	42	10	49	20	12	15	27	13	23	6	37	2	1	21	6	5	10	6	5
LOC105372282	0	1	1	1	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0
TRMT1	895	786	432	1036	354	424	479	813	252	525	267	1009	172	228	834	617	202	519	522	322
NACC1	2193	1854	1017	1838	963	1010	1061	2026	547	1546	652	2085	206	294	660	440	394	1168	870	608
STX10	858	642	376	877	266	347	318	595	234	392	136	590	107	166	744	505	157	284	400	251
IER2	1153	1073	520	1119	449	502	395	642	877	653	196	778	97	130	607	370	163	334	455	372
CACNA1A	45	44	31	21	14	57	48	37	59	18	1	3	15	39	128	109	5	2	45	15
LOC107985287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
LOC105372284	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	21	0	0	1	0
YJU2B	1291	787	402	1138	467	533	483	915	358	576	228	869	159	225	914	756	232	503	612	420
MRI1	984	658	379	723	326	455	392	799	333	419	227	872	162	247	878	886	208	431	506	411
C19orf53	1682	1323	697	1290	599	681	611	1277	368	805	363	1227	134	187	239	427	287	839	729	457
ZSWIM4	390	356	181	276	146	155	201	287	177	250	124	367	94	137	313	288	56	160	176	81
LOC107985334	31	9	8	8	6	12	6	19	13	9	2	14	4	3	22	19	11	8	7	6
MIR23AHG	823	697	266	433	291	292	315	406	112	373	134	436	35	55	69	36	130	293	370	307
MIR24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR27A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR23A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS3	27	36	18	48	18	9	16	40	9	25	5	20	10	15	45	35	8	10	25	7
MIR181C	1	0	0	0	0	0	1	3	3	1	1	3	0	0	2	0	0	0	0	0
MIR181D	1	1	0	0	2	1	1	0	1	0	0	0	0	1	0	3	0	3	0	3
BRME1	66	61	36	65	25	38	28	65	50	39	8	67	16	29	107	92	21	28	42	28
CC2D1A	1365	978	648	1257	509	630	539	1151	418	910	312	1103	116	188	472	522	250	701	671	403
PODNL1	26	88	52	11	8	34	41	15	32	17	1	8	23	26	104	30	1	5	24	5
DCAF15	936	652	422	755	337	358	375	718	198	491	209	806	55	104	240	207	178	361	373	272
RFX1	760	455	271	524	262	346	344	649	218	486	154	571	64	90	365	296	125	291	369	216
RLN3	0	0	1	0	0	0	0	0	0	0	0	0	6	7	35	10	0	0	0	1
IL27RA	59	119	95	58	27	64	66	56	34	57	6	37	128	81	199	96	11	20	59	12
PALM3	18	27	8	16	6	7	8	6	2	13	8	17	11	9	69	38	3	17	10	1
MISP3	71	30	13	53	19	30	22	43	25	36	7	34	10	12	34	30	15	23	25	24
MIR1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf67	3	1	1	0	4	1	0	2	11	3	0	0	5	8	36	18	0	0	4	3
SAMD1	1646	1151	639	960	561	585	582	1039	440	975	290	1116	325	341	877	821	309	679	530	358
PRKACA	10626	8999	4956	6580	4191	5072	4329	10695	2717	7389	2899	8250	4458	5020	9509	10541	3040	5876	3821	3336
SMIM46	3	6	1	7	3	1	3	10	0	4	3	7	1	0	7	1	0	2	3	2
LOC124904642	4	4	5	4	4	3	3	5	2	1	4	3	5	3	16	23	1	0	3	1
ASF1B	425	403	310	333	161	162	257	558	76	317	122	439	272	302	910	561	96	169	107	87
ADGRL1-AS1	89	63	47	73	81	90	62	124	68	88	26	72	13	24	83	72	29	68	109	70
ADGRL1	2267	1393	875	1572	761	1013	999	1796	797	1495	485	1606	201	334	758	843	489	1013	1057	705
LINC01841	2	3	2	0	0	1	2	3	1	2	0	2	2	3	29	22	0	1	1	0
LINC01842	2	2	0	0	0	0	1	0	0	0	0	0	5	0	22	8	0	0	0	0
ADGRE5	88	90	57	96	48	96	110	139	39	119	3	40	11	33	77	71	33	23	98	33
DDX39A	2296	1371	760	1763	616	645	589	1526	322	1040	377	1395	228	375	1161	1117	348	801	647	495
PKN1	4278	3459	1790	4778	1404	1571	1411	3711	1199	2792	947	3566	428	495	778	759	1008	2248	1524	1196
PTGER1	3	0	5	5	1	1	0	2	2	3	1	0	1	2	27	13	1	1	1	2
GIPC1	3455	2963	1543	3217	1292	1343	1132	2590	667	1889	732	2856	184	279	865	777	615	1653	1277	996
DNAJB1	3171	2363	1281	2053	1040	1366	1165	1906	622	1522	678	2090	139	187	187	168	596	1196	1140	907
TECR	1856	1611	752	985	723	972	948	1656	440	1029	521	1807	222	290	445	487	383	1099	939	633
MIR639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB7	3082	1508	850	3717	1077	949	957	2371	537	1235	482	2563	42	111	131	133	453	1049	1083	721
CLEC17A	0	2	1	0	1	1	2	2	2	1	0	0	6	15	50	65	1	0	1	4
ADGRE3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	17	34	0	0	0	0
SNORA104	786	731	267	268	202	230	186	422	119	315	189	433	721	812	1287	2223	159	284	140	176
ZNF333	655	528	240	581	266	341	342	570	336	375	212	555	104	148	619	606	172	387	445	336
ADGRE2	4	3	3	11	1	2	5	2	2	1	0	0	8	6	19	40	0	0	1	1
OR7C1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
OR7A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
OR7A10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0
OR7A17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	10	0	0	0	0
OR7C2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	1	0	0
SLC1A6	3	13	10	0	1	1	2	2	0	2	0	1	9	6	34	13	0	0	2	0
CCDC105	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	2	0	0	0	0
CASP14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	22	0	0	0	0
OR1I1	0	0	0	1	0	0	1	0	0	0	0	0	6	6	23	37	0	0	0	1
